Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,
J,"Musa, Mirko; Hill, Craig; Guala, Michele",,,,"Musa, Mirko/M-7399-2018","Musa, Mirko/0000-0001-8984-7467; Hill, Craig/0000-0003-4944-748X; guala, michele/0000-0002-9788-8119",,,,,Interaction between hydrokinetic turbine wakes and sediment dynamics: array performance and geomorphic effects under different siting strategies and sediment transport conditions,,,,,,,,RENEWABLE ENERGY,,,,138,,,,738,753,,,,10.1016/j.renene.2019.02.009,,,,,,,Article,AUG 2019,2019,"In-stream hydrokinetic energy conversion devices can be deployed in large scale rivers to produce energy with minimal infrastructure costs. They are however shown to actively interact with the channel bathymetry and sediment transport generating a scour and deposition pattern similar to bridge pier. Symmetric, streamwise, aligned turbine installations have shown to introduce only local effects, yet complex configurations may trigger non-local morphodynamic instabilities. Experimental investigations, based on continuous spatio-temporal measurements of bed topography, explore a number of inflow conditions and siting strategies for axial-flow hydrokinetic turbine models. Results show that asymmetric turbine installations in a portion of the channel cross section may introduce weak non-local deformation of the mean bed topography and alter bedform migration velocities. Geomorphic effects become stronger with increasing shear stress and with rotors deployed up to half of the channel width, resulting in mean flow distortion within the channel cross section and inducing an alternating scour-deposition pattern resembling the signature of steady, forced fluvial bars. Non-local effects can be mitigated, narrowing the turbine array, or amplified, distributing turbines in a vane-like installation, leading to different estimates of energy production averaged at the power plant scale. A discussion on the key quantities governing geomorphic effects and the potential benefits of asymmetric turbine deployments is provided as a preliminary guideline towards the expansion of Marine Hydrokinetic energy in rivers. (C) 2019 Elsevier Ltd. All rights reserved.",,,,,,,,,16,1,0,0,0,0,19,,,0960-1481,1879-0682,,,,,,,,,,"Univ Minnesota, St Anthony Falls Lab, Minneapolis, MN 55455 USAUniv Minnesota, Dept Civil Environm & Geoengn, Minneapolis, MN USAUniv Minnesota, Large Lakes Observ, Duluth, MN 55812 USA",,,,2019-05-08,WOS:000465051900067,,
J,"Abdelhady, Suzan; Borello, Domenico; Shaban, Ahmed",,,,"Shaban, Ahmed/P-3817-2019; Abdelhady, Suzan/GQQ-0286-2022; Abdelhady, Suzan/H-3271-2014","Shaban, Ahmed/0000-0002-1241-5647; Abdelhady, Suzan/0000-0001-9259-3330",,,,,Assessment of levelized cost of electricity of offshore wind energy in Egypt,,,,,,,,WIND ENGINEERING,,,,41,3,,,160,173,,,,10.1177/0309524X17706846,,,,,,,Article,JUN 2017,2017,"Offshore wind turbines are being used to harness the high value of wind energy usually available on the sea sufficiently far from the shore (i.e. some kilometers). The present study provides an assessment of the potential of offshore wind energy along the Mediterranean Sea in Egypt. The techno-economic assessment was conducted considering a 7.0MW offshore wind turbine at seven sites along the Mediterranean Sea. Fixed platforms were considered, assuming that the maximum sea depth will be 60m, that is representative of the sea depth in the Mediterranean coast of Egypt at 5km from the shore. The analysis reveals that a very large amount of energy can be harvested. The minimum energy production is obtained at Alexandria with a capacity factor of 55%, and the maximum energy production is obtained at El Dabaa station with a capacity factor of 63%. The levelized cost of electricity (LCOE) is estimated as to be equal to about 0.075-0.079US$/kWh which can be considered very competitive with other renewable energy systems in Egypt. The results prove the techno-economic feasibility of the offshore wind energy resource in Egypt, and it would motivate both the research community and the policy makers for more attention regarding this resource.",,,,,,,,,22,0,0,0,1,0,22,,,0309-524X,2048-402X,,,,,,,,,,"Fayoum Univ, Dept Elect Engn, Fac Engn, Al Fayyum, EgyptSapienza Univ Roma, Dipartimento Ingn Meccan & Aerosp, Via Eudossiana 18, I-00184 Rome, ItalyFayoum Univ, Dept Mech Engn, Fac Engn, Al Fayyum, Egypt",,,,2017-06-19,WOS:000402654900002,,
C,"O'Reilly, Christopher M.; Grilli, Annette R.; Potty, Gopu R.",,,IEEE,,,,,,,Offshore Wind Farm Siting using a Genetic Algorithm,,,,,,,,2012 INTERNATIONAL CONFERENCE ON GREEN TECHNOLOGIES (ICGT),,IEEE Green Technologies Conference,,,,,,208,214,,,,,,,,,,,Proceedings Paper,2012,2012,"This study uses a genetic algorithm to optimize awind farm layout considering the engineering challenges and the ecosystem servicesas constraints to the turbine siting. Included is an analysis of how wake effects influence the power produced using a simplewake model called the WAsPmodel. The current study considers the location of the proposed Deep Water Wind Inc. Offshore Wind Farm Project, southeast of Block Island, Rhode Island. The proposed project consists of six, 6MWSiemens wind turbines located within the Rhode Island State waters that extend roughly 4.8 km off of the Block Island coast. The optimum solution produces turbine locations best conforming to areas of low technical, ecological, and social costs, whilesimultaneouslydistributing the turbinesto minimize turbine wake interaction. Future model improvements will consist of more accurately describing wind conditions within the wind farm and incorporating turbine cable interconnection installation costs.",,,,,International Conference on Green Technologies (ICGT)International Conference on Green Technologies (ICGT),"DEC 18-20, 2012DEC 18-20, 2012",IEEEIEEE,"Trivandrum, INDIATrivandrum, INDIA",2,0,0,0,0,0,2,,,2166-546X,,978-1-4673-2636-0; 978-1-4673-2635-3,,,,,,,,,"Univ Rhode Isl, Dept Ocean Engn, Narragansett, RI USA",,,,2013-08-07,WOS:000320458700038,,
J,"Solis-Gallego, Irene; Arguelles Diaz, Katia Maria; Fernandez Oro, Jesus Manuel; Velarde-Suarez, Sandra",,,,"Fernandez Oro, Jesus Manuel/B-6654-2009; Díaz, Katia María Argüelles/B-7810-2009","Fernandez Oro, Jesus Manuel/0000-0002-4270-7552; Velarde Suarez, Sandra/0000-0002-4967-4642",,,,,Wall-Resolved LES Modeling of a Wind Turbine Airfoil at Different Angles of Attack,,,,,,,,JOURNAL OF MARINE SCIENCE AND ENGINEERING,,,,8,3,,,,,212,,,10.3390/jmse8030212,,,,,,,Article,MAR 2020,2020,"Noise has arisen as one of the main restrictions for the deployment of wind turbines in urban environments or in sensitive ecosystems like oceans for offshore and coastal applications. An LES model, adequately planned and resolved, is useful to describe the noise generation mechanisms in wind turbine airfoils. In this work, a wall-resolved LES model of the turbulent flow around a typical wind turbine airfoil is presented and described in detail. The numerical results obtained have been validated with hot wire measurements in a wind tunnel. The description of the boundary layer over the airfoil provides an insight into the main noise generation mechanism, which is known to be the scattering of the vortical disturbances in the boundary layer into acoustic waves at the airfoil trailing edge. In the present case, 2D wave instabilities are observed in both suction and pressure sides, but these perturbations are diffused into a turbulent boundary layer prior to the airfoil trailing edge, so tonal noise components are not expected in the far-field noise propagation. The results obtained can be used as input data for the prediction of noise propagation to the far-field using a hybrid aeroacoustic model.",,,,,,,,,5,0,0,0,0,0,5,,,,2077-1312,,,,,,,,,,"Univ Oviedo, Dept Energy, Fluid Mech Area, Gijon 33204, Spain",,,,2020-05-15,WOS:000529415700067,,
J,"Stock-Williams, Clym; Swamy, Siddharth Krishna",,,,"s, kendaganna swamy/O-9379-2016","Stock-Williams, Clym/0000-0002-5860-0389",,,,,Automated daily maintenance planning for offshore wind farms,,,,,,,,RENEWABLE ENERGY,,,,133,,,,1393,1403,,,,10.1016/j.renene.2018.08.112,,,,,,,Article,APR 2019,2019,"Offshore wind farm managers and schedulers need to manage large numbers of wind turbine visits every day, in order to: repair minor faults; conduct inspections; and perform scheduled service operations. Daily schedules form a choice of which maintenance activities to conduct, taking account of: constraints on weather conditions, shifts, vessel and technician capabilities and availability; and the impact of activities on wind farm profitability. This forms a formidable optimisation challenge that today is solved by hand by a scheduler.The work presented here contains three aspects of importance. First, a powerful and flexible meta heuristic optimisation model is developed to solve this problem, where the simulation algorithms and objective can be altered without any change to the optimiser. Second, a practical valuation methodology is developed, where historic wind farm data can be used to identify strengths and weaknesses in any maintenance planning method and estimate financial return on investment from implementation. Finally, the methodology described is implemented and tested, by applying the valuation methodology to data from the Princess Amalia Wind Park in The Netherlands. Even given the limited scope of this case study, automating daily maintenance planning can bring significant financial benefits: 302 k(sic) over 5 months. (C) 2018 Elsevier Ltd. All rights reserved.",,,,,,,,,40,0,0,0,0,0,43,,,0960-1481,,,,,,,,,,,"ECN, Westerduinweg 4, Petten, Netherlands",ECN,,,2019-02-13,WOS:000456761300122,,
C,"Deb, Tanmoy Kumar; Singh, Baleshwar",,,,,,"Anirudhan, IV; Maji, VB",,,,Behaviour of Bucket Foundations in Sandy Bed Subjected to Eccentric Lateral Loading,,,,,,,,"GEOTECHNICAL APPLICATIONS, VOL 4",,Lecture Notes in Civil Engineering,,13,,,,313,321,,,,10.1007/978-981-13-0368-5_33,,,,,,,Proceedings Paper,2019,2019,"Monopod bucket foundations supporting offshore wind turbines have to resist high overturning moment due to water waves and wind currents acting laterally on the structure above the seabed level. Hence, the stability of the bucket foundation system is governed by the lateral load-displacement behaviour. In this study, the drained behaviour of monopod bucket foundation under monotonic eccentric lateral loads has been investigated using finite element analysis. The influence of bucket dimensions and wind turbine self-weight on the lateral load response of the foundation system was also studied. The ultimate lateral load capacity of the bucket foundation has been observed to decrease with the increase of load eccentricity, but it increases marginally with self-weight and noticeably with the foundation size. For a preliminary design of the bucket foundation, the permissible loading state is presented as a lateral load-overturning moment interaction diagram for different geometries.",,,,,Annual Indian Geotechnical Conference (IGC) of the Indian-Geotechnical-Society (IGS)Annual Indian Geotechnical Conference (IGC) of the Indian-Geotechnical-Society (IGS),"DEC 15-17, 2016DEC 15-17, 2016",Indian Geotechn SocIndian Geotechn Soc,"IIT Madras, Chennai, INDIAIIT Madras, Chennai, INDIA",0,0,0,0,0,0,0,,,2366-2557,,978-981-13-0368-5; 978-981-13-0367-8,,,,,,,,,"Indian Inst Technol, Dept Civil Engn, Gauhati 781039, Assam, India",,,,2020-08-27,WOS:000559802200033,,
J,"Able, KW; Fahay, MP; Witting, DA; McBride, RS; Hagan, SM",,,,"McBride, Richard/C-2818-2012","McBride, Richard/0000-0003-1120-0414",,,,,"Fish settlement in the ocean vs. estuary: Comparison of pelagic larval and settled juvenile composition and abundance from southern New Jersey, USA",,,,,,,,ESTUARINE COASTAL AND SHELF SCIENCE,,,,66,1-2,,,280,290,,,,10.1016/j.ecss.2005.09.003,,,,,,,Article,JAN 2006,2006,"To describe the larval and juvenile fish fauna and to evaluate the relative contribution of the ocean and the estuary as settlement areas for benthic species, we compared the composition and abundance of larval fish supply to that of recently settled juvenile fishes in both ocean and an adjacent estuary habitats in southern New Jersey. The study was conducted from May to November 1992 in the Great Bay-Little Egg Harbor estuary (< 1-8 m sampling depth) and on the adjacent inner continental shelf in the vicinity of Beach Haven Ridge (8-16 m). During the study more larvae nearing settlement (postflexion) were captured in the estuary than in the ocean. Settlement occurred earlier in the estuary than in the ocean perhaps under the influence of earlier, seasonal warming of estuarine waters. There appeared to be two spatial patterns of settlement in the study area based on the dominant species (n = 17) represented by a sufficient number of individuals (n >= 25 individuals). There were species that primarily settle in the estuary, as represented by both estuarine residents (n 3) and transients (n = 4), and those that settle in both the estuary and the ocean (n = 10). However, there were no species whose larvae were present in the estuary yet settle in the ocean. The fact that many of the species settle in both the estuary and the ocean indicates an overlap between these habitats because, at least for some species, these habitats may function in the same way. Further resolution of fish settlement patterns, and its influence on recruitment will need to rely on synoptic comparisons between estuaries and the ocean over multiple years. (c) 2005 Elsevier Ltd. All rights reserved.",,,,,,,,,36,1,0,0,34,0,41,,,0272-7714,1096-0015,,,,,,,,,,"Rutgers State Univ, Inst Marine & Coastal Sci, Marine Field Stn, Tuckerton, NJ 08087 USANOAA NMFS NEFSC, Howard Marine Lab, Highlands, NJ 07732 USANOAA MSRP, Long Beach, CA 90802 USAFlorida Marine Res Inst, St Petersburg, FL 33701 USA",Florida Marine Res Inst,,,2006-01-01,WOS:000234792800028,,
J,"Desholm, Mark",,,,"Desholm, Mark/J-5980-2013",,,,,,Avian sensitivity to mortality: Prioritising migratory bird species for assessment at proposed wind farms,,,,,,,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,,,,90,8,,,2672,2679,,,,10.1016/j.jenvman.2009.02.005,,,,,,,Article,JUN 2009,2009,"Wind power generation is likely to constitute one of the most extensive human physical exploitation activities of European marine areas in the near future. The many millions of migrating birds that pass these man-made obstacles are protected by international obligations and the subject of public concerns. Yet some bird species are more sensitive to bird-wind turbine mortality than others. This study developed a simple and logical framework for ranking bird species with regard to their relative sensitivity to bird-wind turbine-collisions, and applied it to a data set comprising 38 avian migrant species at the Nysted offshore wind farm in Denmark. Two indicators were selected to characterize the sensitivity of each individual species: 1) relative abundance and 2) demographic sensitivity (elasticity of population growth rate to changes in adult survival). In the case-study from the Nysted offshore wind farm, birds of prey and waterbirds dominated the group of high priority species and only passerines showed a low risk of being impacted by the wind farm. Even where passerines might be present in very high numbers, they often represent insignificant segments of huge reference populations that, from a demographic point of view, are relatively insensitive to wind farm-related adult mortality. It will always be important to focus attention and direct the resources towards the most sensitive species to ensure cost-effective environmental assessments in the future, and in general, this novel index seems capable of identifying the species that are at high risk of being adversely affected by wind farms. (C) 2009 Elsevier Ltd. All rights reserved.",,,,,,,,,57,0,0,0,42,1,64,,,0301-4797,1095-8630,,,,,,,,,,"Aarhus Univ, Natl Environm Res Inst, Dept Wildlife Ecol & Biodivers, DK-8410 Ronde, Denmark",,,,2009-06-01,WOS:000267453100039,19299065,
J,"Lendve, Shardul B.; Enss, Georg C.; Tsiapoki, Stavroula; Ebert, Carsten; Asmussen, Joerg",,,,,,,,,,Probabilistic approach for detection of structural changes on monopile substructures using measured structural health monitoring data,,,,,,,,STAHLBAU,,,,89,6,,,542,550,,,,10.1002/stab.202000018,,,,,MAY 2020,,Article; Early Access,,2020,"Substructures of offshore wind turbines have to reliably withstand environmental conditions, operational and extreme loads during their design lifetime that may exceed the time period of 25 years. Within their lifetime, they may experience damage and structural changes. For this reason, the German authority Bundesamt fur Seeschifffahrt und Hydrographie (BSH) has stipulated that approx. ten percent of the offshore substructures in a wind farm have to be equipped with a structural health monitoring system (SHM). In the last years, an industry standard has been established with a sensor configuration of accelerometers, inclinometers and strain gauges to evaluate vibration amplitudes, natural frequencies, inclination etc. This study proposes a novel, data-driven approach for the quantification of probability of detection (POD) for structural changes. This study covers exemplarily, which indicators may be suitable to detect two types of structural change on a monopile substructure, scour and marine growth. To achieve this aim, numerical analyses with finite elements are combined with real measured vibration data from an offshore wind farm.",,,,,,,,,2,0,0,0,0,0,2,,,0038-9145,1437-1049,,,,,,,,,,"Wolfel Engn GmbH & Co KG, Willy Brandt Str 57, D-20457 Hamburg, GermanyWolfel Engn GmbH & Co KG, Max Planck Str 15, D-97204 Hochberg, GermanyRWE Renewables Int GmbH, Steindamm 98, D-20099 Hamburg, Germany",Wolfel Engn GmbH & Co KGRWE Renewables Int GmbH,,,2020-05-15,WOS:000530308400001,,
J,"Noori, Mehdi; Kucukvar, Murat; Tatari, Omer",,,,"Kucukvar, Murat/CAJ-4050-2022","Kucukvar, Murat/0000-0002-4101-2628",,,,,A macro-level decision analysis of wind power as a solution for sustainable energy in the USA,,,,,,,,INTERNATIONAL JOURNAL OF SUSTAINABLE ENERGY,,,,34,10,,,629,644,,,,10.1080/14786451.2013.854796,,,,,,,Article,2015,2015,"This study aims to quantify the socio-economic and environmental impacts of producing electricity by wind power plants for the US electricity mix. To accomplish this goal, all direct and supply chain-related impacts of different onshore and offshore wind turbines are quantified using a hybrid economic input-outputbased triple bottom line (TBL) life cycle assessment model. Furthermore, considering TBL sustainability implications of each onshore and offshore wind energy technology, a multi-criteria decision-making tool which is coupled with Monte Carlo simulation is utilised to find the optimal choice of onshore and offshore wind energy. The analysis results indicate that V90-3.0MWwind turbines have lower impacts than V80-3.0 MW for both socio-economic and environmental indicators. The Monte Carlo simulation results reveal that when environmental issues are more important than socio-economic impacts, V90-3.0 MW offshore is selected among the alternatives.",,,,,,,,,33,0,0,0,9,0,35,,,1478-6451,1478-646X,,,,,,,,,,"Univ Cent Florida, Dept Civil Environm & Construct Engn, Orlando, FL 32816 USA",,,,2015-01-01,WOS:000409834200001,,
