Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,
C,"Sharr, LTjg Matthew B.",,,IEEE,,,,,,,Utilizing Small Unmanned Aerial Systems (sUAS) with Structure from Motion (SfM) for Shoreline Verification,,,,,,,,OCEANS 2018 MTS/IEEE CHARLESTON,,,,,,,,,,,,,,,,,,,,Proceedings Paper,2018,2018,"Utilizing Small Unmanned Aerial Systems (UAS) with Structure from Motion (SfM) for Shoreline Verification from NOAA PlatformsThe National Oceanic and Atmospheric Administration's (NOAA) hydrographic field parties tasked by the Office of Coast Survey typically conduct limited shoreline verification for surveys that include the near-shore environment. Limited shoreline verification is restricted to the navigable area (typically seaward of the 4 meter contour). In this area, surveyors confirm or disprove the presence of features, where a feature can be any anthropogenic or natural object that may merit individual cartographic representation (e.g. rocks, wrecks, obstructions), identify and position features not detected using aircraft or satellite based photogrammetry, and obtain heights on significant features. Currently, NOAA's Office of Marine and Aviation Operations field units utilize hydrographic survey launches or skiffs with personnel on board to get close enough to shoreline features to obtain a position, an activity that is generally inefficient and inherently dangerous.Other technologies have been applied to this task with differing degrees of success. Examples include airborne lidar, vessel mounted, side-looking lidar, and satellite based bathymetry. Each of these have each demonstrated certain advantages, but also come with operational and logistical constraints, environmental limitation, and mobilization cost. Advancements in Unmanned Aerial Systems (UAS) and photogrammetric techniques, specifically structure from motion (SfM), make these platforms a tempting choice for this mission. The combination of relatively low vehicle and sensor cost, small platform size, and ease of operations may allow collection of high-resolution shoreline data from a safe distance, without ever having to put manned platforms in harm's way. Under this approach, the surveyor deploys an UAS with a mounted digital camera and flies pre-programmed flight paths to cover a survey area with overlapping aerial photographs. SfM processing of this imagery yields both 3D point clouds and an image mosaic.We report our success to date with this approach, including the substantial regulatory and administrative aspects of planning and executing these missions. While the regulatory aspects of unmanned aerial systems are rapidly evolving, we outline a reasonable and well-vetted approach for operators that has been successful for our work. We believe that demonstrating a consistent and pro-active commitment to safe operations and full compliance with environmental and regulatory aspects will be critical to the development of this technology. We share the operation risk management and best management practices developed so far.We also report on our data processing pipeline and findings from operations conducted in realistic field environments. Similar to other work in this field, we find proper image and environmental parameters are critical. Sun glint, cloud cover, and image quality are important. We also fmd waves (in particular breaking waves) cause difficulty in SIM processing, but interestingly, often convey important information about submerged features that are of particular interest. Where image processing to a SfM model is successful, we find positional accuracies are well within horizontal product specifications horizontally - even with inexpensive, consumer grade (MISS systems. Precise vertical control is more of a challenge. We report a tradeoff between establishing a network of ground control stations and establishing robust vehicle positioning through more advance methods such as post-processed kinematic (PPK).With further development, these UAS derived products mad augment traditional shoreline products to provide the high resolution and confidence to eliminate or significantly curtail the need to operate manned boats in the near shore environment.",,,,,Conference on OCEANS MTS/IEEE CharlestonConference on OCEANS MTS/IEEE Charleston,"OCT 22-25, 2018OCT 22-25, 2018",IEEE CharlestonIEEE Charleston,"Charleston, SCCharleston, SC",0,0,0,0,0,0,0,,,,,978-1-5386-4814-8,,,,,,,,,"Natl Ocean & Atmospher Adm, Hydrog Syst & Technol Branch, Silver Spring, MD 20910 USA",,,,2019-04-05,WOS:000461320202068,,
J,"Mohamed Ali, Rafee Makbol",,,,,,,,,,Performance based design of offshore topside structures subjected to blastloading,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissertation/Thesis,Jan 01 2008,2008,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,"Imperial College London (United Kingdom), Civil and Environmental Engineering, England",Imperial College London (United Kingdom),,,,PQDT:67861618,,
J,"Wilson, K. G.; Ralph, P. J.",,,,"Ralph, Peter/L-1527-2019","Ralph, Peter/0000-0002-3103-7346",,,,,Laboratory testing protocol for the impact of dispersed petrochemicals on seagrass,,,,,,,,MARINE POLLUTION BULLETIN,,,,64,11,,,2421,2427,,,,10.1016/j.marpolbul.2012.08.004,,,,,,,Article,NOV 2012,2012,"To improve the effectiveness of oil spill mitigation, we developed a rapid, logistically simple protocol to detect petrochemical stress on seagrass. Sections of leaf blades from Zostera muelleri subsp. capricorni were exposed to the water accommodated fraction (WAF) of non-dispersed and dispersed Tapis crude oil and fuel oil (IFO-380) for 5 h. Photosynthetic health was monitored by assessing changes in effective quantum yield of photosystem II (Delta F/F-m') and chlorophyll a pigment concentrations. Loss of total petroleum hydrocarbons (TPH) was measured using an oil-in-water fluorometer, whilst GC-MS analyses quantified the hydrocarbon components within each treatment. Few significant differences were detected in the chlorophyll a pigment analyses; however, Delta F/F-m' appeared sensitive to petrochemical exposure. Dispersing both types of oil resulted in a substantial increase in the TPH of the WAF and was generally correlated with a greater physiological impact to the seagrass health, compared with the oil alone. (C) 2012 Elsevier Ltd. All rights reserved.",,,,,,,,,3,2,0,0,2,0,5,,,0025-326X,1879-3363,,,,,,,,,,"Univ Technol Sydney, Broadway, NSW 2007, Australia",,,,2013-01-16,WOS:000312418100030,22959173,
S,"Retallack, Gregory J.",,,,,,"Jeanloz, R",,,,Global Cooling by Grassland Soils of the Geological Past and Near Future,,,,,,,,"ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES, VOL 41",,Annual Review of Earth and Planetary Sciences,,41,,,,69,86,,,,10.1146/annurev-earth-050212-124001,,,,,,,Review; Book Chapter,2013,2013,"Major innovations in the evolution of vegetation such as the Devonian origin of forests created new weathering regimes and soils (Alfisols, Histosols) that increased carbon consumption and sequestration and ushered in the Permian-Carboniferous Ice Age. Similarly, global expansion of grasslands and their newly evolved, carbon-rich soils (Mollisols) over the past 40 million years may have induced global cooling and ushered in Pleistocene glaciation. Grassland evolution has been considered a consequence of mountain uplift and tectonic reorganization of ocean currents, but it can also be viewed as a biological force for global change through coevolution of grasses and grazers. Organisms in such coevolutionary trajectories adapt to each other rather than to their environment, and so can be forces for global change. Some past farming practices have aided greenhouse gas release. However, modern grassland agroecosystems are a potential carbon sink already under intensive human management, and carbon farming techniques may be useful in curbing anthropogenic global warming.",,,,,,,,,46,2,0,0,22,0,56,,,0084-6597,1545-4495,978-0-8243-2041-6,,,,,,,,,"Univ Oregon, Dept Geol Sci, Eugene, OR 97403 USA",,,,2013-01-01,WOS:000321742600005,,
J,"Yang, Hualei; Tang, Jianwu; Zhang, Chunsong; Dai, Yuhang; Zhou, Cheng; Xu, Ping; Perry, Danielle C.; Chen, Xuechu",,,,"Chen, Xuechu/D-5598-2013; , 陈雪初/AAY-3722-2020","Chen, Xuechu/0000-0002-0342-7216",,,,,Enhanced Carbon Uptake and Reduced Methane Emissions in a Newly Restored Wetland,,,,,,,,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,,,,125,1,,,,,e2019JG005222,,,10.1029/2019JG005222,,,,,,,Article,JAN 2020,2020,"Wetlands play an important role in reducing global warming potential in response to global climate change. Unfortunately, due to the effects of human disturbance and natural erosion, wetlands are facing global extinction. It is essential to implement engineering measures to restore damaged wetlands. However, the carbon sink capacity of restored wetlands is unclear. We examined the seasonal change of greenhouse gas emissions in both restored wetland and natural wetland and then evaluated the carbon sequestration capacity of the restored wetland. We found that (1) the carbon sink capacity of the restored wetland showed clear daily and seasonal change, which was affected by light intensity, air temperature, and vegetation growth, and (2) the annual daytime (8-18 hr) sustained-flux global warming potential was -11.23 +/- 4.34 kg CO2 m(-2) y(-1), representing a much larger carbon sink than natural wetland (-5.04 +/- 3.73 kg CO2 m(-2) y(-1)) from April to December. In addition, the results showed that appropriate tidal flow management may help to reduce CH4 emission in wetland restoration. Thus, we proposed that the restored coastal wetland, via effective engineering measures, reliably acted as a large net carbon sink and has the potential to help mitigate climate change.",,,,,,,,,16,4,0,0,10,0,23,,,2169-8953,2169-8961,,,,,,,,,,"East China Normal Univ, Sch Ecol & Environm Sci, Inst Ecochongming, State Key Lab Estuarine & Coastal Res,Shanghai Ke, Shanghai, Peoples R ChinaMarine Biol Lab, Ctr Ecosyst, Woods Hole, MA 02543 USAUniv Rhode Isl, Coll Environm & Life Sci, Kingston, RI 02881 USA",,,,2020-06-18,WOS:000538019700011,,
J,"Milinkovitch, Thomas; Lucas, Julie; Le Floch, Stephane; Thomas-Guyon, Helene; Lefrancois, Christel",,,,"THOMAS, Helene/JZW-5193-2024; LE FLOCH, Stephane/E-7863-2016; Thomas, Howard C/A-3152-2009","THOMAS, Helene/0000-0002-7932-6841; LE FLOCH, Stephane/0000-0002-5794-7284; lucas, julie/0000-0001-8369-4666; lefrancois, christel/0000-0001-6904-1722",,,,,Effect of dispersed crude oil exposure upon the aerobic metabolic scope in juvenile golden grey mullet (Liza aurata),,,,,,,,MARINE POLLUTION BULLETIN,,,,64,4,,,865,871,,,,10.1016/j.marpolbul.2012.01.023,,,,,,,Article,APR 2012,2012,"This study evaluated the toxicity of dispersant application which is, in nearshore area, a controversial response technique to oil spill. Through an experimental approach with juveniles of Liza aurata, the toxicity of five exposure conditions was evaluated: (i) a chemically dispersed oil simulating dispersant application; (ii) a single dispersant as an internal control of chemically dispersed oil; (iii) a mechanically dispersed oil simulating natural dispersion of oil; (iv) a water soluble fraction of oil simulating an undispersed and untreated oil slick and (v) uncontaminated seawater as a control exposure condition. The relative concentration of PAHs (polycyclic aromatic hydrocarbons) biliary metabolites showed that the incorporation of these toxic compounds was increased if the oil was dispersed, whether mechanically or chemically. However, toxicity was not observed at the organism level since the aerobic metabolic scope and the critical swimming speed of exposed fish were not impaired. (C) 2012 Elsevier Ltd. All rights reserved.",,,,,,,,,26,1,0,0,27,0,34,,,0025-326X,1879-3363,,,,,,,,,,"Univ La Rochelle, CNRS, Littoral Environm & Soc LIENSs, UMR 7266, F-17042 La Rochelle 01, FranceCtr Documentat Rech & Experimentat Pollut Accid E, F-29218 Brest 2, France",Ctr Documentat Rech & Experimentat Pollut Accid E,,,2012-05-16,WOS:000303298700033,22325449,
J,"Lyu, Baicheng; Guo, Chongchong; Wu, Wenhua; Feng, Jiaguo; Yao, Weian; Yue, Qianjin",,,,,,,,,,Hinge joint damage identification method of soft yoke mooring system based on multibody dynamic modeling and structural monitoring data,,,,,,,,MARINE STRUCTURES,,,,74,,,,,,102808,,,10.1016/j.marstruc.2020.102808,,,,,,,Article,NOV 2020,2020,"Soft yoke mooring system (SYMs) is a single-point mooring system used in shallow water oil and gas development. In general, SYMs consists of mooring framework support, mooring legs, yoke, and single-point turret and it forms a multibody dynamic system with 13 hinge joint structures such as universal joints and thrust bearings. The hinge joint is one of the key components of SYMs; therefore, it is necessary to accurately evaluate the operating behavior of the hinge joints. In this study, real-time damage identification is conducted based on the multibody dynamic features of the SYMs. First, a long-term monitoring strategy for the prototype application is developed based on the multibody governing equations of the SYMs. The motion behaviors and stress state of the hinge joints and bodies are calculated using prototype monitoring data. A hinge joint damage identification based on the virtual moment is proposed by considering the changes in the friction coefficient in the damage state. The virtual moment method is used to transform the damage identification problem of the SYMs into a problem of seeking the optimal solution to the dynamics identification function. Genetic algorithm (GA) is implemented to seek the optimal solution of the friction coefficient of each hinge joint. A large-scale model testing system of the SYMs is established to perform the damage identification of the bottom hinge joints of the SYMs. The results show that the proposed method can effectively identify the damage degree and position of the hinge joints of the SYMs and provide a real-time warning system for the in-service operation of the SYMs.",,,,,,,,,4,3,0,0,0,0,6,,,0951-8339,1873-4170,,,,,,,,,,"Dalian Univ Technol, Fac Vehicle Engn & Mech, Dalian 116024, Peoples R ChinaDalian Univ Technol, State Key Lab Struct Anal Ind Equipment, Dalian 116024, Peoples R ChinaChina Natl Offshore Oil Corp CNOOC, Res Inst, Beijing 100027, Peoples R ChinaDalian Univ Technol, Sch Ocean Sci & Technol, Panjin 124000, Peoples R China",,,,2020-10-06,WOS:000571825700001,,
J,"Gray, AT; Winegar, BD; Leonoudakis, DJ; Forsayeth, JR; Yost, CS",,,,,"Leonoudakis, Dmitri/0009-0008-4127-3474",,,,,TOK1 is a volatile anesthetic stimulated K+ channel,,,,,,,,ANESTHESIOLOGY,,,,88,4,,,1076,1084,,,,10.1097/00000542-199804000-00029,,,,,,,Article; Proceedings Paper,APR 1998,1998,"Background: Volatile anesthetic agents can activate the S channel, a baseline potassium (K+) channel, of the marine mollusk Aplysia. To investigate whether cloned ion channels with electrophysiologic properties similar to the S channel (potassium selectivity, outward rectification, and activation independent of voltage) also are modulated by volatile anesthetic agents, the authors expressed the cloned yeast ion channel TOK1 (tandem pore domain, outwardly rectifying K+ channel) in Xenopus oocytes and studied its sensitivity to volatile agents.Methods: Standard two-electrode voltage and patch clamp recording methods were used to study TOK1 channels expressed in Xenopus oocytes.Results: Studies with two-electrode voltage clamp at room temperature showed that halothane, isoflurane, and desflurane increased TOK1 outward currents by 48-65% in barium Frog Ringer's perfusate. The concentrations at which 50% potentiation occurred (EC50 values) were in the range of 768-814 mu M (0.016-0.044 atm) and had a rank order of potency in atm in which halothane > isoflurane > desflurane. The potentiation of TOK1 by volatile anesthetic agents was rapid and reversible (onset and offset, 1-20 s). Ln contrast, the non-anesthetic 1,2-dichlorohexafluorocyclobutane did not potentiate TOK1 currents in concentrations up to five times the MAC value predicted by the Meyer-Overton hypothesis based on oil/gas partition coefficients. Single TOK1 channel currents were recorded from excised outside-out patches. The single channel open probability increased as much as twofold in the presence of isoflurane and rapidly returned to the baseline values on washout. Volatile anesthetic agents did not alter the TOK1 single channel current-voltage (I-V) relationship, however, suggesting that the site of action does not affect the permeation pathway of the channelConclusion: TOK1 is a potassium channel that is stimulated by volatile anesthetic agents. The concentrations over which potentiation occurred (EC50 values) were higher than those commonly used in clinical practice (approximately twice MAC).",,,,,5th International Conference on Molecular and Cellular Mechanisms of Anaesthesia5th International Conference on Molecular and Cellular Mechanisms of Anaesthesia,"JUN 18-20, 1997JUN 18-20, 1997",,"UNIV CALGARY, CALGARY, CANADAUNIV CALGARY, CALGARY, CANADA",38,1,0,0,13,0,39,,,0003-3022,,,,,,,,,,,"Univ Calif San Francisco, Med Ctr, Anesthesia Res Lab, Sch Med,Dept Anesthesia, San Francisco, CA 94143 USANeurex Corp, Menlo Park, CA USA",Neurex Corp,,,1998-04-01,WOS:000073024700029,9579518,
J,"Zhang, Jining; Zhou, Sheng; Sun, Huifeng; Lu, Fan; He, Pinjing",,,,"Zhou, Sheng/B-7255-2008; He, Pinjing/O-6215-2019; Lü, Fan/F-4812-2013","He, Pinjing/0000-0002-7105-7376; Zhou, Sheng/0000-0002-6675-3991; Sun, Huifeng/0000-0002-7666-1097",,,,,Three-year rice grain yield responses to coastal mudflat soil properties amended with straw biochar,,,,,,,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,,,,239,,,,23,29,,,,10.1016/j.jenvman.2019.03.022,,,,,,,Article,JUN 1 2019,2019,"Biochar application is a promising management strategy for enhancing soil fertility and carbon sequestration. A 3-year pot trial was conducted to demonstrate the relationship between rice grain yield and biochar-amended soil properties together with carbon storage in the Yangtze River estuary, China. Straw biochar was incorporated once into soil in pots at five different rates: 0%, 5%, 10%, 15%, and 20% (dry biochar weight/wet soil weight). Compared to yields from the control treatment with no biochar, rice grain yield was improved by 29.1-34.2% in the treatments with 10-15% biochar in the first year following biochar application. In the second year following biochar application, the rice yield was increased by 51.8-96.0% in the treatments with 15-20% biochar. However, compared to the control treatment, hardly any yield increase occurred in any of the biochar treatments in the third year following biochar application. Higher amounts of added biochar increased the soil organic carbon (SOC) and total nitrogen (TN). SOC contents were invariable and increased nearly 60-250% annually in the biochar treatments compared with the control. Biochar increased soil TN 22.9-75.3%, 24.0-60.9% and 13.8-51.2%, respectively, in each of three consecutive years. Biochar increased the mean concentrations of EC, RAP, RAK and DOC by 8.8-44.8%, 10.0-61.1%, 65.6-310.1% and 9.1-20.0%, respectively, during the three rice-growing seasons. The addition of 10-15% straw biochar to soil and regular annual biochar supplements for agronomic purposes is a potentially sustainable management technology to enhance coastal mudflat soil properties and improve rice yields therefrom.",,,,,,,,,36,2,0,0,26,0,38,,,0301-4797,1095-8630,,,,,,,,,,"Shanghai Acad Agr Sci, Ecoenvironm Protect Res Inst, Shanghai 201403, Peoples R ChinaShanghai Engn Res Ctr Low Carbon Agr SERCLA, Shanghai 201415, Peoples R ChinaState Key Lab Pollut Control & Resource Reuse Fdn, Shanghai 200092, Peoples R China",Shanghai Engn Res Ctr Low Carbon Agr SERCLAState Key Lab Pollut Control & Resource Reuse Fdn,,,2019-06-04,WOS:000465366100044,30877970,
C,"Animah, Isaac; Shafiee, Mahmood; Simms, Nigel; Tiwari, Ashutosh",,,,"Tiwari, Ashutosh/A-9901-2011; Simms, Nigel/P-9637-2015","Tiwari, Ashutosh/0000-0002-6197-1519; Simms, Nigel/0000-0002-8865-9138; Animah, Isaac/0000-0002-5195-845X","Roy, R; Tomiyama, T; Tiwari, A; Tracht, K; Shehab, E; Mehnen, J; Erkoyuncu, JA; Tapoglou, N",,,,A multi-stage remanufacturing approach for life extension of safety critical systems,,,,,,,,PROCEEDINGS OF THE 5TH INTERNATIONAL CONFERENCE IN THROUGH-LIFE ENGINEERING SERVICES,,Procedia CIRP,,59,,,,133,138,,,,10.1016/j.procir.2016.10.004,,,,,,,Proceedings Paper,2017,2017,"Life extension of safety critical systems is gaining popularity in many industries due to the increasing demand in world's energy consumption and the strong desire to reduce carbon emissions by different countries. Identification and implementation of a suitable life extension strategy enables safety critical systems to perform their intended functions under stated condition for an extended period of time beyond original design life. In the past, the viability analysis of life extension strategies has been undertaken based on the accumulated knowledge and experience of Original Equipment Manufacturer (OEM), maintenance engineers and inspectors. These approaches involving expert judgement are qualitative in nature and based on conservative assumptions, which may lead to inaccurate conclusion or misleading recommendations to asset managers. Therefore, it is crucial to develop an approach consisting of methods to determine the technical condition of components, estimate the cost of life extension interventions and to analyze carbon footprints. Remanufacturing is considered as a suitable end-of-life strategy that can help reduce the overall environmental burden from the product by processing waste materials while at the same time keeping reliability high. Due to the advantages of remanufacturing, it is widely applied for life extension purposes in safety critical industries such as offshore oil and gas, nuclear power, petrochemical, renewable energy, rail transport, aviation, shipping, and electricity distribution and transmission. In this paper, a multi-stage approach is presented to analyze the impact of remanufacturing of safety critical systems on the performance of industrial operations in terms of total cost and carbon footprint. In this approach, the equipment health status is determined by modelling the degradation of the system and then the maintenance costs and carbon footprint are calculated. For the purpose of clarity, the proposed model is applied to an air compressor system and the results are discussed. (C) 2016 The Authors. Published by Elsevier B.V.",,,,,5th International Conference on Through-Life Engineering Services5th International Conference on Through-Life Engineering Services,"NOV 01-02, 2016NOV 01-02, 2016",,"Cranfield, ENGLANDCranfield, ENGLAND",7,0,0,0,0,0,7,,,2212-8271,,*****************,,,,,,,,,"Cranfield Univ, Bedford MK43 0AL, England",,,,2017-05-03,WOS:000398834200023,,
