Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,
J,"Pain, F.; Dulioust, S.; Lempereur, C.",,,,,,,,,,The wreck of a trawler,,,,,,,,Urgences Medicales,,,,16,3,,,120,122,,,,10.1016/S0923-2524(97)80862-4,,,,,,,Article,1997,1997,"During Festival of the Sea celebrations in La Cotiniere off the coast of Oleron Island, a trawler capsized, five people died in the incident, 15 others were hospitalized, and four more were declared lost at sea. Rescue and emergency care efforts were disrupted by the numbers of people present at the scene. This experience demonstrated the need to adapt the organization of emergency services not only to emergency itself, but also to the spontaneous reaction of the population. The accident also underlines the necessity for coordination between land and maritime authorities. It highlights the acuteness of problems concerning communication and the dispatching of means, logistical human.",,,,,,,,,0,0,0,,0,0,0,,,0923-2524,,,,,,,,,,,"Samu 17, Cent. Hosp. La Rochelle, rue du Docteur-Schweitzer, 17019 La Rochelle cedex, France",,,,1997-01-01,BCI:BCI199799665255,,
J,"Raj, Kasparraj Diraviya; Mathews, Gilbert; Edward, Jasper Kamalam Patterson",,,,,,,,,,"Long-term benefits of artificial reef modules for reef recovery in gulf of Mannar, Southeast India",,,,,,,,JOURNAL OF COASTAL CONSERVATION,,,,24,5,,,,,53,,,10.1007/s11852-020-00773-5,,,,,,,Article,AUG 18 2020,2020,"The Gulf of Mannar (GoM) in southeastern India, once well known for its rich coral reefs, has been suffering for a long time from the vagaries of unprecedented threats posed by many natural and human-induced factors. The deployment of low-tech, low-cost artificial reef (AR) modules made of ferro-cement near Vaan Island in GoM helped enhance fishery production and enrich biodiversity. These modules remain strong even at the end of 15 years and continue to provide substrata to a significantly large population of coral colonies. In 2017, the density of the coral colonies attached to the ARs was found to be as high as 25.45 numbers per module (No.module(-1)). Recruits from 13 genera were observed on the modules,Turbinaria(5.4 No.module(-1)) andFavites(4.87 No.module(-1)) being the dominant genera. The modules have attracted the recruits of boulder type corals, which are important for long-term ecological services. Widespread deployment of these modules would aid in reef recovery by providing suitable substrate for coral recruits.",,,,,,,,,4,0,0,0,2,0,4,,,1400-0350,1874-7841,,,,,,,,,,"Suganthi Devadason Marine Res Inst, 44 Beach Rd, Tuticorin 628001, Tamil Nadu, India",Suganthi Devadason Marine Res Inst,,,2020-09-09,WOS:000563564100002,,
B,"Dehon, Daniel D.",,,,,,,,,,Investigating the Use of Bioengineered Oyster Reefs as a Method of Shoreline Protection and Carbon Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissertation/Thesis,Jan 01 2010,2010,,,,,,,,,,0,0,0,0,0,0,0,,,,,9.79882E+12,,,,,,,,,"Louisiana State University and Agricultural & Mechanical College, Louisiana, United States",Louisiana State University and Agricultural & Mechanical College,,,,PQDT:68490204,,
J,"Ruhl, Henry A.; Ellena, Jacob A.; Smith, Kenneth L., Jr.",,,,,,,,,,"Connections between climate, food limitation, and carbon cycling in abyssal sediment communities",,,,,,,,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,,105,44,,,17006,17011,,,,10.1073/pnas.0803898105,,,,,,,Article,NOV 4 2008,2008,"Diverse faunal groups inhabit deep-sea sediments over much of Earth's surface, but our understanding of how interannual-scale climate variation alters sediment community components and biogeochemical processes remains limited. The vast majority of deep-sea communities depend on a particulate organic carbon food supply that sinks from photosynthetically active surface waters. Variations in food supply depend, in part, on surface climate conditions. Proposed ocean iron fertilization efforts are also intended to alter surface production and carbon export from surface waters. Understanding the ecology of the abyssal sediment community and constituent metazoan macrofauna is important because they influence carbon and nutrient cycle processes at the seafloor through remineralization, bioturbation, and burial of the sunken material. Results from a 10-year study in the abyssal NE Pacific found that climate-driven variations in food availability were linked to total metazoan macrofauna abundance, phyla composition, rank-abundance distributions, and remineralization over seasonal and interannual scales. The long-term analysis suggests that broad biogeographic patterns in deep-sea macrofauna community structure can change over contemporary timescales with changes in surface ocean conditions and provides significant evidence that sediment community parameters can be estimated from atmospheric and upper-ocean conditions. These apparent links between climate, the upper ocean, and deep-sea biogeochemistry need to be considered in determining the long-term carbon storage capacity of the ocean.",,,,,,,,,103,1,0,0,84,0,112,,,0027-8424,,,,,,,,,,,"Natl Oceanog Ctr, Ocean Biogeochem & Ecosyst DEEPSEAS Grp, Southampton SO14 3ZH, Hants, EnglandMonterey Bay Aquarium Res Inst, Moss Landing, CA 95039 USA",,,,2008-11-04,WOS:000260913800039,18974223,
C,"Small, Andrew A.; Cook, Greg K.; Brown, Michael J.",,,ASME,"Brown, Michael J/B-8159-2009","Brown, Michael/0000-0001-6770-4836",,,,,THE GEOTECHNICAL CHALLENGES OF TIDAL TURBINE PROJECTS,,,,,,,,"33RD INTERNATIONAL CONFERENCE ON OCEAN, OFFSHORE AND ARCTIC ENGINEERING, 2014, VOL 9A: OCEAN RENEWABLE ENERGY",,,,,,,,,,UNSP V09AT09A055,,,,,,,,,,Proceedings Paper,2014,2014,"Tidal energy projects offer a predictable renewable energy source. Therefore several sites around the coast of the United Kingdom (UK) have been identified to have the potential to host multiple array turbine developments that could be used to generate upwards of 100MW each.However, the high tidal energy environment required to provide the input to tidal power devices present a combination of design and installation challenges to developers and engineers. Whilst the water depths are comparable to offshore oil and gas projects in the southern North Sea, tidal energy projects present significantly different seabed and associated geotechnical challenges that require novel solutions.Concerns have been expressed regarding the design of turbine base structures, which is often based upon typical nearshore/offshore soil sampling and geotechnical laboratory testing techniques that are often inappropriate for the seabed materials encountered. This issue is further compounded by the design constraints imposed on the base structure foundations (e.g. tripod gravity base structures). These include strict leveling tolerances required for efficient turbine operation, and which require a detailed understanding of seabed bathymetry at each turbine location where multiple seabed contact points may be required.In addition to the tidal energy turbines, inter-array cables that connect the turbines and export cable routes which distribute the power to shore also present their own design and installation challenges. It is often overlooked, but significant uncertainty lies in the definition of cable corridors with respect to the seabed materials. In many cases burial may be considered as a means of product protection where seabed conditions allow.This paper aims to examine the geotechnical issues associated with the difficult seabed and environmental conditions present at typical tidal turbine sites in the UK and globally in an attempt to offer some potential solutions. These issues typically include; difficulties in performing site investigation operations, coarse mobile seabed sediments, challenging seabed topography, exposed bedrock and hard substrates, derivation of appropriate geotechnical parameters, difficulties in foundation design and installation, high cyclic environmental loading, array and export cable lay, on-bottom stability and mechanical protection, amongst others.",,,,,"33rd ASME International Conference on Ocean, Offshore and Arctic Engineering33rd ASME International Conference on Ocean, Offshore and Arctic Engineering","JUN 08-13, 2014JUN 08-13, 2014","ASME, Ocean, Offshore & Arct Engn DivASME, Ocean, Offshore & Arct Engn Div","San Francisco, CASan Francisco, CA",1,0,0,0,0,0,1,,,,,978-0-7918-4553-0,,,,,,,,,"Xodus Grp, Aberdeen, ScotlandUniv Dundee, Dundee, Scotland",Xodus Grp,,,2015-11-18,WOS:000363499000055,,
J,"Onarheim, Kristin; Mathisen, Anette; Arasto, Antti",,,,,"Mathisen, Anette/0000-0003-3135-3506; Onarheim, Kristin/0000-0003-3895-3803",,,,,Barriers and opportunities for application of CCS in Nordic industry-A sectorial approach,,,,,,,,INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,,,,36,,,,93,105,,,,10.1016/j.ijggc.2015.02.009,,,,,,,Article,MAY 2015,2015,"The potential for implementing carbon capture in Nordic industry sectors such as iron and steel production, cement and lime production, onshore and offshore oil and gas activities and pulp and paper production has been addressed. In Norway, much of the CO2 is emitted from the oil and gas sector. In Denmark the power and heat production comprises the largest share while in Sweden and Finland biomass based industry such as power and heat production in CHP plants and pulp and paper production generates most of the CO2 emissions. Iceland emits most CO2 from metal industry, in particular non-ferrous metal production. In a Nordic perspective, the oil and gas industry has a high potential for implementation of CCS along with iron and steel production and cement production. Only cement production and pulp and paper production industries seem to have potential to decrease the CO2 emissions close to zero. Capturing biogenic CO2 from pulp and paper production could remove CO2 from the atmosphere and create a carbon sink. Clustering of emission sources and implementing a joint CCS (Carbon Capture and Storage) chain could possibly lower the CCS unit costs. Process alterations and industry specific solutions due to the implementation of CCS in industry could improve existing processes. However, the possibility for carbon leakage could decrease the competitiveness of Nordic industries significantly as long as there is no global agreement on reduction of CO2 emissions. (C) 2015 Elsevier Ltd. All rights reserved.",,,,,,,,,33,2,0,0,3,0,35,,,1750-5836,1878-0148,,,,,,,,,,"VTT Ltd, Tech Res Ctr Finland, FI-02044 Espoo, FinlandTel Tek, NO-3918 Porsgrunn, Norway",Tel Tek,,,2015-05-20,WOS:000353745700009,,
J,"Reynaldo de la Cruz, Enrique; Veja Torres, Antonio; Veja Cendejas, Maria Eugenia; Fernandez Velazquez, Alejandro; Cruz Ramirez, Jose; Cordova Garcia, Elier; Cruz Ramirez, Edro",,,,,,,,,,"Trophic preference of Pterois volitans (Scorpaenidae) in the coastal area of Holguin, Cuba.",,,,"Preferencias troficas de Pterois volitans (scorpaenidae) en el area costera de Holguin, Cuba.",,,,Novitates Caribaea,,,,13,,,,1,12,,,,,,,,,,,Article,Jan 2019,2019,"The lionfish (Pterois volitans) is a species of reef fish that has invaded the Western Atlantic in a dizzying manner. The objective of this study was to characterize the diet of the lionfish in the coastal zone of Holguin, Cuba. For this purpose, eight sampling campaigns were conducted during the period April-November 2016 in six coastal sites, including frontal, artificial reefs and bays located between 14 and 35 m deep. A total of 250 specimens with sizes between 8 and 33 cm of standard length were collected. Through stomach contents analysis, 27 types of prey were identified, which were grouped into the trophic categories of fish, crustaceans and mollusks. The fish were the principal component in the diet of the lionfish according to the numerical, frequency, gravimetric methods and the index of relative importance. Within the preys, the fish species Holocentrus rufus and Monocanthus tuckeri were the most representative. The diet of the lionfish in the study area reflected the availability of prey at each site, suggesting that it is an opportunistic predator (Levin index = 0.91). No statistical differences were found in relation to the similarity between the sampling sites based on the contribution of the weight of the different components consumed.",,,,,,,,,0,0,0,0,0,0,0,,,2071-9841; 2079-0139,,,,,,,,,,,"Ctr Invest & Serv Ambientales Holguin, Calle 18 S-N E-1ra & Macco, Holguin, 80100, Cuba",,,,2019-02-27,ZOOREC:ZOOR15503018151,,
J,"Landquist, H.; Norrman, J.; Lindhe, A.; Norberg, T.; Hassellov, I. -M; Lindgren, J. F.; Rosen, L.",,,,"Hassellöv, Ida-Maja/B-6646-2016; Lindhe, Andreas/JFA-0772-2023; Norrman, Jenny/I-7326-2017","Hassellöv, Ida-Maja/0000-0003-3216-0597; Lindhe, Andreas/0000-0003-3057-4630; /0000-0003-4757-0345; Norrman, Jenny/0000-0003-2849-7605",,,,,Expert elicitation for deriving input data for probabilistic risk assessment of shipwrecks,,,,,,,,MARINE POLLUTION BULLETIN,,,,125,1-2,,,399,415,,,,10.1016/j.marpolbul.2017.09.043,,,,,,,Article,DEC 15 2017,2017,"The necessity of having a process in place for adequate risk assessment of shipwrecks that pose a threat to the marine environment is today internationally acknowledged. However, retrieving the desired data for such a risk assessment can prove challenging. One means of addressing this problem is to make use of experts' knowledge and experience. The purpose of this paper is therefore to present and analyse data for risk assessment of shipwrecks derived by expert elicitation. The main outcome is the experts' estimations of (i) the generic probability of an opening in a shipwreck due to the occurrence of a number of activities and (ii) estimations of the degree to which site-specific and wreck-specific indicators affect the probability of opening. Results show that the derived information is applicable in probabilistic shipwreck risk assessment and that the VRAKA framework now contains needed information for integrating generic and site-specific information using Bayesian updating.",,,,,,,,,10,0,0,0,4,0,10,,,0025-326X,1879-3363,,,,,,,,,,"Chalmers Univ Technol, Dept Mech & Maritime Sci, SE-41296 Gothenburg, SwedenChalmers Univ Technol, Dept Architecture & Civil Engn, SE-41296 Gothenburg, SwedenUniv Gothenburg, Chalmers Univ Technol, Dept Math Sci, SE-41296 Gothenburg, Sweden",,,,2018-01-09,WOS:000418727000056,28969906,
J,"Greiner, Jill T.; McGlathery, Karen J.; Gunnell, John; McKee, Brent A.",,,,,,,,,,Seagrass Restoration Enhances Blue Carbon Sequestration in Coastal Waters,,,,,,,,PLOS ONE,,,,8,8,,,,,e72469,,,10.1371/journal.pone.0072469,,,,,,,Article,AUG 14 2013,2013,"Seagrass meadows are highly productive habitats that provide important ecosystem services in the coastal zone, including carbon and nutrient sequestration. Organic carbon in seagrass sediment, known as blue carbon, accumulates from both in situ production and sedimentation of particulate carbon from the water column. Using a large-scale restoration (>1700 ha) in the Virginia coastal bays as a model system, we evaluated the role of seagrass, Zostera marina, restoration in carbon storage in sediments of shallow coastal ecosystems. Sediments of replicate seagrass meadows representing different age treatments (as time since seeding: 0, 4, and 10 years), were analyzed for % carbon, % nitrogen, bulk density, organic matter content, and Pb-210 for dating at 1-cm increments to a depth of 10 cm. Sediment nutrient and organic content, and carbon accumulation rates were higher in 10-year seagrass meadows relative to 4-year and bare sediment. These differences were consistent with higher shoot density in the older meadow. Carbon accumulation rates determined for the 10-year restored seagrass meadows were 36.68 g C m(-2) yr(-1). Within 12 years of seeding, the restored seagrass meadows are expected to accumulate carbon at a rate that is comparable to measured ranges in natural seagrass meadows. This the first study to provide evidence of the potential of seagrass habitat restoration to enhance carbon sequestration in the coastal zone.",,,,,,,,,190,8,0,0,138,0,221,,,1932-6203,,,,,,,,,,,"Univ Virginia, Dept Environm Sci, Charlottesville, VA 22903 USAUniv N Carolina, Dept Marine Sci, Chapel Hill, NC USA",,,,2013-08-14,WOS:000323221500133,23967303,
J,"Kaiser, Mark J.; Snyder, Brian",,,,,,,,,,Modelling service vessel activity in the Outer Continental Shelf Gulf of Mexico,,,,,,,,INTERNATIONAL JOURNAL OF LOGISTICS-RESEARCH AND APPLICATIONS,,,,16,1,,,51,85,,,,10.1080/13675567.2013.772958,,,,,,,Article,FEB 1 2013,2013,"Supply vessels transport goods and provide services to support oil and gas exploration, development and production activity throughout the world's offshore basins. The Outer Continental Shelf of the Gulf of Mexico is one of the oldest and largest offshore hydrocarbon producing regions in the world and is supported by an extensive offshore industry. The purpose of this paper is to model the activity level and spatial distribution of supply vessels operating in the Gulf's coastal regions in support of the oil and gas industry. The logistics network is modelled as a linear time-invariant deterministic system and implemented using an inputoutput model across 19 shorebases and 52 offshore area blocks. Historic activity levels and empirical data on vessel utilisation and shorebase allocation are used to parameterise the model. We estimate that about 80,000 trips per year are required to support the offshore industry with approximately 80% of trips in support of shallow water operations and 60% for production activity. Sensitivity analysis and model limitations are summarised.",,,,,,,,,3,0,0,0,0,0,3,,,1367-5567,1469-848X,,,,,,,,,,"Louisiana State Univ, Ctr Energy Studies, Baton Rouge, LA 70803 USA",,,,2013-04-03,WOS:000316082300004,,
