Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,
J,"Cardona, D. S.; Debs, K. B.; Lemos, S. G.; Vitale, G.; Nassar, N. N.; Carrilho, E. N. V. M.; Semensatto, D.; Labuto, G.",,,,"Vitale, Gerardo/JGD-5593-2023; Carrilho, Elma Neide Vasconcelos Martins/J-6595-2014; Araújo, Geórgia/A-8796-2015; Semensatto, Décio/A-6315-2008; Lemos, Sherlan/F-7649-2010","Vitale, Gerardo/0000-0002-3142-0898; Araújo, Geórgia/0000-0002-5403-8974; Semensatto, Décio/0000-0002-4253-6351; Vasconcelos Martins Carrilho, Elma Neide/0000-0002-3819-941X; Lemos, Sherlan/0000-0002-7455-2188",,,,,A comparison study of cleanup techniques for oil spill treatment using magnetic nanomaterials,,,,,,,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,,,,242,,,,362,371,,,,10.1016/j.jenvman.2019.04.106,,,,,,,Article,JUL 15 2019,2019,"Magnetic nanoparticles have been successfully used to recovery oil from oil spilled on water. Two different methods, floating and vortex, were employed to promote the interaction of four oil samples with different API (e.g., 10, 20, 28 and 45) spilled on seawater and deionized water with three magnetic materials, namely: magnetite nanoparticles (N); magnetic nanocomposites of yeast biomass provided by ethanol industry (Y); and magnetic nanocomposites of cork powder (C). The magnetic nanomaterials exposed to oil on water were taking out by a neodymium magnet, and the oil recoveries were determined by gravimetric analysis before and after lyophilization. The lyophilization was determinant to guarantee the accuracy of the experiments, and without this step, the masses of oil recovered would be overestimated due to the drag of water during the oil and magnetic material removal process. Three main factors, API, contact method and magnetic material, and two interactions (i.e., API x contact method, and contact method x magnetic material) presented a statistically significant effect on oil recovery. It was observed that oil recovery increases as API decreases, and it was possible to establish a model to predict the amount of recovered oil according to this effect. Higher oil recoveries were also obtained by magnetic nanocomposites of yeast biomass (Y), regardless of the contact method and type of water, recoveries of 23% and 100% for 45 and 10 API, respectively, employing around 20 mg of Y on 300 mg of spilled oil. These percentages correspond to 0.29 +/- 0.01 kg/kg and 15.98 kg/kg of recovering oil by the magnetic procedure. The increase of mass of magnetic material improved the recovery of oils with higher APIs. The reusability of the spent materials presents potential for its application in oil spill cleaning technologies.",,,,,,,,,32,0,0,0,15,0,32,,,0301-4797,1095-8630,,,,,,,,,,"Univ Fed Sao Paulo, Dept Quim, Prof Artur Riedel,275 Eldorado, BR-09972270 Diadema, SP, BrazilUniv Fed Paraiba, Dept Quim, BR-58051970 Joao Pessoa, PB, BrazilUniv Calgary, Dept Chem & Petr Engn, 2500 Univ Dr NW, Calgary, AB, CanadaUniv Fed Sao Carlos, Dept Ciencias Nat Matemat & Educ, Rodovia Anhanguera,Km 174 SP 330, BR-13600970 Araras, SP, BrazilUniv Fed Sao Paulo, Dept Ciencias Ambientais, Rua Prof Artur Riedel 275, BR-09972270 Diadema, SP, Brazil",,,,2019-07-15,WOS:000470054000040,31054400,
J,"Avey, Sean R.; Kennedy, Christopher J.; Farrell, Anthony P.; Gillis, Todd E.; Alderman, Sarah L.",,,,"freire, fernanda/AAX-1814-2021; Kennedy, Chris/ABF-9243-2021","Alderman, Sarah/0000-0002-8896-9777",,,,,Effects of diluted bitumen exposure on Atlantic salmon smolts: Molecular and metabolic responses in relation to swimming performance,,,,,,,,AQUATIC TOXICOLOGY,,,,221,,,,,,105423,,,10.1016/j.aquatox.2020.105423,,,,,,,Article,APR 2020,2020,"Canada's oil sands industry continues to expand and the volume of diluted bitumen (dilbit) transported across North America is increasing, adding to spill risk and environmental contamination. Dilbit exposure is known to cause adverse effects in fish, but linking molecular and cellular changes with ecologically-relevant individual performance metrics is needed to better understand the potential consequences of a dilbit spill into the aquatic environment. Therefore, this study examined the effects of dilbit exposure on subcellular responses in cardiac and skeletal muscle in relation to swimming performance in a migratory fish species at risk of exposure, Atlantic salmon. Smolts were exposed subchronically to environmentally relevant concentrations of the water-soluble fraction of dilbit (WSFd) for 24 d, and then a subset of exposed fish underwent a depuration period of 7 or 14 d, for a total of 3 experimental time points. At each time point, repeat swimming performance was assessed using sequential critical swimming speed tests (U-crit) separated by a 24 h rest period, and then several tissues were collected to determine biotransformation enzyme activation, energetic responses, and gene expression changes. U-crit was unaffected in fish exposed to 67.9 mu g/L total initial polycyclic aromatic compounds (PAC), but fish showed a decreased reliance on lipid metabolism for adenosine triphosphate (ATP) in the heart that was maintained through 7 d depuration. In contrast, U-crit increased in fish exposed to 9.65 mu g/L PAC, corresponding to an increased reliance on anaerobic metabolic pathways in cardiac and red skeletal muscle, with partial recovery after 7 d depuration. As expected, at both concentrations WSFd hepatic cyp 1A-mediated biotransformation reactions increased, as measured by EROD activity, which remained elevated for 7 d but not after 14 d depuration. Transcript abundance of cyp1a was also increased in muscle tissue and recovered by 14 d depuration. The expression of other stress-related genes increased in white muscle of dilbit-exposed fish, but were largely unchanged in cardiac and red muscle. The transcriptional profile of cardiac tissue was compared to that of sockeye salmon similarly exposed to WSFd in a previous experiment, and is provided in supplemental text. Combined, these results demonstrate that dilbit exposure alters gene expression and enzyme activities related to xenobiotic exposure, cellular stress, and muscle energetics in juvenile Atlantic salmon without impairing swimming performance, and that most of these changes are recoverable within 14 d depuration.",,,,,,,,,10,0,0,0,9,0,13,,,0166-445X,1879-1514,,,,,,,,,,"Univ Guelph, Dept Integrat Biol, 50 Stone Rd E, Guelph, ON N1G 2W1, CanadaSimon Fraser Univ, Dept Biol Sci, Burnaby, BC, CanadaUniv British Columbia, Dept Zool, Vancouver, BC, CanadaUniv British Columbia, Fac Land & Food Syst, Vancouver, BC, Canada",,,,2020-04-27,WOS:000526050100007,32006756,
J,,,,,,,,,"Yaroslavtsev,Andrey",,The development of new types of ion-exchange membranes and their usage in alternative energy devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,Awarded Grant,Jan 01 1800,2017,"The needs of modern civilization in energy are constantly growing. Today, the most part of this energy is produced by burning of fossil fuels: oil, gas and coal. However this method of energy production leads to pollution of the environment by carbon, nitrogen, and sulfur oxides, and incomplete combustion products. Therefore, the world community pays more attention to the search for alternative, especially renewable, energy sources. In this series, the leading positions clear belong to solar and wind energy. However their usage is limited by significant instability of power generation. If solar energy diurnal oscillation can easily be compensated by using of batteries, then at winter conditions their use is inefficient due to high spontaneous discharge of the batteries. Hence, many expectations are laid on the hydrogen energy with the reproduction of energy by oxidation of hydrogen in the fuel cells. Moreover, hydrogen has the maximum power capacity, and fuel cells do not pollute the environment because energy and water are the only products. Taking in the account high fuel efficiency (depending on the operating mode the efficiency is 50-90%) it makes extremely perspective the usage of fuel cells as electric power supplies for various vehicles operating either in large population centers, or, conversely, under conditions where refueling is not possible (submarines, drones, etc.). In addition, combination of fuel cells with solar panels becomes more and more popular for power supply of cottages. Substantial attention is now also paid to so-called reverse electrodialysis in which energy is generated by mixing of salt and fresh water. It is believed that the usage of just this process will be the key energy sourse in coastal areas. The key element in both devices is the ion-exchange membrane, which provides energy generation by selective directed ion transport under action of the electrochemical gradient. Perfluorinated sulfonic acid membranes of the Nafion type are the most suitable for use in fuel cells. Russian analogue of Nafion membranes is MF-4SK developed by Plastpolymer (St. Petersburg). However, the commercial production of this ionomer is stopped. The Company now cells the old stocks, and the quality of the product is markedly deteriorated inferior to quality of Nafion type membranes. Within the framework of the project, it is proposed to develop new methods of preparation of the high-quality products. These methods include the production of appropriate monomer, copolymers, and membranes. In particular, it is proposed to prepare high molecular weight copolymers that will lead to increase in both their strength and chemical stability (due to reduction of end groups content). It is also proposed to prepare the copolymers with high ion-exchange capacity responsible for proton conductivity and water uptake of the membranes, while preserving acceptable strength characteristics. It should be mentioned that even Nafion membranes are not ideal for their usage in fuel cells. The main reason is failure to operate at elevated temperatures. This makes it impossible to use comparatively cheap hydrogen produced by conversion of natural gas or alcohols without deep purification from CO traces. Carbon monooxide irreversibly poisons platinum catalyst at the temperature up to 120 °C. Another significant problem is the need for additional moistening of the gases to ensure high conductivity of the membranes. This significantly complicates the design of fuel cells, increases their cost, and leads to the danger of flooding of catalytic layers at temperature fluctuations. The solution of these problems consists in preparation of hybrid membranes containing nanosized inorganic additives, such as silica, etc. In our recent studies, it has been shown that the membrane modification by heteropoly acid salts allows significantly increasing in fuel cells performance which at 60RH exceeds the performance of fuel cell based on Nafion at 100RH. In this case, the greatest effect was achieved by using of nanoparticles modified with acidic groups, for example, sulfonated zirconium oxide, silicon oxide with adsorbed acidic salts of heteropolyacids, etc. In addition, it is very promising to create asymmetric membranes with increased conductivity and reduced gas permeability. It is also important that the Nafion membranes used in fuel cells are very expensive, that significantly increases the cost of fuel cells. For many applications, the high cost is compensated by the high stability of perfluorinated polymer backbone. But for a number of applications it is desirable to use the cheaper membranes. In our opinion, the usage of graft polymer membranes can be very advantageous in this sense. The production of such membranes consists in the treatment of avalaible hydrocarbon polymer films (polyethylene, polypropylene, etc.) by high-energy irradiation. The radicals generated in the polymer matrix are quite stable and can be used for graft polymerization of styrene. The obtained polymer can be easily sulfonated, which results in peparation of membranes having high proton conductivity and ion transfer selectivity. We have recently shown that these membranes turned out to be highly selective and can be used as electrolyte in reverse electrodialysis. However, there are a lot of problems related with the preparation of a polymer with a uniform distribution of functional groups, the selection of optimal starting polymers and the methods for their activation. So, some polymer matrix allow usage of UV-radiation or thermal activation instead of X-ray, which can greatly simplify the process of production of the grafted membranes. On the other hand, perfluorinated or partially fluorinated or chlorinated membranes are more preferable because of its enhanced stability. Finally, by varying the synthesis conditions, it is possible to obtain membranes with a wide range of polystyrene content and, accordingly, of sulfo groups content. This significantly affects the conductive, and mechanical properties of the membranes and their chemical stability. The choice of appropriate methods and synthesis conditions ensuring an optimal combination of these properties is of fundamental importance for the subsequent use of these materials in alternative energy sources. As for Nafion-type membranes the modification methods will be developed to improve their transport properties. Finally, the resulting membranes with the best characteristics will be tested in fuel cells and in reverse electrodialysis devices. Thus, the purpose of this work is to obtain a wide range of membranes based on perfluorinated, grafted and hybrid materials and to produce and test the electrochemical power sources on their basis.",,,,,,,,,0,0,0,0,0,0,0,,,,,,17-79-30054,,,,,,,,Institute of Problems of Chemical Physics of Russian Academy of Sciences,,,,2023-12-08,GRANTS:15291298,,
B,"Martin, JoshBertram",,,,,,,,,,Improving the Global Protection of Underwater Cultural Heritage by Transnational Governance,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissertation/Thesis,Jan 01 2019,2019,,,,,,,,,,0,0,0,0,0,0,0,,,,,9.79838E+12,,,,,,,,,"University of Exeter (United Kingdom), England",University of Exeter (United Kingdom),,,,PQDT:67870012,,
J,"Liu, De Li; O'Leary, Garry J.; Ma, Yuchun; Cowie, Annette; Li, Frank Yonghong; McCaskill, Malcolm; Conyers, Mark; Dalal, Ram; Robertson, Fiona; Dougherty, Warwick",,,,"McCaskill, Malcolm/AAB-1741-2019; , De Li Liu/Y-4656-2019; Li, Frank Yonghong/AAN-3093-2020; Cowie, Annette/E-1485-2016","Li, Frank Yonghong/0000-0002-5137-8017; Cowie, Annette/0000-0002-3858-959X; Liu, De Li/0000-0003-2574-1908; Dalal, Ram/0000-0003-2381-9601",,,,,Modelling soil organic carbon 2. Changes under a range of cropping and grazing farming systems in eastern Australia,,,,,,,,GEODERMA,,,,265,,,,164,175,,,,10.1016/j.geoderma.2015.11.005,,,,,,,Article,MAR 1 2016,2016,"The level of soil organic carbon (SOC) that is attained under agriculture largely depends upon rates of carbon input and its decomposition under various agronomic practises such as stubble (crop residue) management and fertiliser application. In this study, we used the APSIM-Wheat and APSIM-Agpasture models to simulate changes in SOC in a range of crop and pasture management systems across nine locations in eastern Australia. We explored the extent to which various crop and pasture management options affect changes in SOC from a sub-tropical to a temperate environment. Specifically, we examined how nitrogen fertilisation, stubble management and stocking rate affect SOC and what strategies might be employed by farmers to increase SOC sequestration across eastern Australia. We modelled a continuous cropping regime, a continuously grazed pasture and a mixed cropping and pasture rotation. Under continuous cropping higher nitrogen application and higher amounts of stubble incorporation increased the SOC levels at all locations. At Roma, the northern-most site, there was little additional gain in SOC from increasing N above 70 kg N ha(-1) whereas most other sites showed benefits above 70 kg N ha(-1). The biggest factor in boosting SOC under cropping was the level of stubble incorporation. At all but one site, continuously grazed pasture generally resulted in SOC increases over the 60 years. However, increasing stocking rate decreased the rates of SOC changes at all sites. Crop-pasture rotations show that the impacts of even 4 years of pasture is likely to be significant in reducing declining SOC at low nitrogen application during cropping phases. N fertilisation and stubble incorporation reduced the impact of stocking rate by reducing the decline in SOC. The difference in SOC changes between nine sites across eastern Australia was largely described by mean temperature and rainfall but high temperature strongly interacted with management practises (stocking rate, N application and residue incorporation) to reduce the sequestration of C despite favourable rainfall. Our results indicate that a mean annual temperature higher than about 20 degrees C can switch a soil from net sink into a net source of atmospheric CO2 if other factors affecting soil carbon changes such as stubble incorporation, stocking rate and site rainfall are constant. (C) 2015 Elsevier B.V. All rights reserved.",,,,,,,,,20,0,0,0,16,0,23,,,0016-7061,1872-6259,,,,,,,,,,"Wagga Wagga Agr Inst, NSW Dept Primary Ind, Wagga Wagga, NSW 2650, AustraliaGraham Ctr Agr Innovat, Wagga Wagga, NSW 2650, AustraliaDept Econ Dev Jobs Transport & Resources, PB 260, Horsham, Vic 3400, AustraliaNanjing Univ Informat Sci & Technol, Coll Appl Meteorol, Nanjing 210044, Jiangsu, Peoples R ChinaNSW Dept Primary Ind, Armidale, NSW 2351, AustraliaInner Mongolia Univ, Coll Life Sci, Ecol, Hohhot 010021, Peoples R ChinaDept Econ Dev Jobs Transport & Resources, Mt Napier Rd, Hamilton, Vic 3300, AustraliaDept Sci Informat Technol & Innovat, Brisbane, Qld, AustraliaElizabeth Macarthur Agr Inst, NSW Dept Primary Ind, Woodbridge Rd, Menangle, NSW 2568, Australia",Graham Ctr Agr InnovatDept Econ Dev Jobs Transport & ResourcesDept Econ Dev Jobs Transport & ResourcesDept Sci Informat Technol & Innovat,,,2016-03-01,WOS:000368746200018,,
J,"Kartohardjono, Sutrasno; Adji, Bayu Sari; Muharam, Yuswan",,,,"Muharam, Yuswan/GQQ-9890-2022; Kartohardjono, Sutrasno/X-1513-2019","Kartohardjono, Sutrasno/0000-0001-6153-6376",,,,,CO2 Utilization Process Simulation for Enhancing Production of Dimethyl Ether (DME),,,,,,,,INTERNATIONAL JOURNAL OF CHEMICAL ENGINEERING,,,,2020,,,,,,9716417,,,10.1155/2020/9716417,,,,,,,Article,FEB 22 2020,2020,"Increase in the world energy demand also increases the concentration of CO2 in the atmosphere, which contributes to global warming and ocean acidification. This study proposed the simulation process to utilize CO2 released from the acid gas removal unit in one of gas processing plants in Indonesia to enhance the production of dimethyl ether (DME) through unreacted gas recycle that can be beneficial in reducing CO2 emission to the atmosphere. Simulation was developed in Unisim R390.1 using Peng-Robinson-Stryjek-Vera (PRSV) as a fluid package. Simulation was validated by several studies conducted by many researchers and giving satisfactory results especially in terms of productivity, conversion, and selectivity as a function of reactor temperatures in the indirect and the direct DME synthesis processes. Simulation results show that the DME production was enhanced by around 49.6% and 65.1% for indirect and direct processes, respectively, at a recycling rate of 7 MMSCFD. Compressor is required to increase the unreacted gas pressure to the desired pressure in the methanol reactor or dual methanol-DME reactor in both processes. Specific power consumption (SPC) was used as a tested parameter for the effectiveness of recycling unreacted gas. Based on the simulation, the direct DME synthesis process is superior over the indirect process in terms of DME and methanol productions, SPCs, and system energy efficiencies.",,,,,,,,,6,0,0,0,0,0,6,,,1687-806X,1687-8078,,,,,,,,,,"Univ Indonesia, Fac Engn, Dept Chem Engn, Kampus UI, Depok 16424, Indonesia",,,,2020-03-20,WOS:000518935100001,,
J,"Li, Xinhong; Chen, Guoming; Zhang, Renren; Zhu, Hongwei; Fu, Jianmin",,,,"Zhu, Hongwei/F-8737-2014; ZHAO, S/IWV-4219-2023",,,,,,Simulation and assessment of underwater gas release and dispersion from subsea gas pipelines leak,,,,,,,,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,,,,119,,,,46,57,,,,10.1016/j.psep.2018.07.015,,,,,,,Article,OCT 2018,2018,"Subsea gas release and dispersion can cause safety concerns such as fire, explosion or stability loss of floating installations. This paper presents a Computational Fluid Dynamics (CFD) based approach to describe the behavior of underwater gas release and dispersion from subsea gas pipelines leak. The uniqueness of the present study is the integration of estimating subsea gas release rate and predicting rising gas plume. The proposed approach is comprised of two submodels. An equivalent short pipeline model is established to calculate the subsea gas release rate, considering the change of hole size and environmental pressure. A 3D model based on Eulerian-Lagrangian modeling concept is built to predict the rising gas plume, in which bubbles are treated as discrete particles. The validation is carried out by comparing CFD results against experimental data. The underwater gas dispersion simulations include a matrix of scenarios for different gas release rates, water depths, ocean current speeds and leak positions, to study their effects on the behavior of underwater gas plume. The developed CFD model can provide some valuable outputs, e.g., gas release rate, rise time, horizontal dispersion distance and surfacing area size. These results could help to conduct the risk assessment and the emergency planning for accidental leakage of subsea gas pipelines. (C) 2018 Institution of Chemical Engineers. Published by Elsevier B.V. All rights reserved.",,,,,,,,,57,5,0,0,4,0,62,,,0957-5820,1744-3598,,,,,,,,,,"China Univ Petr East China, COEST, 66 Changjiang West Rd, Qingdao, Peoples R China",,,,2019-01-04,WOS:000453939100005,,
B,"Pabbi, Sunil; Dhar, Dolly Wattal",,,,,,"Bhatnagar, SK; Saxena, A; Kraan, S",,,,FEASIBILITY OF ALGAL BIOMASS FOR BIODIESEL PRODUCTION,,,,,,,,ALGAE BIOFUEL,,,,,,,,269,288,,,,,,,,,,,Article; Book Chapter,2011,2011,"Oil is an essential commodity and has brought numerous benefits to industrialized society, but the fossil fuel is non-renewable and it has given rise to environmental pollution, health hazards, global warming etc. The use of fossil fuels is widely accepted as unsustainable due to depleting resources and the accumulation of greenhouse gases in the environment which have already exceeded the dangerously high threshold levels. Thus, to eliminate the possibility of future energy shortage, efforts are directed for the development of alternative energy sources which are cheaper to produce, biodegradable, non-toxic and renewable. Currently, nearly all renewable energy sources (hydroelectric, solar, wind, tidal, geothermal) target the electricity market, while fuels make up a much larger share of global energy demand. Biofuels are therefore, rapidly being developed. Microalgae have the advantages that they can produce a wide range of feedstocks for the production of biodiesel, bioethanol, biomethane and biohydrogen. Biodiesel is currently produced from the oil synthesized by conventional fuel crops that harvest the sun's energy and store it as chemical energy. Producing biodiesel from algae is widely regarded as one of the most efficient ways of generating biofuels and appears to represent the only current renewable source of oil that could meet the global demand for transport fuels. Different microalgae having potential for the biofuel production are Scenedesmus, Pleurochrysis, Dunaliella, Spirulina, Chlorella etc. The main advantages of these are their a) Higher photosynthetic efficiency b) Faster growth and larger biomass c) Easy mass culture d) Easily controllable environmental conditions e) Round the year production d) Non polluting and environment friendly e) No net contribution to atmospheric CO2 levels f) Production reported to be 15000 gallons oil / acre / year g) Bio-oil from microalgae is rich in carbon and hydrogen as compared to wood but little less than fossil oil h) Algal oil contains No Sulphur and i) Microalgae also contain carbohydrates and protein. Microalgae contain lipids and fatty acids as membrane components, storage products, metabolites and sources of energy. Algal fatty acids and oils have a range of potential applications and algal oils possess characteristics similar to those of fish and vegetable oils, and can thus, are considered as potential substitutes for the products of fossil oil. After processing for biofuel, rest is good enough as animal feed or can be processed for ethanol production. Although micro algal biofuel production is relatively new and not very well explored, however, several aspects of this novel approach of using microalgae for biofuel is an interesting development. The unparalleled space efficiency of growing algae for biodiesel production gives it a major advantage over established biofuel production methods. With the ever increasing demand for arable land, not only because of biofuel demand, but also because of growing food consumption worldwide, it may become very hard to continue using cheap and well established oil crops such as corn and soy. In this respect, especially the potential of algae to be grown on non-arable land or on the sea is of great importance for energy production in the future. Taking all advantages together, including no fresh water requirements, carbon sequestration options, waste water treatment, algal biofuel may well be a prominent player of the future energy market.The new and broad field of microalgal biofuel production seems to be very promising apprach for meeting ever increasing biofuel demands.",,,,,,,,,1,0,0,0,1,0,1,,,,,978-93-80012-44-5,,,,,,,,,"Indian Agr Res Inst, Ctr Conservat & Utilisat Blue Green Algae, New Delhi 110012, India",,,,2012-04-06,WOS:000287046700016,,
J,"Delgado-Torres, Agustin M.; Garcia-Rodriguez, Lourdes; Jimenez del Moral, Maria",,,,"Delgado Torres, Agustin M./F-1544-2014","Delgado Torres, Agustin M./0000-0003-4774-1538",,,,,Preliminary assessment of innovative seawater reverse osmosis (SWRO) desalination powered by a hybrid solar photovoltaic (PV) - Tidal range energy system,,,,,,,,DESALINATION,,,,477,,,,,,114247,,,10.1016/j.desal.2019.114247,,,,,,,Article,MAR 1 2020,2020,"This paper proposes an innovative desalination technology for sustainable off-grid systems taking advantage of complementary features of tidal range and solar PhotoVoltaic (PV) energies. According to the literature survey, this proposal has not been considered before. Since fresh water production can be easily stored, the key issue in designing SeaWater Reverse Osmosis (SWRO) desalination plants is to minimise the capital cost required per m(3) of fresh water produced throughout the plant lifetime. In addition, water cost of renewable energy - driven desalination strongly depends on decisions concerning battery capacity and nominal power installed, thus hybrid systems play and important role in this regard. The energy analysis performed quantifies the temporal complementarity of tidal and solar resources in an exemplary case study of a semiarid plant location at Broome, Australia. An estimation of the yearly energy production profile of the tidal range power plant is calculated with a zero-dimensional numerical model whereas the System Advisor Model (SAM) is used for the solar PV plant. The main result obtained is the great temporary complementarity of tidal and solar photovoltaic resources for SWRO application. For a given size of the PV generator the inclusion of the tidal range power plant implies an increase of the operating time of the desalination plant at nominal capacity between 1.8 and 2.8 times compared to the only solar PV driven case. This result depends on the SWRO nominal capacity. The recommended design for the case study consists in off-grid desalination plants, with minimum battery capacity if any, powered by a hybrid energy system with a ratio of installed desalination capacities of 55.10(3) m(3)/d per each hydraulic turbine of 10 MW. This system can be operated at full load a 42% of the year maximizing the yearly fresh water production.",,,,,,,,,55,0,0,0,4,0,55,,,0011-9164,1873-4464,,,,,,,,,,"ULL, Dept Ingn Ind, ESIT, Avda Astrofis Francisco Sanchez S-N, E-38206 Tenerife, SpainUniv Seville, ETSI, Camino Descubrimientos S-N, Seville 41092, Spain",,,,2020-03-01,WOS:000509630500008,,
J,,,,,,,,,"Lyubimova,Tatyana",,"Stability, nonlinear dynamics and control of the behaviour of multiphase hydrodynamical systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,Awarded Grant,Jan 01 1800,2017,"The project focuses on investigation of the stability and nonlinear dynamics of multiphase hydrodynamical systems and the development of methods for control of their behavior. Vibrational action is one of the most simple and efficient tools for controlling the stability of inhomogeneous hydrodynamical systems. That is why the study of the influence of vibrations on such systems is important from both the fundamental and technological points of view. Within the framework of the project it is planned to investigate - the impact of the vertical and tangential vibrations on the stability of a two-layer systems in the presence of the surface tension dependence on the temperature; - the behavior of nonlinearly-viscous and viscoplastic fluids in vibrational fields; - the effect of vibrations on the behavior of heterogeneous binary mixtures of two miscible liquids with different molecular structure; - the dynamics of the ensemble of solid particles suspended in a liquid and subjected to horizontal vibrations. The importance of these studies is related to their various technical applications and lack of knowledge on the phenomena, which are proposed to be studied. Vibration effects can be utilized for separation of different phases in a heterogeneous environment, specifically, in suspensions, emulsions, and petroleum pitches. In the pharmaceutical industry and oil refinery industry, the techniques of the separation of phases in suspensions and emulsions still requires further improvements. The problem of separation of heterogeneous systems is relevant not only for the industrial applications, but also for environmental problems. Within the framework of the project the problems associated with the investigation and development of techniques for control of filtration through porous medium are as well proposed to be considered; specifically, it is planned - to study the effect of the finite frequency modulation on convection in a non-uniformly heated porous medium saturated with a binary mixture with Soret effect; - to simulate the effect of a periodic action on the dynamics of the displacement front and the phase interfaces in porous media; - to explore the characteristics of the hydrodynamic mechanisms of the transfer of mass, momentum and heat through the interface between fluids and porous media; - to study the process of the filtering of a mixture, taking into account the effects of settling and separation of the solid particles of admixtures from the matrix of the porous medium. The importance of these problems is primarily associated to the development of production techniques maximizing the efficiency of extraction of hydrocarbons from the deposits. Another set of problems important for the oil- and gas- extraction and refinery industries is related to the effect of thermal diffusion in mixtures. Specifically, the hydrocarbon deposits are formed by multicomponent mixtures saturating the porous medium. The thermal diffusion effect has a significant control over the distribution of the components of the mixture and is important for an efficient processing of hydrocarbon deposits. Within the framework of this topic, it is planned - to investigate the nonlinear regimes of convection of ternary mixtures with Soret effect in rectangular cavity filled with a porous medium; - to study the heat- and mass-transfer processes in ternary mixtures in a plane horizontal layer heated from below, taking into account the effect of thermal diffusion. Additionally to the vibration-related techniques of control, an efficient method of controlling hydrodynamical systems is exposure to alternating electric and magnetic fields. These techniques of control of hydrodynamical systems are planned to be considered in the following problems: - the study of the influence of inhomogeneity of wetting on oscillations of the drops of a low-viscosity liquid drops in the alternating electric field; - investigation of the influence of the running magnetic field on the processes of the crystal growth from the semiconductor melt. The importance of the problem of crystallization is determined by the demand of the modern semiconductor industry in a semiconductor single crystals of a required chemical composition with low defect density and uniform distribution of dopants. The electrowetting finds its applications in microfluidics for manufacturing devices that are used for testing the quality of water and medical diagnostics. It is also planned to study the mechanisms of instability in two-layer systems of nonisothermal immiscible fluids in the presence of phase transition localized at the interface. Two cases of a localized phase transition are to be considered: (i) the case of vapor film boiling of the liquid subject to sub-cooling, and (ii) the case of interfacial boiling of a two-layer system of immiscible liquids at the temperature below the bulk boiling temperature of each component. For the first case, it is planned to study the nonlinear regimes of stabilization and the decay of the vapor film in the course of the horizontal sub-cooled vapor film boiling. In Project 2014, the suppression of the Rayleigh-Taylor instability by a phase transition was considered from the first principles within the framework of a linear approach. Earlier, nonlinear solutions were studied by another authors on the basis of the lubrication approximation and assumptions of inviscid liquids and thermodynamic quasi-equilibrium. A rigorous analysis of nonlinear effects will complement the results of the linear theory and approximate approaches to accounting of the non-linearity. For the second case, it is planned to study the influence of the interfacial boiling of the direct contact between two immiscible liquids on the process of combustion of a light fuel spilled on top of a heavy inflammable liquid. From the viewpoint of physics, the problem is interesting because the process of interfacial boiling of the direct contact between two immiscible liquids occurs at a temperature which is lower than the bulk boiling temperatures of each component. The importance of the studies in the first case is related to the fact that the boiling of this kind occurs during hardening and cooling of high-energy technical devices. The relevance of the study for the second case is related to the anthropogenic catastrophes, accompanied by oil spills and their ignition. Several project problems are related to the low-viscosity fluid flows. In this regard, the important question is the one of the correctness of the mathematical description of such systems in real-world situations where the turbulent boundary layer should be formed in the near-wall regions. Within the framework of the project, the study of currents and surface waves in low-viscosity liquids with account for the turbulent viscosity is proposed. In particular, in connection with the internal waves in natural water bodies (oceans, areas of river confluence, etc.), the problem of Kelvin-Helmholtz instability in the presence of turbulent viscosity is of particular interest. The specificity of an accurate account for the turbulent viscosity is that it is inhomogeneous in space and vanishingly small in the vicinity of the interfaces.",,,,,,,,,0,0,0,0,0,0,0,,,,,,17-21-00011,,,,,,,,Institute of Continuous Media Mechanics Ural Branch Russian Academy of Sciences,Institute of Continuous Media Mechanics Ural Branch Russian Academy of Sciences,,,2023-12-08,GRANTS:15291835,,
