Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,
B,"Avio, C. G.; Gorbi, S.; Cardelli, L.; Pellegrini, D.; Regoli, F.","Baztan, J; Jorgensen, B; Pahl, S; Thompson, RC; Vanderlinden, JP",,,,,,,,,Extraction and Characterization of Microplastics in Marine Organisms Sampled at Giglio Island After the Removal of the Costa Concordia Wreck,,,,,,,,MICRO 2016: Fate and Impact of Microplastics in Marine Ecosystems: From the Coastline to the Open Sea,,,,,,,,40,41,,,,,,,,,,,Book Chapter; Meeting,2017,2017,,,,,,MICRO International Conference on Fate and Impact of Microplastics in Marine EcosystemsMICRO International Conference on Fate and Impact of Microplastics in Marine Ecosystems,"May 25 -27, 2016May 25 -27, 2016","Marine Sci Soc; Oficina Reserva de Biosfera; Univ Versailles Saint Quentin Yvelines; Univ Paris Saclay; Plymouth Univ; CNRS; Univ Politecnica Catalunya; Inst Espanol Oceanografia; Univ Palmas Gran Canaria; Consejo Super Investigaciones Cient, Inst Marine Sci; Univ Nacl Autonoma Mexico, Inst Ciencias Mar Limnologia; IFREMER; Univ Moncton; Univ Cadiz; Inst Agr & Fisheries Res; Natl Inst Chem; Cornell Univ; Univ Libre Bruxelles; Alfred Wegener Inst; Univ Maine; NUI Galway; Univ Maine; Univ Fed Pernambuco; Univ Siena; SINTEF; Latvijas Univ; Natl Ocean & Atmospher Adm, U S Dept Commerce; United Nations Educ Sci & Cultural Org, Intergovernmental Oceanograph Commiss; United Nations Educ Sci & Cultural Org, Man & Biosphere Programme; European Commiss; IUEMMarine Sci Soc; Oficina Reserva de Biosfera; Univ Versailles Saint Quentin Yvelines; Univ Paris Saclay; Plymouth Univ; CNRS; Univ Politecnica Catalunya; Inst Espanol Oceanografia; Univ Palmas Gran Canaria; Consejo Super Investigaciones Cient, Inst Marine Sci; Univ Nacl Autonoma Mexico, Inst Ciencias Mar Limnologia; IFREMER; Univ Moncton; Univ Cadiz; Inst Agr & Fisheries Res; Natl Inst Chem; Cornell Univ; Univ Libre Bruxelles; Alfred Wegener Inst; Univ Maine; NUI Galway; Univ Maine; Univ Fed Pernambuco; Univ Siena; SINTEF; Latvijas Univ; Natl Ocean & Atmospher Adm, U S Dept Commerce; United Nations Educ Sci & Cultural Org, Intergovernmental Oceanograph Commiss; United Nations Educ Sci & Cultural Org, Man & Biosphere Programme; European Commiss; IUEM",,0,0,0,0,0,0,0,,,,,978-0-12-812271-6(H); 978-0-12-812272-3(P),,,,,,,,,"Univ Politecn Marche, Ancona, Italy",,,,2017-01-01,BCI:BCI201900885209,,
J,"Cranford, PJ; Gordon, DC; Hannah, CG; Loder, JW; Milligan, TG; Muschenheim, DK; Shen, Y",,,,,"Cranford, Peter/0000-0002-1056-6628",,,,,Modelling potential effects of petroleum exploration drilling on northeastern Georges Bank scallop stocks,,,,,,,,ECOLOGICAL MODELLING,,,,166,1-2,,,19,39,,,,10.1016/S0304-3800(03)00100-5,,,,,,,Article,AUG 1 2003,2003,"A set of numerical models was used along with laboratory and field observations to evaluate the potential risk of exploratory oil and gas drilling on northeastern Georges Bank to sea scallop (Placopecten magellanicus) stocks. The models were used to predict the drilling waste zone of influence and the impact of chronic exposure on scallop growth and reproduction. Growth and reproduction are generally considered to be the most important sublethal effects of chronic contaminant exposure. The highest near-bottom concentrations of drilling waste (water-based mud) from a hypothetical 92-day exploration well was predicted to occur along the side of the bank (>100m depth). Laboratory information on drilling mud toxicity threshold concentrations indicated a potential for 0-48 days of growth inhibition depending upon the site, settling velocity of the mud, and area over which results are averaged. Scallop stocks on the side of the bank are relatively sparse, but dense aggregations are found in some areas and it is possible that changes in reproductive output could have detectable effects at the population level. Growth inhibition in the tidal front region, which has the densest scallop stocks, was predicted to be more localised and confined to a range of 0-15 days. Growth loss in the central mixed region (<65m) was predicted to be negligible (<2 days). These results illustrate the importance of site location and waste settling velocity on potential effects. The magnitude of effects predicted at each site was closely related to bottom stress (u(*)) as this determines how rapidly drilling mud reaching the seabed are redistributed and diluted both horizontally and vertically. (C) 2003 Elsevier Science B.V. All rights reserved.",,,,,,,,,9,0,0,0,6,0,12,,,0304-3800,1872-7026,,,,,,,,,,"Bedford Inst Oceanog, Dept Fisheries & Oceans, Dartmouth, NS B2Y 4A2, Canada",,,,2003-08-01,WOS:000185162000002,,
R,"Teilmann, Jonas",,,,,,,,,,"Echolocation activity of harbour porpoises, Phocoena phocoena, show seasonal artificial reef attraction despite elevated noise levels close to oil and gas platforms",,,,,,,,Dryad,,,,,,,,,,,,,https://doi.org/10.5061/DRYAD.MSBCC2FW5,,,,,,,Data set,2024-01-17,2020,"Harbour porpoises frequently alter their behaviour in response to underwater sound from shipping, seismic surveys, drilling and marine renewables. Less well understood is the response of porpoises to sounds emitted from oil and gas (O&G) platforms during routine operations. The responses are not easily predictable as platforms can act simultaneously and to varying degree as a source of disturbance through noise and attraction through an artificial reef effect with increased prey abundance and diversity. To investigate the presence and feeding behaviour of harbour porpoises around platforms, autonomous acoustic loggers were placed for up to 2 years, at 21 stations 0-25.6 km from the largest platform in the Danish North Sea. Harbour porpoises were detected at all distances year round in two distinct seasonal activity patterns. During July-January, porpoises were attracted to the platform as indicated by high foraging activity within 800 m of the platform. Echolocation activity levels were up to two-fold higher than that observed at 3.2-9.6 km from the platform. Similar high echolocation activity was observed 200 m from neighbouring offshore installations located within 15 km, during May-July, regardless of their size. This study shows that porpoises may be attracted to offshore O&G platforms despite confirmed elevated underwater noise, and are likely exploiting higher prey abundance in the vicinity of such structures. This is possibly due to increased prey availability created by the combined effect of the artificial reef formed by the underwater structure and the local protected area around all platforms where fishery is banned. Hard substrate and untouched seabed are rare and valuable habitats to many organisms in heavily trawled waters like the North Sea and the ecological importance of these structures should be considered in the development of decommissioning strategies. Study site and experimental design Acoustic monitoring was carried out from July 2013 to July 2015, to record noise levels and harbour porpoise echolocation activity around DanF, located 200 km west of Denmark (Fig. 1). The study area is characterised by sandy sediments and relatively flat bathymetry ranging between 40 and 46 m (Fig. 2, Delefosse et al. 2017). Around all Danish O&G installations, a 500-m fishing exclusion zone is enforced, which corresponds to an area of approximately 1.9 km2 around DanF. To investigate spatial variation in porpoise echolocation activity, 18 acoustic monitoring stations were deployed around DanF at various distances and with replicates along two transects for most distances to avoid data loss (2x0 m, 2x0.2 m, 2x0.4 km, 2x0.8 km, 2x1.6 km, 2x3.2 km, 2x6.4 km, 9.6 km, 12.8 km and 2x25.6 km; Fig. 2). Station locations were chosen to avoid overlap with other O&G installations and minimize variation of environmental factors (e.g. depth). The station located at 12.8 km was placed at Regnar, an inactive subsurface wellhead with dimensions 7.5 m x 6.5 m x 4.5 m that may act as an artificial reef, but does not emit any sound. One station was placed at 25.6 km from DanF as a control stations for the central North Sea (no reef effect and no noise from platforms are present. Note that only six months recording is available, Table S1). At all stations, harbour porpoise presence was monitored using C-PODs (Chelonia Ltd, Penzance, UK); these are calibrated acoustic click detectors (Clausen et al. 2018). Furthermore, five stations (0, 0.2, 0.8, Regnar and 25.6 km away from DanF) were equipped with calibrated broadband loggers (SM2M+ or SM3M+, Wildlife Acoustics, Boston, USA) to record noise emitted from the platform and other sources in the area. All equipment was deployed 2-3 m above the seafloor with the hydrophone pointing upwards to cover the entire acoustic water column. The potential effect on echolocation and noise recordings of instruments being placed near the bottom was considered insignificant (see Supplementary material). To verify findings from DanF and Regnar, C-PODs data deployed at 200 m from three other platforms (HalfdanB, Skjold and Kraka), were available from a different project during May-June 2014 (Fig. 2). Together with DanF and Regnar, the three platforms represent a relatively wide range of sizes, industrial activity, light and sound level typical of O&G installations in the shallow (<100 m) central North Sea (seabed footprint 93-6996 m2, in the following order from small to large: Regnar only subsea, Kraka small and unmanned, Skjold, HalfdanB and DanF large platforms with light and manned, Delefosse et al., 2017). Data analysis - porpoise detections C-POD data were processed with CPOD.exe v2.043. Following Clausen et al. (2018), the click train filter was set to include click trains with a minimum of five clicks and a mean instantaneous frequency between 100 and 160 kHz, avoid transient erroneous clicks from unknown sources to be included. Data were exported as Porpoise Positive Minutes (PPM, i.e. a minute where at least one click train is detected). In addition, all occurrences of click trains with inter-click-intervals (ICI) shorter than 15 ms were extracted. Whilst such short ICIs have been shown to mediate social communication in porpoises (Sorensen et al. 2018), they are more frequently characteristic of echolocation buzzes (74% vs. 26%; Sorensen et al. 2018), which are used during prey pursuits (Verfuss et al. 2009; Wisniewska et al. 2016). We therefore assume that the majority of such click trains are a measure of foraging effort, and they are presented here as Buzzing positive minutes (BPM). Only full recording days (1440 minutes) were considered in spatial and temporal analyses. The instruments were set to stop recording when it reached a maximum value of 4095 clicks per minute to avoid memory overload. Due to this truncation, minutes with more than 4095 clicks were excluded from the analysis, as they were considered saturated and incomplete. Each minute within 24 hours was assigned to either day or night using civil twilight (http://aa.usno. navy.mil). To reduce any potential influence of an unbalanced data design, only C-PODs with data from a minimum of three days within a month were included in the analyses. We initially explored spatial (distance to platforms) and temporal (diel to month-to-month scale) patterns in porpoise echolocation activity using generalized additive mixed models (GAMM, see Supplementary material). Based on these preliminary results, we found two distinct porpoise activity periods and therefore grouped data from February-June and July-January. We then calculated the % PPM for day and night (D/N) conditions at all stations for the two identified periods separately. Percentage of PPM was logit-transformed to fulfil the assumption of normality of residuals (Warton and Hui 2011) and analysed using linear mixed effects models (one model for each period) with the interaction between distance to platform and D/N conditions classed as fixed effects. For all mixed models (here and below), C-POD ID, transect ID, and year were fitted as nested random effects. Temporal dependence among observations was modelled using an autocorrelation structure of order 1 (corCAR1), because this structure provided the best model compared to other correlation structures based on lowest AIC (Pinheiro and Bates 2000). Moreover, for all mixed effects models constructed, any significant differences in the response variable between and within fixed effects groups were estimated using the Bonferroni-corrected Tukey honest significant difference test. We computed the percentage ratio of BPM to PPM (i.e. percentage of time with echolocation clicks that was dedicated to buzzing) for D/N at all stations for the two identified periods separately. To simplify interpretation of the results, stations were grouped as follows: ≤ 800 m from DanF (the platform), 6.4 km from the platform (control), Regnar (12.8 km from platform) and 25.6 km from the platform (control), for this analysis the other distances were excluded to make a simple comparison between platforms vs. control stations. These station groups were, a posteriori, identified as representing reef/platform noise, no reef/ low platform noise, reef/no background noise and no reef/no background noise, respectively. Percentage of BPM/PPM was logit transformed to fulfil the assumption of normality of residuals and analysed using linear mixed effects models (one model for each period) with an interaction between distance and D/N conditions as fixed effects. For inter-platform comparison, we calculated the %PPM for each day of May, June and July 2014 using data recorded at 200m from the five platforms and at a control area (6.4 km from DanF). Percentage of PPM was logit transformed to fulfil the assumption of normality of residuals and analysed using linear mixed effects models with the interaction between month and platform (+control) as a fixed effect. Data analysis - noise The broadband acoustic data were analysed using custom-written routines in Matlab R2015a (Mathworks, Inc., Natick, MA, USA). For ease of processing, the 46-minute-long SM2M+ or SM3M+ sound files were subdivided into sections of 10-second duration that were subsequently averaged over 5 minutes. Prior to averaging, the routines excluded logger artefacts and porpoise clicks from further analysis (Clausen et al, 2018). Up to 10 10-second-long sections per 46-minute file were removed this way. The mammalian auditory system is typically modelled as a filter bank approximated by one-third octave bands (Richardson et al., 1995). Hence, we calculated the received third-octave rms sound pressure levels (TOLs, dB re 1 Pa rms), using a third-octave filter bank implemented in Matlab according to the ANSI standard S1.6-1984 (Christophe Couvreur, Faculte Polytechnique de Mons, Belgium). Occasionally, very brief noise events exceeded the clip level of the broadband recording device, but given the temporal resolution of the data, this should not have affected the average TOL values. Our analysis focused on bands with the highest noise levels (centred at 315 Hz, 5.0 and 31.5 kHz), and on a subset of bands highlighted in the EUs Marine Strategy Framework Directive (centred at 63, 125 and 2,000 Hz). For each frequency band, we tested for differences in ambient noise levels (mean TOL over 5 minutes) as a function of distance to the platform, taking into account both D/N conditions and the two porpoise activity periods identified with the GAMMs. To do so, we fitted linear mixed effects models with the 3-way interaction between distance to platform, D/N condition and porpoise activity period as a fixed effect. Copyright: CC0 1.0 Universal (CC0 1.0) Public Domain Dedication",,,,,,,,,1,0,0,0,1,0,1,,,,,,,,,,,,,,"Aarhus Universitet, Denmark",Aarhus Universitet,,,2021-05-10,DRCI:DATA2021083021532169,,
J,"Gavrilova, G. S.; Kucheryavenko, A. V.",,,,,,,,,,Commercial rearing of the sea cucumber Apostichopus japonicus in Peter the great bay: Methodical peculiarities and results of the work of a mariculture farm in Sukhodol Bight,,,,,,,,RUSSIAN JOURNAL OF MARINE BIOLOGY,,,,36,7,,,539,547,,,,10.1134/S1063074010070072,,,,,,,Article,DEC 2010,2010,"Methodical approaches to commercial rearing of sea cucumber at mariculture farms in Peter the Great Bay in the Sea of Japan are discussed. This includes two basic phases, viz., intermediate rearing of underyearlings in cages and sea ranching. The survival rate of juvenile sea cucumbers during intermediate rearing in cages in Sukhodol Bight (Ussuri Bay) was shown to depend on the body size and rearing density of the juveniles and its value varied from 35 to 82%. The survival rate of two-year-old juveniles on artificial reefs reached 85%. Monitoring studies of the bottom sites showed that for the entire period of functioning of the farm, 8 years, a sea cucumber colony with the average distribution density of 1.5 inds/m(2) was formed on an area of about 30 ha. The harvest of the commercial production of sea cucumbers purchased at hatcheries can be calculated taking the survival rates of juveniles during the first years of their life into account. The calculation of the production of juvenile sea cucumbers picked by collectors was based on an appraisal of the current state of their aggregation (abundance, biomass, and size structure) with use of conservation protection measures (the allowable harvest rate of 6.4%).",,,,,,,,,5,1,0,0,5,0,6,,,1063-0740,,,,,,,,,,,"TINRO Ctr, Pacific Res Fisheries Ctr, Vladivostok 690091, Russia",,,,2011-03-10,WOS:000286326200007,,
J,"Singh, Asha; Asmath, Hamish; Chee, Candice Leung; Junior Darsan",,,,,,,,,,Potential oil spill risk from shipping and the implications for management in the Caribbean Sea,,,,,,,,MARINE POLLUTION BULLETIN,,,,93,1-2,,,217,227,,,,10.1016/j.marpolbul.2015.01.013,,,,,,,Article,APR 15 2015,2015,"The semi enclosed Caribbean Sea is ranked as having one of the most intense maritime traffic in the world. These maritime activities have led to significant oil pollution. Simultaneously, this sea supports many critical habitats functioning as a large Marine Ecosystem (LME). While the impacts of oil pollution are recognised, a number of management challenges remain. This study applies spatial modelling to identify critical areas potentially at risk from oil spills in the form of a potential oil spill risk (POSR) model. The model indicates that approximately 83% of the sea could be potentially impacted by oil spills due to shipping. The results from this study collectively support a management framework for minimising ship generated oil pollution in the Caribbean Sea. Among the recommended components are a common policy, surveillance and monitoring controls, standards, monitoring programmes, data collection and greater rates of convention ratifications. (C) 2015 Elsevier Ltd. All rights reserved.",,,,,,,,,31,0,0,0,12,3,32,,,0025-326X,1879-3363,,,,,,,,,,"Commiss Org Eastern Caribbean States, Morne, Castries, St LuciaInst Marine Affairs, Chaguaramas, Trinidad TobagoUniv W Indies, Dept Geog, St Augustine, Trinidad Tobago",Commiss Org Eastern Caribbean StatesInst Marine Affairs,,,2015-05-20,WOS:000353733400036,25752533,
J,"Zarate-Barrera, Tatiana G.; Maldonado, Jorge H.",,,,,"Maldonado, Jorge/0000-0001-5501-6374",,,,,Valuing Blue Carbon: Carbon Sequestration Benefits Provided by the Marine Protected Areas in Colombia,,,,,,,,PLOS ONE,,,,10,5,,,,,e0126627,,,10.1371/journal.pone.0126627,,,,,,,Article,MAY 27 2015,2015,"Marine protected areas are aimed to protect and conserve key ecosystems for the provision of a number of ecosystem services that are the basis for numerous economic activities. Among the several services that these areas provide, the capacity of sequestering (capturing and storing) organic carbon is a regulating service, provided mainly by mangroves and seagrasses, that gains importance as alternatives for mitigating global warming become a priority in the international agenda. The objective of this study is to value the services associated with the capture and storage of oceanic carbon, known as Blue Carbon, provided by a new network of marine protected areas in Colombia. We approach the monetary value associated to these services through the simulation of a hypothetical market for oceanic carbon. To do that, we construct a benefit function that considers the capacity of mangroves and seagrasses for capturing and storing blue carbon, and simulate scenarios for the variation of key variables such as the market carbon price, the discount rate, the natural rate of loss of the ecosystems, and the expectations about the post-Kyoto negotiations. The results indicate that the expected benefits associated to carbon capture and storage provided by these ecosystems are substantial but highly dependent on the expectations in terms of the negotiations surrounding the extension of the Kyoto Protocol and the dynamics of the carbon credit's demand and supply. We also find that the natural loss rate of these ecosystems does not seem to have a significant effect on the annual value of the benefits. This approach constitutes one of the first attempts to value blue carbon as one of the services provided by conservation.",,,,,,,,,37,1,0,0,22,0,43,,,1932-6203,,,,,,,,,,,"Univ Los Andes, CEDE, Dept Econ, Bogota, Colombia",,,,2015-05-27,WOS:000355185600056,26018814,
J,"HOBART, W",,,,,,,,,,ARTIFICIAL REEFS AND MARINE FISHERIES ENHANCEMENT - A SPECIAL ISSUE OF THE MARINE-FISHERIES-REVIEW - PREFACE,,,,,,,,MARINE FISHERIES REVIEW,,,,44,6-7,,,1,1,,,,,,,,,,,Editorial Material,1982,1982,,,,,,,,,,0,0,0,0,0,0,0,,,0090-1830,1939-2044,,,,,,,,,,,,,,1982-01-01,WOS:A1982PJ73400001,,
C,"Ndlazi, Q. L.; Musampa, C. M.; Nakin, M. D., V; Longo-Mbenza, B.",,,,,,"Brebbia, CA; Zubir, SS; Hassan, AS",,,,Evaluation of ecosystem services of two wetland sites on the Wild Coast of South Africa,,,,,,,,SUSTAINABLE DEVELOPMENT AND PLANNING VIII,,WIT Transactions on Ecology and the Environment,,210,,,,677,686,,,,10.2495/SDP160571,,,,,,,Proceedings Paper,2017,2017,"Wetlands provide important and diverse benefits to people around the world, contributing provisioning, regulating, habitat, and cultural services. Wetlands in South Africa are under pressure from drainage, clearance for cultivation, and encroachment of invasive plants. The aim of this study was to assess ecosystem services in Mngazi and Mdumbi wetland sites. In Mdumbi site, two areas were identified while four areas were identified in Mngazi site based on hydrogeomorphic units (HGM). A WET-Eco Services Tool was used to assess goods and services in each wetland site. Questionnaires were also used to solicit the perceptions of communities on wetland impacts. Results revealed that the wetland systems in the lower reaches of Mngazi and Mdumbi Rivers do render a series of services varying from one system to another depending on the size and type of hydrogeomorphic unit. High confidence rating was revealed in provision of natural resources and erosion control in all the wetlands of each site while moderate confidence rating was revealed for provision of erosion control, phosphate trapping, toxicant removal and nitrate removal. Low confidence rating was observed by carbon storage, cultural significance, education, tourism and recreation. The stream flow regulation, sediment trapping, maintenance of biodiversity and sediment trapping varied among wetlands with no clear pattern. In contrary, the majority of respondents perceived the wetlands as bad environments for crime and disasters. These results highlight a need for awareness on ecological importance of wetlands for their effective management.",,,,,8th International Conference on Sustainable Development and Planning8th International Conference on Sustainable Development and Planning,"DEC 06-08, 2016DEC 06-08, 2016",Wessex Inst; Univ Teknologi Mara; Univ Sains Malaysia; WIT Transact Ecol & Environm; Int Journal Sustainable Dev & PlanningWessex Inst; Univ Teknologi Mara; Univ Sains Malaysia; WIT Transact Ecol & Environm; Int Journal Sustainable Dev & Planning,MALAYSIAMALAYSIA,1,0,0,0,0,0,1,,,1743-3541,,978-1-78466-154-0; 978-1-78466-153-3,,,,,,,,,"Walter Sisulu Univ, Dept Biol & Environm Sci, Mthatha, South AfricaWalter Sisulu Univ, Risk & Vulnerabil Sci Ctr, Mthatha, South Africa",,,,2017-01-01,WOS:000618346600057,,
J,"Kline, Jeffrey D.; Harmon, Mark E.; Spies, Thomas A.; Morzillo, Anita T.; Pabst, Robert J.; McComb, Brenda C.; Schnekenburger, Frank; Olsen, Keith A.; Csuti, Blair; Vogeler, Jody C.",,,,,"Vogeler, Jody/0000-0002-3639-8984",,,,,"Evaluating carbon storage, timber harvest, and habitat possibilities for a Western Cascades (USA) forest landscape",,,,,,,,ECOLOGICAL APPLICATIONS,,,,26,7,,,2044,2059,,,,10.1002/eap.1358,,,,,,,Article,OCT 2016,2016,"Forest policymakers and managers have long sought ways to evaluate the capability of forest landscapes to jointly produce timber, habitat, and other ecosystem services in response to forest management. Currently, carbon is of particular interest as policies for increasing carbon storage on federal lands are being proposed. However, a challenge in joint production analysis of forest management is adequately representing ecological conditions and processes that influence joint production relationships. We used simulation models of vegetation structure, forest sector carbon, and potential wildlife habitat to characterize landscape-level joint production possibilities for carbon storage, timber harvest, and habitat for seven wildlife species across a range of forest management regimes. We sought to (1) characterize the general relationships of production possibilities for combinations of carbon storage, timber, and habitat, and (2) identify management variables that most influence joint production relationships. Our 160 000-ha study landscape featured environmental conditions typical of forests in the Western Cascade Mountains of Oregon (USA). Our results indicate that managing forests for carbon storage involves trade-offs among timber harvest and habitat for focal wildlife species, depending on the disturbance interval and utilization intensity followed. Joint production possibilities for wildlife species varied in shape, ranging from competitive to complementary to compound, reflecting niche breadth and habitat component needs of species examined. Managing Pacific Northwest forests to store forest sector carbon can be roughly complementary with habitat for Northern Spotted Owl, Olive-sided Flycatcher, and red tree vole. However, managing forests to increase carbon storage potentially can be competitive with timber production and habitat for Pacific marten, Pileated Woodpecker, and Western Bluebird, depending on the disturbance interval and harvest intensity chosen. Our analysis suggests that joint production possibilities under forest management regimes currently typical on industrial forest lands (e.g., 40- to 80-yr rotations with some tree retention for wildlife) represent but a small fraction of joint production outcomes possible in the region. Although the theoretical boundaries of the production possibilities sets we developed are probably unachievable in the current management environment, they arguably define the long-term potential of managing forests to produce multiple ecosystem services within and across multiple forest ownerships.",,,,,,,,,33,2,0,0,21,0,40,,,1051-0761,1939-5582,,,,,,,,,,"US Forest Serv, USDA, Pacific Northwest Res Stn, 3200 SW Jefferson Way, Corvallis, OR 97331 USAOregon State Univ, Forest Ecosyst & Soc, 321 Richardson Hall, Corvallis, OR 97331 USAUniv Connecticut, Dept Nat Resources & Environm, 1376 Storrs Rd, Storrs, CT 06269 USAOregon State Univ, Dept Fisheries & Wildlife, 104 Nash Hall, Corvallis, OR 97331 USAOregon State Univ, Inst Nat Resources, POB 751, Portland, OR 97331 USAUS Forest Serv, Lab Applicat Remote Sensing Ecol, USDA, 3200 SW Jefferson Way, Corvallis, OR 97331 USAOregon State Univ, 3200 SW Jefferson Way, Corvallis, OR 97331 USA",,,,2016-10-01,WOS:000385623900007,27755743,
J,"Rothman, Shevy B.S.; Mienis, Henk K.",,,,,,,,,,"A FIRST RECORD OF TRAPANIA TARTANELLA (IHERING) FROM THE MEDITERRANEAN SEA OFF ISRAEL (MOLLUSCA, GASTROPODA, GONIODORIDIDAE).",,,,,,,,Triton (Rehovot),,,,36,,,,8,10,,,,,,,,,,,Article,Dec 2017,2017,"The nudibranch Trapania tartanella (von Ihering, 1886), Family Goniodorididae, is reported for the first time from off the Mediterranean coast of Israel. A single specimen was photographed in the Bay of Haifa at a depth of 30 m on an artificial reef formed by the Scire, the remains of a sunken Italian submarine. It seems to be the first record of this Mediterranean & Eastern -Atlantic species from the Levantine Sea.",,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,"Tel Aviv Univ, George S Wise Fac Life Sci, Tel Aviv, IL-6997801, Israel",,,,2018-03-29,ZOOREC:ZOOR15404024457,,
