Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,
J,"Haelters, J.; Duliere, V.; Vigin, L.; Degraer, S.",,,,,", Valerie/0000-0003-3480-8166",,,,,Towards a numerical model to simulate the observed displacement of harbour porpoises Phocoena phocoena due to pile driving in Belgian waters,,,,,,,,HYDROBIOLOGIA,,,,756,1,,,105,116,,,,10.1007/s10750-014-2138-4,,,,,,,Article; Proceedings Paper,SEP 2015,2015,"The impact of impulsive pile driving on marine mammals is a major environmental concern in offshore wind farm construction. Odontocetes, depending on emission and reception of sound for foraging, spatial orientation and social interactions, are likely to be impacted most. In Belgian and adjacent waters, specific concerns exist about the impact of underwater sound generated during pile driving on the harbour porpoise Phocoena phocoena, the most common cetacean in these waters. The results of visual aerial line-transect surveys performed before and during pile driving at the Thorntonbank (Belgian waters, North Sea) suggested a displacement of porpoises to a distance of around 20 km from the piling location. Such an apparent large-scale avoidance reaction is similar to the one observed in other countries' waters in the North Sea. Using survey data, we developed a simple numerical model that could reproduce the harbour porpoises' redistribution pattern during disturbance. The further development of our initial model can be useful to predict or simulate the redistribution of harbour porpoises in cases when field investigations are not possible or impractical, for pre-construction environmental impact assessments and for impact assessments in case of multiple piling operations ongoing in the same area.",,,,,International Scientific WinMon.BE 2013 Conference on Environmental Impacts of Offshore Wind FarmsInternational Scientific WinMon.BE 2013 Conference on Environmental Impacts of Offshore Wind Farms,"NOV 26-28, 2013NOV 26-28, 2013",,"Royal Belgian Inst Nat Sci, Brussels, BELGIUMRoyal Belgian Inst Nat Sci, Brussels, BELGIUM",18,0,0,0,16,0,18,,,0018-8158,1573-5117,,,,,,,,,,"Royal Belgian Inst Nat Sci, Operat Directorate Nat Environm, Marine Ecol & Management, Oostende, BelgiumRoyal Belgian Inst Nat Sci, Operat Directorate Nat Environm, Marine Ecol & Management, B-1200 Brussels, Belgium",,,,2015-07-08,WOS:000356454000009,,
J,Yuan Jian-mei; Ben Cheng-kai; Gao Ji-xian; Yu Wen-wen; Zhang Hu; Liu Pei-ting; Wu Yang-ping,,,,,,,,,,Effects of magnetic field of offshore wind farm on the survival and behavior of marine organisms,,,,,,,,Shengtaixue Zazhi,,,,35,11,,,3051,3056,,,,10.13292/j.1000-4890.201611.021,,,,,,,Article,NOV 2016,2016,"Magnetic field of wind farm is mainly generated by the submarine cables in the operation of wind farm, and its effects on marine organisms have been less studied. In order to know whether the marine organisms in adjacent sea areas and in aquaculture environment were affected by magnetic field generated during the operation of wind farm, we took Rudong Longyuan wind power demonstration area as an example and selected 12 economic categories of marine organisms along the coastal water of Jiangsu. Six intensities of magnetic field (Test I; 1.00 mT; Test II;, 0 mT, (0.045 +/- 0.01) mT, (0.20 +/- 0.01) mT, (0.90 +/- 0.01) mT, (4.05 +/- 0.01) mT, and ambient magnetic field (CK)) were installed to check their influence on the survival and behavior of marine organisms. Significant difference (P<0.05) was detected on survival rate and behavior of fish Acanthopagrus schlegeli between 1 mT magnetic field (21 days) group and control group, but such effects disappeared 14 days after removal of the magnetic field. The survival rates of fish Acanthopagrus schlegeli, Cynoglossus semilaevis and shellfish Meretrix meretrix in (4.05 +/- 0.01) mT magnetic field group showed significant difference (P<0.05) compared with control group. The avoidance behaviors of shellfish Nassarius variciferus, fish Cynoglossus semilaevis and crab Helice tientsinensis in (4.05 +/- 0.01) mT magnetic field had significant differences (P<0.05) compared with control group. The results indicated that magnetic field of wind farm had tangible impacts on the survival and behavior of marine organisms in short term (21 days) but such effects disappeared after removal of the magnetic field.",,,,,,,,,3,6,0,0,4,0,9,,,1000-4890,1000-4890,,,,,,,,,,"Jiangsu Marine Fisheries Res Inst, Nantong 226007, Jiangsu, Peoples R China",,,,2017-03-24,BCI:BCI201700231398,,
J,"Brown, Alex; Russell, John; Scaife, Rob; Tizzard, Louise; Whittaker, John; Wyles, Sarah F.",,,,,"Tizzard, Louise/0000-0002-5427-0116",,,,,Lateglacial/early Holocene palaeoenvironments in the southern North Sea Basin: new data from the Dudgeon offshore wind farm,,,,,,,,JOURNAL OF QUATERNARY SCIENCE,,,,33,6,,,597,610,,,,10.1002/jqs.3039,,,,,,,Article,AUG 2018,2018,"It is well known that the North Sea conceals an extensive former landscape of Late Pleistocene and Holocene date that was progressively submerged as result of rising post-glacial sea levels. Although an increasingly detailed picture is emerging of these submerged palaeolandscapes, well-dated palaeoenvironmental reconstructions from the North Sea Basin remain few and far between. Pollen, foraminifera, ostracod, plant macrofossil and molluscan data are presented from a radiocarbon-dated core retrieved from the site of the Dudgeon offshore wind farm, located in the southern North Sea Basin. The palaeoenvironmental analysis provides new data on changing local physical and vegetation environments in the southern North Sea Basin, occurring against a background of global climate change and rising sea levels. Subalpine plant communities gradually gave way to hazel-dominated woodland during the early Holocene, with freshwater environments replaced by increasing signs of estuarine influence from ca. 9500 to 9000 cal a BP. The thin upper peat (8411-8331 cal a BP) raises the possibility that the final inundation of the Dudgeon site may be linked to meltwater pulses following the collapse of the Laurentide Ice Sheet and the draining of the proglacial Lakes Agassiz and Ojibway. Copyright (C) 2018 John Wiley & Sons, Ltd.",,,,,,,,,5,0,0,0,2,0,5,,,0267-8179,1099-1417,,,,,,,,,,"Wessex Archaeol, Salisbury, Wilts, EnglandUniv Reading, Sch Archaeol Geog & Environm Sci, Dept Archaeol, Reading, Berks, EnglandUniv Southampton, Geog & Environm Sci, Southampton, Hants, EnglandNat Hist Museum, Dept Palaeontol, London, EnglandCotswold Archaeol, Andover, Hants, England",Wessex ArchaeolCotswold Archaeol,,,2018-08-20,WOS:000440926900001,,
J,"Mavraki, Ninon; Degraer, Steven; Moens, Tom; Vanaverbeke, Jan",,,,,"Moens, Tom/0000-0001-6544-9210",,,,,Functional differences in trophic structure of offshore wind farm communities: A stable isotope study,,,,,,,,MARINE ENVIRONMENTAL RESEARCH,,,,157,,,,,,104868,,,10.1016/j.marenvres.2019.104868,,,,,,,Article,MAY 2020,2020,"The proliferation of offshore wind energy installations causes a local change in biodiversity because these structures become heavily colonised by large quantities of fouling fauna, attract large mobile crustaceans and fish, and alter the macmfaunal communities in the soft sediments surrounding the wind turbines. Here, we analysed the stable isotope signals (delta C-13 and delta N-15) of the faunal communities associated with a wind turbine, its scour protection layer (SPL) and the surrounding soft sediments. We hypothesised that structural differences in community composition would be reflected in food web complexity and that resource partitioning could be one of the mechanisms contributing to the co-existence of such dense communities. Sampling was conducted at a gravity-based foundation in the Belgian part of the North Sea, where both sessile and mobile organisms were collected along the depth gradient of the turbine, the SPL and the surrounding soft substrate. The results indicated that the structural differences of the communities are reflected in the food web complexity as indicated by the trophic niche size, the trophic diversity and the redundancy of the communities along the depth gradient. Higher food web complexity was associated with zones where high accumulation of organic matter occurs (soft substrate and SPL). Low food web complexity was observed in depth zones that are dominated by sessile suspension-feeding organisms (intertidal and Mytilus zone). The high tmphic diversity and low redundancy observed within the trophic clusters of the soft substrate and the Metridium zone indicated that resource partitioning can be a mechanism allowing the co-existence of large densities of a wide variety of species.",,,,,,,,,21,0,0,0,15,0,21,,,0141-1136,1879-0291,,,,,,,,,,"Royal Belgian Inst Nat Sci, Marine Ecol & Management, Operat Directorate Nat Environm, Vautierstr 29, B-1000 Brussels, BelgiumUniv Ghent, Dept Biol, Marine Biol Res Grp, Krijgslaan 281-S8, B-9000 Ghent, Belgium",,,,2020-05-11,WOS:000528613500005,32275504,
J,"Torquato, F.; Jensen, H. M.; Range, P.; Bach, S. S.; Ben-Hamadou, R.; Sigsgaard, E. E.; Thomsen, P. F.; Moller, P. R.; Riera, R.",,,,"RIERA, RODRIGO/I-4260-2013; RIERA, RODRIGO/ABH-1351-2020; Range, Pedro/C-5558-2008; Thomsen, Philip Francis/AAE-9354-2019; Ben-Hamadou, Radhouan/F-8192-2011; Sigsgaard, Eva Egelyng/ABB-6275-2021","RIERA, RODRIGO/0000-0003-1264-1625; RIERA, RODRIGO/0000-0003-1264-1625; Range, Pedro/0000-0002-9269-2416; Thomsen, Philip Francis/0000-0002-9867-4366; Ben-Hamadou, Radhouan/0000-0003-2686-5822; Sigsgaard, Eva Egelyng/0000-0002-9396-1550",,,,,Vertical zonation and functional diversity of fish assemblages revealed by ROV videos at oil platforms in The Gulf,,,,,,,,JOURNAL OF FISH BIOLOGY,,,,91,3,,,947,967,,,,10.1111/jfb.13394,,,,,,,Article,SEP 2017,2017,"An assessment of vertical distribution, diel migration, taxonomic and functional diversity of fishes was carried out at offshore platforms in The (Arabian-Iranian-Persian) Gulf. Video footage was recorded at the Al Shaheen oil field between 2007 and 2014 using a remotely operated vehicle (ROV). A total of 12 822 individual fishes, from 83 taxonomic groups were recorded around the platforms. All the species identified are considered native to The Gulf, although Cyclichthys orbicularis and Lutjanus indicus were recorded for the first time in Qatari waters. Several trends were uncovered in the vertical distribution of the fish community; most species were observed between 20 and 50 m depth and fish abundance decreased towards the bottom, with the highest abundances recorded in the upper layers, i.e. down to 40 m depth. Vertical variation in fish diversity, however, was generally not accompanied by differences in vertical movements. Carnivores and invertivores were the dominant trophic groups, being found at each depth range from surface to seabed. The functional indices showed no significant differences between water depths or diel cycles. The study demonstrates that oil platforms represent a hotspot of fish diversity and interesting sites for studying fish communities, abundance and behaviour.",,,,,,,,,22,0,0,0,20,0,22,,,0022-1112,1095-8649,,,,,,,,,,"Univ Copenhagen, Sect Evolutionary Genom, Nat Hist Museum Denmark, Copenhagen, DenmarkQatar Univ, Dept Biol & Environm Sci, Coll Arts & Sci, Doha, QatarMaersk Oil Res & Technol Ctr, Doha, QatarUniv Copenhagen, Ctr GeoGenet, Nat Hist Museum Denmark, Copenhagen, DenmarkCtr Invest Medioambientales Atlantico CIMA SL, Avda Majuelos,115, Santa Cruz De Tenerife, Canarias, Spain",Maersk Oil Res & Technol CtrCtr Invest Medioambientales Atlantico CIMA SL,,,2017-09-01,WOS:000408996500014,28776682,
J,"Bell, Anna Maria; von der Au, Marcus; Regnery, Julia; Schmid, Matthias; Meermann, Bjoern; Reifferscheid, Georg; Ternes, Thomas; Buchinger, Sebastian",,,,"; Buchinger, Sebastian/M-3003-2013","Schmid, Matthias/0000-0003-0376-7146; Regnery, Julia/0000-0002-7598-0053; von der Au, Marcus/0000-0002-7225-7396; Bell, Anna Maria/0000-0002-6184-5141; Buchinger, Sebastian/0000-0003-4859-8972",,,,,Does galvanic cathodic protection by aluminum anodes impact marine organisms?,,,,,,,,ENVIRONMENTAL SCIENCES EUROPE,,,,32,1,,,,,157,,,10.1186/s12302-020-00441-3,,,,,,,Article,DEC 2020,2020,"Background Cathodic protection by sacrificial anodes composed of aluminum-zinc-indium alloys is often applied to protect offshore support structures of wind turbines from corrosion. Given the considerable growth of renewable energies and thus offshore wind farms in Germany over the last decade, increasing levels of aluminum, indium and zinc are released to the marine environment. Although these metals are ecotoxicologically well-studied, data regarding their impact on marine organisms, especially sediment-dwelling species, as well as possible ecotoxicological effects of galvanic anodes are scarce. To investigate possible ecotoxicological effects to the marine environment, the diatom Phaedactylum tricornutum, the bacterium Aliivibrio fischeri and the amphipod Corophium volutator were exposed to dissolved galvanic anodes and solutions of aluminum and zinc, respectively, in standardized laboratory tests using natural seawater. In addition to acute toxicological effects, the uptake of these elements by C. volutator was investigated. Results The investigated anode material caused no acute toxicity to the tested bacteria and only weak but significant effects on algal growth. In case of the amphipods, the single elements Al and Zn showed significant effects only at the highest tested concentrations. Moreover, an accumulation of Al and In was observed in the crustacea species. Conclusions Overall, the findings of this study indicated no direct environmental impact on the tested marine organisms by the use of galvanic anodes for cathodic protection. However, the accumulation of metals in, e.g., crustaceans might enhance their trophic transfer within the marine food web.",,,,,,,,,10,0,0,0,3,0,10,,,2190-4707,2190-4715,,,,,,,,,,"Fed Inst Hydrol, Dept Biochem G3, Ecotoxicol, Mainzer Tor 1, D-56068 Koblenz, GermanyFed Inst Hydrol, Dept Aquat Chem G2, Mainzer Tor 1, D-56068 Koblenz, GermanyFed Waterways Engn & Res Inst, Sect Steel Struct & Corros Protect B2, Kussmaulstr 17, D-76187 Karlsruhe, GermanyFed Inst Mat Res & Testing, Div Inorgan Trace Anal 1 1, Richard Willstatter Str 11, D-12489 Berlin, Germany",Fed Inst HydrolFed Inst HydrolFed Waterways Engn & Res Inst,,,2020-12-01,WOS:000598776800001,,
J,"Carvalho, Gustavo de Araujo; Minnett, Peter J.; de Miranda, Fernando Pellon; Landau, Luiz; Moreira, Fabio",,,,"Landau, Luiz/ABH-2897-2021","Landau, Luiz/0000-0001-7857-9946",,,,,"The Use of a RADARSAT-Derived Long-Term Dataset to Investigate the Sea Surface Expressions of Human-Related Oil Spills and Naturally Occurring Oil Seeps in Campeche Bay, Gulf of Mexico",,,,,,,,CANADIAN JOURNAL OF REMOTE SENSING,,,,42,3,SI,,307,321,,,,10.1080/07038992.2016.1173532,,,,,,,Article,2016,2016,"Campeche Bay, located in the Gulf of Mexico, is a well-established fossil fuel producing region, with numerous oil rigs exploring oil and natural gas. In an effort to reduce negative impacts on marine ecosystems, Pemex continuously monitored Campeche Bay for oil slicks, i.e., naturally occurring oil seeps and manmade oil spills. A long-term dataset (2000-2012) of synthetic aperture radar measurements from both RADARSAT satellites (766) is leveraged to investigate the spatial-temporal distribution of oil slicks (14,210) in this region. The present study has a threefold goal: (1) describe the monitoring strategy completed by Pemex and the information produced during such monitoring; (2) investigate the spatial-temporal distribution of the oil slicks observed in Campeche Bay, centering on aspects related to their occurrence; and (3) demonstrate the usefulness of RADARSAT-derived information in the execution of effective long-term environmental applications to locate seeps and spills on the sea surface. The observations confirm the massive oil input contribution of the Cantarell Oil Seep to the Campeche Bay. Oil spills (96%) usually occur in water depths shallower than 100m, whereas oil seeps (63%) commonly occur in waters deeper than 1,000m. The successful long-term application of RADARSAT-derived information has been shown.",,,,,,,,,12,0,0,0,2,0,14,,,0703-8992,1712-7971,,,,,,,,,,"Univ Fed Rio de Janeiro, Inst Alberto Luiz Coimbra Posgrad & Pesquisa Engn, Lab Sensoriamento Remoto Radar Aplicado Ind Petr, PEC,Lab Metodos Computac Engn LAMCE,Ctr Tecnol,Il, Bloco I,Sala 214,Avd Athos da Silveira Ramos 149, BR-21941909 Rio De Janeiro, RJ, BrazilUniv Miami, Rosenstiel Sch Marine & Atmospher Sci, Dept Ocean Sci, 4600 Rickenbacker Causeway, Miami, FL 33149 USA",,,,2016-07-20,WOS:000378722500012,,
J,"Zachert, H.; Wichtmann, T.; Kudella, P.; Triantafyllidis, T.",,,,"Zachert, Hauke/AAI-4272-2020",,,,,,Inspection of a high-cycle accumulation model for sand based on recalculations of a full-scale test on a gravity base foundation for offshore wind turbines,,,,,,,,COMPUTERS AND GEOTECHNICS,,,,126,,,,,,103727,,,10.1016/j.compgeo.2020.103727,,,,,,,Article,OCT 2020,2020,"Offshore wind turbines (OWT) are generally founded on piles or gravity base foundations. Up to now, there is a lack of validated and standardized analysis procedures for such foundations, especially for the serviceability limit state, i.e. for the prediction of accumulated deformations. In order to gain experience on the behaviour of a OWT gravity base foundation under typical offshore loading conditions, a full-scale test has been performed near the shore of the North Sea. The test foundation was subjected to about 1.5 million load cycles simulating several storm events. The foundation and the sandy subsoil have been extensively instrumented so that a large amount of measured data on the cyclic soil-structure interaction were collected. Meanwhile, a numerical procedure for the proof of the serviceability for OWT foundations was developed. The procedure is based on finite element (FE) calculations in combination with a high-cycle accumulation (HCA) model. The application of the HCA model in simulations of the full-scale test is described in this contribution. The essential simplification of the subsoil and the determination of the input parameters for the FE simulations are shown. The settlements, pore water pressures and soil pressures predicted by the HCA model are compared to the measurements.",,,,,,,,,10,0,0,0,0,0,10,,,0266-352X,1873-7633,,,,,,,,,,"Tech Univ Darmstadt, Inst Geotech, Franziska Braun Str 7, D-64287 Darmstadt, GermanyRuhr Univ Bochum, Chair Soil Mech, Fdn Engn & Environm Geotech, Univ Str 150, D-44801 Bochum, GermanyKarlsruhe Inst Technol KIT, Inst Soil Mech & Rock Mech, Engler Bunte Ring 14, D-76131 Karlsruhe, GermanyUniv Patras, Dept Civil Engn, Patras, Greece",,,,2020-09-15,WOS:000565169300001,,
J,,,,,,,,,Fábio Roberto Chavarette; Rafael Sanches Eller,,Analysis of the dynamics of vibrations in a fixed oil platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,Awarded Grant,Aug 01 2018,2018,"The objective of this research project is to study the nonlinear dynamic behavior of an offshore oil platform, subject to a periodic excitation representing the action of ocean waves. As the main expected result, we intend to verify the existence of periodic, multi-periodic, quasi-periodic and chaotic solutions. (AU)",,,,,,,,,0,0,0,0,0,0,0,,,,,,18/06572-0,,,,,,,,"Faculdade de Engenharia (FEIS). Universidade Estadual Paulista (UNESP). Campus de Ilha Solteira. Ilha Solteira , SP, BrazilFaculdade de Engenharia (FEIS). Universidade Estadual Paulista (UNESP). Campus de Ilha Solteira. Ilha Solteira , SP, Brazil","Faculdade de Engenharia (FEIS). Universidade Estadual Paulista (UNESP). Campus de Ilha Solteira. Ilha Solteira , SP, BrazilFaculdade de Engenharia (FEIS). Universidade Estadual Paulista (UNESP). Campus de Ilha Solteira. Ilha Solteira , SP, Brazil",,,2023-12-08,GRANTS:16356502,,
J,"Grant, A; Briggs, AD",,,,"Grant, Alastair/L-7301-2018","Grant, Alastair/0000-0002-1147-2375",,,,,Toxicity of sediments from around a North Sea oil platform: are metals or hydrocarbons responsible for ecological impacts?,,,,,,,,MARINE ENVIRONMENTAL RESEARCH,,,,53,1,,,95,116,,,,10.1016/S0141-1136(01)00114-3,,,,,,,Article,FEB 2002,2002,"Discharges of contaminated drill cuttings have caused appreciable ecological change of the benthos adjacent to many oil and gas platforms in the North Sea. Many platforms have large piles of cuttings lying beneath them and these probably present the greatest potential hazard to the environment during platform decommissioning and removal. There is, however, a lack of consensus on which aspects of drill cuttings are responsible for the adverse ecological effects. This hinders risk assessment of management options. Here we report data on the toxicity of sediments from around the North West Hutton platform to the amphipod Corophium volutator, the polychaete Arenicola marina and the Microtox (R), acute test system. Sediment was acutely toxic to Corophium out as far as 600 m from the platform. Sediment from 100 in from the platform remained acutely toxic to Corophium when 3% contaminated sediment was mixed with clean sediment. A 10% dilution of this sediment also inhibited Arenicola feeding almost completely. Sediment elutriates did not inhibit Microtox light output, but organics extracted by dichloromethane were very toxic. Fifteen minute EC50 values were as low as 0.25 mg ml(-1) and were strongly correlated with hydrocarbon concentrations. Metal concentrations in whole sediments were correlated with their toxicity to Corophium but the relationship was much weaker when data on dilutions were included. Except at sites immediately adjacent to the platform, metal concentrations were well below ERL values from the literature, so were too low to explain sediment toxicity. Toxicity of sediments to Corophium was closely correlated with their hydrocarbon content, even when tests on dilutions were included in the analysis. We conclude that hydrocarbons are the most significant cause of toxicity in these sediments contaminated with oil based drill cuttings and that polar organics, sulphide, ammonia and other water soluble substances are of much lower significance. Applying OSPAR guidelines to our data on the toxicity of cuttings pile material to Corophium data would give a maximum allowable concentration of 0.03% in clean sediments. The Microtox data indicate that sediments from deeper in the pile would require an even greater dilution than this. (C) 2001 Elsevier Science Ltd. All rights reserved.",,,,,,,,,91,3,0,0,62,2,101,,,0141-1136,,,,,,,,,,,"Univ E Anglia, Sch Environm Sci, Norwich NR4 7TJ, Norfolk, England",,,,2002-02-01,WOS:000172558400007,11767256,
