Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,
J,Qi Qing-hua; Cai Rong-shuo; Yan Xiu-hua,,,,,,,,,,Discussion on climate change and marine disaster risk governance in the coastal China seas,,,,,,,,Marine Science Bulletin (Beijing),,,,38,4,,,361,367,,,,10.11840/j.issn.1001-6392.2019.04.001,,,,,,,Article,AUG 2019,2019,"Based on lasted observations and research literatures, the variations of the key environmental hazard elements in the coastal China seas (CCS)such as sea level, sea surface temperature, super typhoons, storm surges and red tides, as well as total economic losses of marine disasters under the climate change in the recent decades was briefly analyzed. The results show that in the past 40 years, sea level and surface temperature in the CCS have increased significantly, with the rate of 3.3 mm/ year and 0.016 degrees C/ year, respectively, higher than the global average and the historical mean in the CCS. The record-breaking SST along the coastal China in 2017 was the highest observation since 1960. The frequency of disasters caused by super-typhoons, storm surges and red tides has increased significantly since 2000. Under the influence of changes in the key marine environmental hazards and extreme events such as super typhoons and storm surges, the exposure of the coastal China areas has amplified greatly. With the improvement of marine disaster prevention and reduction measures in the coastal China area, the economic loss of marine disasters has been decreasing in the past 30 years. However, it is worth pointing out that the annual total economic loss of various marine disasters is still as much as 10 billion RMB (about 12 billion RMB of direct economic loss per year), of which the total economic loss reached the largest in 2005, about 33.2 billion RMB. This is closely related to the intensity of the disasters and the superposition and amplification effect of multiple disasters. Based on the risk of climate-related impacts from the interaction of climate-related hazard with the exposure and vulnerability of coastal human and natural systems in coastal areas, this paper further analyzes the characteristics of marine disaster risks in the coastal China areas under the background of climate change. And some scientific issues concerning marine disaster monitoring, prediction, early warning and capacity building of marine risk governance are discussed in order to provide scientific reference for the sustainable development of economy and society in the coastal China areas.",,,,,,,,,4,13,0,0,1,0,17,,,1000-9620,1000-9620,,,,,,,,,,"Minist Nat Resources, Inst Oceanog 3, Marine Environm Management and Sustainable Dev Res, Xiamen 361005, Fujian, Peoples R China",,,,2019-11-21,BCI:BCI201900981608,,
J,"Kang, Daeseok",,,,,,,,,,Emergy-Based Value of the Contributions of the Youngsan River Estuary Ecosystem to the Korean Economy,,,에머지 방법론을 이용한 영산강 하구생태계의 기여 가치 평가,,,,,JOURNAL OF THE KOREAN SOCIETY OF OCEANOGRAPHY,바다,,,18,1,,,13,20,,,,,,,,,,,research-article,2013,2013,"An emergy concept was used to evaluate the contributions of the Youngsan River Estuary to the Korean economy from systems and ecosystem service perspectives. Total emergy input to the estuary was 9.42×1020 sej/yr with the chemical potential of river inflow accounting for 73% of the total and tidal energy for the remaining 27%, reflecting the unique environmental characteristics of estuaries where rivers meet sea. From the systems perspective, the estuary ecosystem contributed 179.9 billion em\/yr (14.91 million em\/ha/yr or 13,526 em$/ha/yr). Four ecosystem services of the Youngsan River Estuary were selected for the emergy evaluation: fishery production, pollutant removal, aesthetic function, and scientific research information. Aesthetic function contributed the most to the Korean economy with 179.9 billion em\/yr, followed by fishery production (101.1 billion em\/yr), pollutant removal (32.6 billion em\/yr), and scientific research information (934 million em\/yr). Emergy-based values of the selected ecosystem services of the estuary were higher than those calculated by economic methodologies.",,,,"에너지 관점에서 생태계의 가치를 평가하는 에머지 개념과 방법론을 이용하여 영산강 하구해역 생태계가 우리 경제에 기여하는 가치를 시스템 관점과 생태계 서비스 관점에서 평가하였다. 하천과 바다가 만나서 형성되는 하구생태계의 특성을 반영하여 하천의 화학에너지가 유입에머지 총량(9.42×1020 sej/yr)의 73%로 가장 많은 에머지를 공급하였으며, 조석에너지는 27%를 기여하였다. 영산강 하구생태계로 유입하는 자연환경에너지를 이용하여 시스템 관점에서 영산강 하구가 경제에 기여하는 가치를 평가한 결과 약 1,799억 em\/yr(1,491만 em\/ha/yr 또는 13,526 em$/ha/yr)으로 나타났다. 영산강 하구생태계가 제공하는 서비스의 가치는 수산물생산, 오염정화, 심미 기능, 과학연구의 네 가지만을 대상으로 평가하였다. 이 가운데 심미 기능의 가치가 1,799억 em\/yr으로 가장 높았으며, 수산물생산(1,011억 em\/yr), 오염정화(326억 em\/yr), 과학연구(9.3억 em\/yr)의 순으로 나타났다. 에너지를 이용하여 자연환경과 경제활동을 평가하는 에머지 방법론의 특성을 반영하여 이 연구에서 평가한 영산강 하구의 생태계 서비스 가치는 경제학적 방법을 이용한 평가보다 높았다.",,,,,0,0,0,0,0,0,0,,,1226-2978,,,,,,,,,,,,,,,2014-03-13,KJD:ART001769018,,
J,"Locatelli, Bruno; Catterall, Carla P.; Imbach, Pablo; Kumar, Chetan; Lasco, Rodel; Marin-Spiotta, Erika; Mercer, Bernard; Powers, Jennifer S.; Schwartz, Naomi; Uriarte, Maria",,,,"Rodel, Lasco/AAA-6206-2022; Locatelli, Bruno/C-9957-2009; Catterall, Carla/K-7996-2017","Rodel, Lasco/0000-0003-3675-4237; Locatelli, Bruno/0000-0003-2983-1644; Catterall, Carla/0000-0002-1914-0455; Imbach, Pablo/0000-0003-4078-6063; Marin-Spiotta, Erika/0000-0001-7343-9354; Kumar, Chetan/0009-0003-2550-2517",,,,,Tropical reforestation and climate change: beyond carbon,,,,,,,,RESTORATION ECOLOGY,,,,23,4,,,337,343,,,,10.1111/rec.12209,,,,,,,Article,JUL 2015,2015,"Tropical reforestation (TR) has been highlighted as an important intervention for climate change mitigation because of its carbon storage potential. TR can also play other frequently overlooked, but significant, roles in helping society and ecosystems adapt to climate variability and change. For example, reforestation can ameliorate climate-associated impacts of altered hydrological cycles in watersheds, protect coastal areas from increased storms, and provide habitat to reduce the probability of species' extinctions under a changing climate. Consequently, reforestation should be managed with both adaptation and mitigation objectives in mind, so as to maximize synergies among these diverse roles, and to avoid trade-offs in which the achievement of one goal is detrimental to another. Management of increased forest cover must also incorporate measures for reducing the direct and indirect impacts of changing climate on reforestation itself. Here we advocate a focus on climate-smart reforestation, defined as reforesting for climate change mitigation and adaptation, while ensuring that the direct and indirect impacts of climate change on reforestation are anticipated and minimized.",,,,,,,,,100,4,0,0,53,3,111,,,1061-2971,1526-100X,,,,,,,,,,"CIRAD, Montpellier, FranceCIFOR, Lima, PeruGriffith Univ, Griffith Sch Environm, Nathan, Qld 4111, AustraliaCATIE, Climate Change Program, Cartago, Costa RicaIUCN, Global Forest & Climate Change Programme, Washington, DC USAICRAF, Los Banos, PhilippinesUniv Wisconsin, Dept Geog, Madison, WI 53706 USAMercer Environm Associates, Sleaford, EnglandUniv Minnesota, Dept Ecol Evolut & Behav, St Paul, MN 55108 USAUniv Minnesota, Dept Plant Biol, St Paul, MN USAColumbia Univ, Dept Ecol Evolut & Environm Biol, New York, NY USA",IUCNMercer Environm Associates,,,2015-07-01,WOS:000358127300002,,
J,"Huang, Qiu Ying",,,,,,,,,,Study on environmental impact of fpso in south china sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissertation/Thesis,Jan 01 2011,2011,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,"Wuhan University of Technology (People's Republic of China), Peoples Rep. of China",Wuhan University of Technology (People's Republic of China),,,,PQDT:67508433,,
J,"Uddin, Saif; Behbehani, Montaha",,,,"Uddin, Saif/J-4772-2013","Uddin, Saif/0000-0003-4698-2225",,,,,"Concentrations of selected radionuclides and their spatial distribution in marine sediments from the northwestern Gulf, Kuwait",,,,,,,,MARINE POLLUTION BULLETIN,,,,127,,,,73,81,,,,10.1016/j.marpolbul.2017.11.052,,,,,,,Article,FEB 2018,2018,"This study focuses on creating a baseline for K-40 (210)pb, Cs-137, Sr-90, Ra-226, Ra-228, U-238, U-235, U-234, Pu239 + 240, Pu-238 in marine sediments in the northwestern Gulf. The respective measured concentration ranges were 386-489, 32.3-48.8, 1.5-2.9, 4.53-5.42, 18.3-23.1, 18.8-23.0, 22.3-30.5, 0.99-1.33, 25.6-34.8, 0.30-0.93, and 0.0008-0.00018 Bq kg(-1). The levels of these radionuclides are generally comparable to values reported for other marine waters in the northern hemisphere. The Cs-137 activity in the Gulf sediments offshore Kuwait is an order of magnitude lower compared to sediments from northeastern Iran. Other than that finding, no hot spots were observed in sediments adjacent to power and desalination plants, oil and gas industrial activities or wastewater treatment facilities. These data will serve as a baseline to gauge possible future inputs of radionuclides in the northern Gulf. The calculated average ratio of U-235/U-238 activity in the area is in agreement with the reported figure of the natural uranium ratio, suggesting the absence of depleted uranium (DU) at all the stations. The low concentration of Pu239 + 240 suggests that there is no significant source of plutonium except that from atmospheric fallout from weapon testing and possible dry deposition via long-range dust transport.",,,,,,,,,20,3,0,0,12,1,23,,,0025-326X,1879-3363,,,,,,,,,,"Kuwait Inst Sci Res, Safat, Kuwait",,,,2018-04-06,WOS:000427332900009,29475717,
C,"Pal, Rajput Krishna; Srikanth, Narasimalu; Lakshmanan, Kannappan",,,IEEE,"Narasimalu, Srikanth/AAL-9736-2020","Narasimalu, Srikanth/0000-0002-7168-5006",,,,,Tidal Resource Modeling: Alderney Race,,,,,,,,"2018 ASIAN CONFERENCE ON ENERGY, POWER AND TRANSPORTATION ELECTRIFICATION (ACEPT)",,,,,,,,,,,,,,,,,,,,Proceedings Paper,2018,2018,"When we consider sea as a source of energy, tidal energy is one of the most assuring and doable options for extracting energy from the sea. The thrusting force behind the coastal hydrodynamics comes majorly from tides and their interaction with diverse coastal boundaries and it also depends on the seabed profile. The seabed profile and composition give rise to a surface roughness profile which creates a drag force on the flow and modifies the velocity field [1]. These complex characteristics are simplified to a certain level by dividing the tides effect into certain harmonic tidal constants which occurs as a combination of amplitude and phase. Alderney Race (between the islands of Alderney and the cape of La Hague, France) is one of such vital locations where tidal energy can be extracted at a large scale. In our study, the ocean boundaries are mainly forced by 8 tidal constants (K1, K2, M2, N2, O1, P1, Q1, S2) that provide motion to ocean water. These tidal constants are predicted from the LeProvost Tidal Database which is a set of. legi files and was defined for the entire globe. Also, a quadratically varying friction coefficient function was employed to compensate for the seabed surface roughness. A finite element based 2-dimensional modeling (Advance circulation-ADCIRC) was conducted to estimate the tidal energy density in the region of Alderney Race. This model was validated with the field data collected at certain locations in Singapore and this formed a base for the validity of this model. The estimation of the average power density (APD) is derived from the velocity field, knowing APD to be proportional to the cube of the velocity value. The velocity field and tidal elevation calculated by the model are within the suitable limits as compared with the field data. This paper introduces a unique way of forecasting tidal energy power density using the open source software models and data sources with a maximum level of resolution. The data helps to site the higher tidal energy sites in a remote ocean location and thereby helps to minimize the deployment costs.",,,,,"Asian Conference on Energy, Power and Transportation Electrification (ACEPT)Asian Conference on Energy, Power and Transportation Electrification (ACEPT)","OCT 30-NOV 02, 2018OCT 30-NOV 02, 2018",,"Singapore, SINGAPORESingapore, SINGAPORE",1,0,0,0,0,0,1,,,,,978-1-5386-8136-7,,,,,,,,,"Nanyang Technol Univ, Energy Res Inst, Singapore, Singapore",,,,2019-02-27,WOS:000458411400056,,
C,"Hadi, Samsul; Budiastuti, Sri; Fajarningsih, Rhina Uchyani",,,,,"HADI, SAMSUL/0009-0009-7048-3427","Romaidi; Wahyudi, D; Daryono, RNH; Yusnawan, E; Kikuchi, A",,,,Biomass and Carbon Storage of Jor Bay Mangrove Forest in East Lombok,,,,,,,,INTERNATIONAL CONFERENCE ON BIOLOGY AND APPLIED SCIENCE (ICOBAS),,AIP Conference Proceedings,,2120,,,,,,40023,,,10.1063/1.5115661,,,,,,,Proceedings Paper,2019,2019,"Mangrove has various types of environmental services, one of them is the absorption of carbon dioxide (CO2). The absorption of CO2 is utilized by mangroves in the process of photosynthesis which is then stored in the form of biomass. The aim of this paper was to evaluate the number of carbon storages based on the biomass content of each mangrove species. The study used a survey method on 6 observation stations and used a purposive sampling technique by considering the type and Diameter of Breast Height (DBH). Determination of biomass by non-destructive measurement, by measuring DBH (1.3m), then calculated by allometric equation and estimation of carbon storage based on 50% of the biomass content. The results showed that there were 6 mangrove species namely Sonneratia alba as the highest contributor of carbon storage in mangrove forest Jor Bay, followed by Avicennia marina, Rhizophora stylosa, Ceriops decandra, Rhizophora apiculata, and Rhizophora mucronata with carbon storage of 19.92 Mg ha(-1), 2.33 Mg ha(-1), 0.43 Mg ha(-1), 0.14 Mg ha(-1), 0.04 Mg ha(-1), and 0.04 Mg ha(-1), respectively. Generally, carbon storage in this region is relatively low, so that its management is expected to be increased to achieve maximum environmental services.",,,,,International Conference on Biology and Applied Science (ICOBAS)International Conference on Biology and Applied Science (ICOBAS),"MAR 13-14, 2019MAR 13-14, 2019",,"Malang, INDONESIAMalang, INDONESIA",0,0,0,0,0,0,0,,,0094-243X,,978-0-7354-1860-8,,,,,,,,,"Univ Sebelas Maret, Postgrad Sch, Dept Environm Sci, Surakarta, IndonesiaUniv Sebelas Maret, Postgrad Sch, Environm Sci, Surakarta, IndonesiaUniv Sebelas Maret, Fac Agr, Surakarta, Indonesia",,,,2020-01-31,WOS:000507519000060,,
J,"Caserini, Stefano; Dolci, Giovanni; Azzellino, Arianna; Lanfredi, Caterina; Rigamonti, Lucia; Barreto, Beatriz; Grosso, Mario",,,,"rigamonti, lucia/E-3943-2016; Grosso, Mario/H-4141-2019; Azzellino, Arianna/O-5274-2019","rigamonti, lucia/0000-0001-5468-9577; Grosso, Mario/0000-0001-8953-636X; Azzellino, Arianna/0000-0003-1065-9469; Lanfredi, Caterina/0000-0002-5707-5383; Caserini, Stefano/0000-0002-7937-9206; Dolci, Giovanni/0000-0002-8273-3165; Beccari Barreto, Beatriz/0000-0002-4193-0242",,,,,Evaluation of a new technology for carbon dioxide submarine storage in glass capsules,,,,,,,,INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,,,,60,,,,140,155,,,,10.1016/j.ijggc.2017.03.007,,,,,,,Article,MAY 2017,2017,"The paper describes the energy and environmental evaluation of a new patented process for the storage of liquid carbon dioxide (CO2) in glass capsules on the deep seabed. This technology is proposed as a safe option to store CO2 captured from flue gas of industrial processes and power plants, as well as directly from the atmosphere, in order to overcome the obstacles that still today limit the commercial deployment of other CO2 storage techniques, such as the injection in saline aquifers. By keeping the liquid CO2 separated from the seawater, the technology might be an alternative that presents reduced risk associated with the storage in the marine environment when compared to other alternatives proposed in the past.A Life Cycle Assessment carried out with different combinations of the geographical and technological parameters showed an average impact of 0.10 tCO(2) eq per ton of stored CO2. The process with the highest impact was the capsule production, due mainly to the consumption of natural gas and electricity, as well as to calcination taking place during the production of glass. The availability of space in the seabed for submarine CO2 storage in capsules resulted a minor issue for the development of the technology. Close to most coastal areas where CO2 emission sources are located, large surfaces of the seabed at a suitable depth (between 1500 and 3000 m) and distance from the coast (< 200 km) suitable for this technology are available, and particularly in the Mediterranean and Black seas. A preliminary cost analysis resulted in an average CO2 levelized cost of US$17 per ton of CO2 delivered by the external source. (C) 2017 Elsevier Ltd. All rights reserved.",,,,,,,,,8,0,0,0,1,0,9,,,1750-5836,1878-0148,,,,,,,,,,"Politecn Milan, Dipartimento Ingn Civile & Ambientale, Milan, Italy",,,,2017-06-14,WOS:000402348800012,,
J,"Hong, Y.; Wang, L. Z.; Ng, Charles W. W.; Yang, B.",,,,,,,,,,Effect of initial pore pressure on undrained shear behaviour of fine-grained gassy soil,,,,,,,,CANADIAN GEOTECHNICAL JOURNAL,,,,54,11,SI,,1592,1600,,,,10.1139/cgj-2017-0015,,,,,,,Article; Proceedings Paper,NOV 2017,2017,"Many of the world reserves of fossil fuels are located at various water depths in fine-grained sediment under the seabed. The fine-grained sediment contains relatively large biogas bubbles, which has been posing challenges to the stability of offshore foundations supporting oil and gas platforms. Although fine-grained gassy soil was found to exhibit different undrained shear strengths (c(u)) by altering the initial pore pressure, u(i) (relevant to water depth), systematic studies concerning the effect of u(i) on undrained shear behaviours of the soil are still lacking. This study reports a series of undrained triaxial tests aiming to compare and investigate the responses of reconstituted fine-grained gassy soil with the same consolidation pressure (p(c)'), but at a wide range of varying u(i) (0-1000 kPa). The shearing-induced excess pore pressure (Delta u) in the gassy specimens highly depends on u(i). It can be either smaller than that of the saturated specimen with the same p(c)' (due to partial dissipation of Delta u into relatively large bubbles at low u(i)) or larger than that of the saturated specimen (related to collapse of relatively small bubbles at high u(i)). Consequently, the presence of bubbles had beneficially increased cu at relatively low u(i) (u(i)/p(c)' < 0.6), and vice versa. The critical stress ratio of the reconstituted fine-grained gassy soil, however, did not appear to be altered by u(i).",,,,,2nd International Conference on Geoenergy and Geoevironment (GeGe)2nd International Conference on Geoenergy and Geoevironment (GeGe),"JUL, 2017JUL, 2017",,"Zhejiang Univ, Hangzhou, PEOPLES R CHINAZhejiang Univ, Hangzhou, PEOPLES R CHINA",43,8,0,0,0,0,46,,,0008-3674,1208-6010,,,,,,,,,,"Zhejiang Univ, Coll Civil Engn & Architecture, Key Lab Offshore Geotech & Mat Zhejiang Prov, Hangzhou 310058, Zhejiang, Peoples R ChinaHong Kong Univ Sci & Technol, Dept Civil & Environm Engn, Kowloon, Hong Kong, Peoples R ChinaZhejiang Univ, Coll Civil Engn & Architecture, Hangzhou 310058, Zhejiang, Peoples R China",,,,2017-11-19,WOS:000413922000007,,
J,"Kendall, Lindsay R.; Ewart, John W.; Ulrich, Paul N.; Marsh, Adam G.",,,,,,,,,,Low incidence and limited effect of the oyster pathogen dermo (Perkinsus marinus) on an artificial reef in Delaware's Inland Bays,,,,,,,,ESTUARIES AND COASTS,,,,30,1,,,154,162,,,,10.1007/BF02782975,,,,,,,Article,FEB 2007,2007,"Delaware's Inland Bays comprise a large estuarine system with a restricted access to the Atlantic Ocean (Indian River Inlet). As part of a local oyster stock enhancement and restoration effort, we conducted a survey for the protozoan pathogen Perkinsus marinus (Dermo) in oysters from a newly established reef. Using standardized methods for the polymerase chain reaction (PCR) amplification of the non-transcribed spacer (NTS) region, we were surprised to find no detectable titers of this pathogen in the 30 oysters sampled in the first year of the project. The detection threshold of the PCR coupled with chemiluminescent detection was 30 fg P. marinus NTS DNA. We were able to detect a trace presence of this pathogen in a few hard clams (Mercenaria mercenaria) from the same locale, indicating that a Perkinsus sp. was present in the Inland Bay system. Subsequent monitoring of the reef system using a fluid thioglycollate assay over 3 yr revealed no epizootic outbreaks of this pathogen within the planted oyster population. Two large mortality episodes that did appear in the oyster population were attributable to abiotic conditions and not pathogen exposure. This study emphasizes that all potential sources of mortality in the environment are important to consider when designing oyster seeding projects. In the Delaware Inland Bays, P. marinus does not appear to have a large enough oyster host population to become a significant disease threat at present. Because of the low parasite incidence levels in the Inland Bay system in 2000, the James Farm oyster reef restoration project presents an ideal model system to follow the population dynamics between an oyster-host population and a latent or reservoir pathogen population.",,,,,,,,,2,0,0,0,1,0,2,,,1559-2723,,,,,,,,,,,"Univ Delaware, Coll Marine Studies, Lewes, DE 19958 USA",,,,2007-02-01,WOS:000245134200015,,
