Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,
J,"Garzon-Garcia, Alexandra; Olley, Jon M.; Bunn, Stuart E.; Moody, Philip",,,,"Garzon-Garcia, Alexandra/N-5662-2014; Garzon-Garcia, Alexandra/AAU-2306-2021; Garzon-Garcia, Alexandra/F-3898-2012; Bunn, Stuart/B-9065-2008","Garzon-Garcia, Alexandra/0000-0002-6804-8890; Garzon-Garcia, Alexandra/0000-0002-6804-8890; Bunn, Stuart/0000-0002-6540-3586",,,,,"Gully erosion reduces carbon and nitrogen storage and mineralization fluxes in a headwater catchment of southeastern Queensland, Australia",,,,,,,,HYDROLOGICAL PROCESSES,,,,28,17,,,4669,4681,,,,10.1002/hyp.9974,,,,,,,Article,AUG 15 2014,2014,"Increased erosion associated with land use change often alters the flux of sediments and nutrients, but few studies have looked at the interaction between these disrupted cycles. We studied the effects of gully erosion on carbon and nitrogen storage in surface soil/sediment and herbaceous vegetation and on C and N mineralization in a headwater catchment used for cattle grazing. We found significantly lower C and N stored in an incising gully compared with an intact valley. This storage was significantly higher in an adjacent stabilizing gully, although not to the levels found in the intact valley. The intact valley had two to four times higher soil/sediment concentrations of total organic C, total N and Colwell extractable P than the incising gully. Lower storage was not explained by differences in vegetation biomass density or silt and clay content. Vegetation accounted for only 8% of C and 2% of N storage. Although not a significant store in itself, vegetation has an important indirect role in restoring and maintaining soil/sediment C and N stocks in eroding areas. We found significant linear relationships between C and N mineralization rates and soil/sediment C and N content, with lower rates occurring in the eroded sediment. These findings support our initial hypothesis that gully erosion reduces C and N storage and mineralization rates in eroding catchments. The implications of this study include a change to the quality of eroded sediments in headwater catchments, causing C-poorer and N-poorer sediments to be exported but overall loads to increase. Copyright (C) 2013 John Wiley & Sons, Ltd.",,,,,,,,,12,0,0,0,8,0,12,,,0885-6087,1099-1085,,,,,,,,,,"Griffith Univ, Australian Rivers Inst, Brisbane, Qld 4111, AustraliaEcosci Precinct, Dept Sci Informat Technol Innovat & Arts DSITIA, Brisbane, Qld 4102, Australia",Ecosci Precinct,,,2014-09-17,WOS:000340611500001,,
J,KITAGAWA D; ISHITO Y; OKUYAMA Y; SAKURAI Y; INADA T,,,,,,,,,,PREYS DISCARDED BY THE JAPANESE COMMON SQUID TODARODES-PACIFICUS OCCURRING IN THE STOMACHS OF BROWN HAKELING PHYSICULUS-MAXIMOWICZI,,,,,,,,Bulletin of Tohoku National Fisheries Research Institute,,,,,54,,,59,66,,,,,,,,,,,Article,1992,1992,"A total of 18 investigations by trammel net were carried out at the artificial reef, natural reef and sandy bottom areas off Otsuchi Bay in Northeastern Japan, from May 1987 to March 1990. In the examinations of the stomach contents, the heads of the Sardine, Sardinops melanostictus, and the Anchovy, Engraulis japonica, frequently occurred in the stomachs of the Brown Hakeling, Physiculus maximowiczi. The shape of the cut heads is similar to those which the Japanese common squid, Todarodes pacificus, discarded when it was the predator of the Sardine or the Achovy in the tank. So it was thought that the Brown hakeling fed on the prey discarded by the Japanese common squid in the ocean. The heads of the Sardine and the Anchovy were mainly preyed on by the Brown Hakeling from July to November. The ranges of body length back-calculated from the head length, were 101 to 129 mm in the Anchovy and 140 to 214 mm in the Sardine. From this result, it is thought that the Japanese common squid discards the head when it preyed on fish longer than 100 mm in body length.",,,,,,,,,0,0,0,,0,0,0,,,0049-402X,,,,,,,,,,,"TOHOKU NATL FISHERIES RES INST, HACHINOHE BRANCH, 25-259 SHIMOMEKURAKUBO, SAME, HACHINOHE, AOMORI 031, JAPAN",,,,1992-01-01,BCI:BCI199294118287,,
J,"Graham, Gordon Michael",,,,,,,,,,A mechanistic examination of the factors influencng downhole baso4 oilfield scale inhibitors and the design of new species,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissertation/Thesis,Jan 01 1994,1994,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,"Heriot-Watt University (United Kingdom), Petroleum Engineering, Scotland",Heriot-Watt University (United Kingdom),,,,PQDT:67779128,,
J,"Huang, C. H.",,,,,,,,,,Derivation of exemption formulas for air quality regulatory applications,,,,,,,,JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION,,,,65,3,,,358,364,,,,10.1080/10962247.2014.993003,,,,,,,Article,MAR 2015,2015,"The regulatory agencies and the industries have the responsibility for assessing the environmental impact from the release of air pollutants, and for protecting environment and public health. The simple exemption formula is often used as a criterion for the purpose of screening air pollutants. That is, the exemption formula is used for air quality review and to determine whether a facility applying for and described in a new, modified, or revised air quality plan is exempted from further air quality review. The Bureau of Ocean Energy Management's (BOEM) air quality regulations are used to regulate air emissions and air pollutants released from the oil and gas facilities in the Gulf of Mexico. If a facility is not exempt after completing the air quality review, a refined air quality modeling will be required to regulate the air pollutants. However, at present, the scientific basis for BOEM's exemption formula is not available to the author. Therefore, the purpose of this paper is to provide the theoretical framework and justification for the use of BOEM's exemption formula. In this paper, several exemption formulas have been derived from the Gaussian and non-Gaussian dispersion models; the Gaussian dispersion model is a special case of non-Gaussian dispersion model. The dispersion parameters obtained from the tracer experiments in the Gulf of Mexico are used in the dispersion models. In this paper, the dispersion parameters used in the dispersion models are also derived from the Monin-Obukhov similarity theory. In particular, it has been shown that the total amount of emissions from the facility for each air pollutant calculated using BOEM's exemption formula is conservative.Implications:The operation of offshore oil and gas facilities under BOEM's jurisdiction is required to comply with the BOEM's regulations. BOEM's air quality regulations are used to regulate air emissions and air pollutants released from the oil and gas facilities in the Gulf of Mexico. The exemption formulas have been used by BOEM and other regulatory agencies as a screening tool to regulate air emissions emitted from the oil and gas and other industries. Because of the BOEM's regulatory responsibility, it is important to establish the scientific basis and provide the justification for the exemption formulas. The methodology developed here could also be adopted and used by other regulatory agencies.",,,,,,,,,0,0,0,0,0,0,0,,,1096-2247,2162-2906,,,,,,,,,,"Gulf Mexico Outer Continental Shelf Reg, Bur Ocean Energy Management, New Orleans, LA 70123 USA",Gulf Mexico Outer Continental Shelf Reg,,,2015-03-25,WOS:000350138800013,25947131,
C,"Wei, Rupeng; Yang, Lei; Zhao, Jiafei; Wang, Ji; Wang, Youle; Ling, Zheng; Li, Yanghui; Yang, Mingjun; Song, Yongchen",,,,"LI, Yanghui/HTL-2243-2023; Song, Yongchen/HCH-9817-2022; Yang, Lei/AAP-2472-2020; Ling, Zheng/L-8959-2019","Yang, Lei/0000-0003-1885-1789; Ling, Zheng/0000-0002-3735-6516","Yan, J; Yang, HX; Li, H; Chen, X",,,,Evolution of effective thermal conductivity during hydrate formation and decomposition in natural sediments,,,,,,,,INNOVATIVE SOLUTIONS FOR ENERGY TRANSITIONS,,Energy Procedia,,158,,,,5825,5831,,,,10.1016/j.egypro.2019.01.545,,,,,,,Proceedings Paper,2019,2019,"Gas hydrates are regareded as a potential alternative energy sources for sustainable development. Thermal properties of gas hydrate-bearing sediments directly govern the heat transfer process during hydrate decomposition which couples with phase transitions and multiphase flows. Latest database on the thermal properties of natural sediments containing gas hydrates still remains limited. Here we report on point heat source measurements of the effective thermal conductivity of hydrate-bearing sediments through a thermistor-based method and evaluation of existing models. Effective thermal conductivity of water saturated natural sediments and partially saturated hydrate-sediment are obtained, showing a significant effect of compaction on the effective thermal conductivity of the sediments. The evolution of thermal conductivity during hydrate formation, decomposition and reformation indicates that the variation of the components in the pores could play a crucial role in the effective thermal conductivity. A higher saturation of hydrates in the pores and a smaller porosity could contribute to a better thermal conductivity. The evolution of the effective thermal conductivity with hydrate formation and decomposition also demonstrates a temperature dependence. Moreover, the reformation process after hydrates are fully decomposed significantly impacts the variation of the effective thermal conductivity, which could be attributed to the solution migration during decomposition and the local inhomogeneity of hydrate reformation. The slightly increase in the thermal conductivity below zero degree Celsius implies the small fraction of ice generation during the cooling process. The results could provide some insights into the effect of hydrate formation and decomposition on the effective thermal conductivity of natural sediments, which would be helpful in the heat transfer evaluation and gas production simulation in the field test. (C) 2019 The Authors. Published by Elsevier Ltd.",,,,,10th International Conference on Applied Energy (ICAE)10th International Conference on Applied Energy (ICAE),"AUG 22-25, 2018AUG 22-25, 2018","Appl Energy Innovat Inst; Malardalen Univ, Future Energy Ctr; Elsevier; Solar Energy Soc Hong Kong; CSEE Journal Power & Energy Syst; UNiLABAppl Energy Innovat Inst; Malardalen Univ, Future Energy Ctr; Elsevier; Solar Energy Soc Hong Kong; CSEE Journal Power & Energy Syst; UNiLAB","Hong Kong, HONG KONGHong Kong, HONG KONG",6,0,0,0,0,0,6,,,1876-6102,,*****************,,,,,,,,,"Dalian Univ Technol, Minist Educ, Key Lab Ocean Energy Conservat, Dalian 116023, Peoples R ChinaChina Ship Design & Res Ctr Co Ltd, Tianjin, Peoples R ChinaXingang Shipbldg Heavy Ind Co, Xingang, Peoples R China",China Ship Design & Res Ctr Co LtdXingang Shipbldg Heavy Ind Co,,,2019-07-02,WOS:000471031706031,,
B,"Wang, Autumn Q.",,,,,,,,,,"Stratigraphic, Diagenetic and Geochemical Study of Cretaceous Strata in Central Saskatchewan",,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissertation/Thesis,Jan 01 2010,2010,,,,,,,,,,0,0,0,0,0,0,0,,,,,978-0-494-79906-2,,,,,,,,,"The University of Regina (Canada), Saskatchewan, Canada",The University of Regina (Canada),,,,PQDT:68958158,,
J,,,,,,,,,"Meiburg, Eckart",,NSF-BSF: Multiphase transport processes with phase change in stratified hypersaline lakes: A combined computational and field investigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,Awarded Grant,Mar 01 2020,2020,"Earth's crust contains numerous large-scale salt deposits that are up to a kilometer thick. These deposits are of great importance for engineering applications such as mineral extraction and oil and gas exploration, and for understanding the processes that have governed the oceans throughout Earth's history. However, the formation and structure of these large salt deposits are at present poorly understood. Today, the Dead Sea is the only deep lake in the world in which salt crystals form and create a growing deposit on the seafloor. This dynamic environment provides a unique natural laboratory for exploring the multiphase transport processes with phase change that create such salt deposits. This project will undertake a comprehensive investigation that combines an extensive field campaign by the Geological Survey of Israel with detailed large-scale computer simulations and theoretical analysis at the University of California, Santa Barbara. The research will train US engineering and geology students in the interdisciplinary areas of environmental model development, computational multiphase fluid dynamics, and large-scale simulations on parallel computer architectures. Student exchanges will take place between UCSB and the Dead Sea Observatory, and the investigators will hold lecture series at both institutions. An international workshop on the physical transport processes governing the Dead Sea is planned. This project will explore and quantify the nonlinear interplay of the convective and diffusive transport of heat and salt. The project will explore how this transport is modulated by (1) phase change between dissolved and crystalline salt within the lake; (2) radiative heating/cooling, evaporation/salt rejection and wind stresses at the lake's surface; and (3) inflow of freshwater, sediment and/or brine. The governing dimensionless parameters will be identified, along with the quantitative ranges that apply to the Dead Sea, and the respective balances that govern the dynamics. In this way, the project will obtain quantitatively accurate scaling laws for these processes, and enable predictions for the evolution of the Dead Sea under a variety of different environmental forcings. Results will provide a predictive tool for managing water resources and useful information for advancing technologies related to mining and hydrocarbon exploration. This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",,,,,,,,,0,0,0,0,0,0,0,,,,,,1936258,,,,,,,,University of California-Santa Barbara,,,,2023-12-08,GRANTS:15125446,,
J,"Strand, Oivind; Leydesdorff, Loet",,,,"Leydesdorff, Loet/E-2903-2010","Leydesdorff, Loet/0000-0002-7835-3098; Strand, Oivind/0000-0001-7708-0422",,,,,"Where is synergy indicated in the Norwegian innovation system? Triple-Helix relations among technology, organization, and geography",,,,,,,,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,,,,80,3,,,471,484,,,,10.1016/j.techfore.2012.08.010,,,,,,,Article,MAR 2013,2013,"Using information theory and data for all (0.5 million) Norwegian firms, the national and regional innovation systems are decomposed into three subdynamics: (i) economic wealth generation, (ii) technological novelty production, and (iii) government interventions and administrative control. The mutual information in three dimensions can then be used as an indicator of potential synergy, that is, reduction of uncertainty. We aggregate the data at the NUTS3 level for 19 counties, the NUTS2 level for seven regions, and the single NUTS1 level for the nation. Measured as in-between group reduction of uncertainty, 11.7% of the synergy was found at the regional level, whereas only another 2.7% was added by aggregation at the national level. Using this Triple-Helix indicator, the counties along the west coast are indicated as more knowledge-based than the metropolitan area of Oslo or the geographical environment of the Technical University in Trondheim. Foreign direct investment seems to have larger knowledge spill-overs in Norway (oil, gas, offshore, chemistry, and marine) than the institutional knowledge infrastructure in established universities. The northern part of the country, which receives large government subsidies, shows a deviant pattern. (C) 2012 Elsevier Inc. All rights reserved.",,,,,,,,,42,0,1,0,4,1,45,,,0040-1625,1873-5509,,,,,,,,,,"Aalesund Univ Coll, Dept Int Mkt, N-6025 Alesund, NorwayUniv Amsterdam, Amsterdam Sch Commun Res ASCoR, NL-1012 CX Amsterdam, Netherlands",,,,2013-05-07,WOS:000316510300010,,
J,"Franklin, D.",,,,,"Franklin, Daniel/0000-0003-2605-1343",,,,,"Human skeletal remains from a multiple burial associated with the mutiny of the VOC Retourschip Batavia, 1629",,,,,,,,INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY,,,,22,6,,,740,748,,,,10.1002/oa.1235,,,,,,,Article,NOV-DEC 2012,2012,"On 4 June 1629, the Verenigde Oostindische Compagnie (VOC) Retourschip Batavia wrecked on Morning Reef in the Houtman Abrolhos, approximately 65?km off the Western Australian coast. The macabre events that followed the wrecking saw more than 100 individuals murdered over a three-month period by mutineers attempting to establish control of the surviving crew and passengers. The mutineers, however, never realised their ultimate objective of hijacking the anticipated rescue ship, and most were instead duly executed in the Abrolhos. Cultural and physical material directly associated with the Batavia mutiny has since been recovered, primarily from Beacon Island, which was the focal area of the mutinous attempts to establish control. Between 1960 and 1964, four individual burials were recovered on Beacon Island; a further six individuals were recovered from a multiple grave that was excavated in stages between 1994 and 2001. The focus of the present study, however, is to briefly describe the skeletal remains of the multiple burial individuals only, including their demographics (sex, age and stature) and descriptions of potential palaeopathology (trauma, nutritional deficiencies and disease). Osteological analyses indicated an unbalanced sex ratio in favour of males; the age at death distribution ranges from about 8 months to no older than 3549 years. It appears that prior to their untimely demise, the multiple burial individuals were mostly healthy, with relatively little evidence of disease, illness or ante-mortem trauma. Copyright (c) 2011 John Wiley & Sons, Ltd.",,,,,,,,,6,0,0,0,2,0,6,,,1047-482X,1099-1212,,,,,,,,,,"Univ Western Australia, Ctr Forens Sci, Crawley, WA 6009, Australia",,,,2013-01-16,WOS:000312546700009,,
J,"Al-Mamoori, Ahmed; Krishnamurthy, Anirudh; Rownaghi, Ali A.; Rezaei, Fateme",,,,"AL-MAMOORI, AHMED/A-6416-2016","AL-MAMOORI, AHMED/0000-0001-6897-8775",,,,,Carbon Capture and Utilization Update,,,,,,,,ENERGY TECHNOLOGY,,,,5,6,SI,,834,849,,,,10.1002/ente.201600747,,,,,,,Review,JUN 2017,2017,"In recent years, carbon capture and utilization (CCU) has been proposed as a potential technological solution to the problems of greenhouse-gas emissions and the ever-growing energy demand. To combat climate change and ocean acidification as a result of anthropogenic CO2 emissions, efforts have already been put forth to capture and sequester CO2 from large point sources, especially power plants; however, the utilization of CO2 as a feedstock to make valuable chemicals, materials, and transportation fuels is potentially more desirable and provides a better and long-term solution than sequestration. The products of CO2 utilization can supplement or replace chemical feedstocks in the fine chemicals, pharmaceutical, and polymer industries. In this review, we first provide an overview of the current status of CO2-capture technologies and their associated challenges and opportunities with respect to efficiency and economy followed by an overview of various carbon-utilization approaches. The current status of combined CO2 capture and utilization, as a novel efficient and cost-effective approach, is also briefly discussed. We summarize the main challenges associated with the design, development, and large-scale deployment of CO2 capture and utilization processes to provide a perspective and roadmap for the development of new technologies and opportunities future.",,,,,,,,,357,11,0,0,40,1,379,,,2194-4288,2194-4296,,,,,,,,,,"Missouri Univ Sci & Technol, Dept Chem & Biochem Engn, 1101 N State St, Rolla, MO 65409 USA",,,,2017-06-01,WOS:000634586000003,,
