Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,
J,"Li, Pu; Chen, Bing; Li, Zelin; Zheng, Xiao; Wu, Hongjing; Jing, Liang; Lee, Kenneth",,,,"Chen, Bing/D-2080-2013; Wu, Hongjing/E-6685-2011","Chen, Bing/0000-0003-1041-4525; Jing, Liang (Liam)/0000-0001-7155-9993",,,,,A Monte Carlo simulation based two-stage adaptive resonance theory mapping approach for offshore oil spill vulnerability index classification,,,,,,,,MARINE POLLUTION BULLETIN,,,,86,1-2,,,434,442,,,,10.1016/j.marpolbul.2014.06.036,,,,,,,Article,SEP 15 2014,2014,"In this paper, a Monte Carlo simulation based two-stage adaptive resonance theory mapping (MC-TSAM) model was developed to classify a given site into distinguished zones representing different levels of offshore Oil Spill Vulnerability Index (OSVI). It consisted of an adaptive resonance theory (ART) module, an ART Mapping module, and a centroid determination module. Monte Carlo simulation was integrated with the TSAM approach to address uncertainties that widely exist in site conditions. The applicability of the proposed model was validated by classifying a large coastal area, which was surrounded by potential oil spill sources, based on 12 features. Statistical analysis of the results indicated that the classification process was affected by multiple features instead of one single feature. The classification results also provided the least or desired number of zones which can sufficiently represent the levels of offshore OSVI in an area under uncertainty and complexity, saving time and budget in spill monitoring and response. (C) 2014 Elsevier Ltd. All rights reserved.",,,,,,,,,15,0,0,0,8,0,15,,,0025-326X,1879-3363,,,,,,,,,,"Mem Univ Newfoundland, Northern Reg Persistent Organ Pollut Control NRPO, Fac Engn & Appl Sci, St John, NF A1B 3X5, CanadaCSIRO, Australian Resources Res Ctr, Wealth Oceans Natl Res Flagship, Kensington, WA, Australia",,,,2014-11-05,WOS:000342860100060,25044043,
J,"Mojtahedi, A.; Yaghin, M. A. Lotfollahi; Hassanzadeh, Y.; Ettefagh, M. M.; Aminfar, M. H.; Aghdam, A. B.",,,,"Lotfollahi-Yaghin, Mohammad Ali/ABC-7806-2021; Aminfar, Mohammad Hosein/AAR-9560-2020; Ettefagh, Mir Mohammad/ABD-6297-2021","Aminfar, Mohammad Hosein/0000-0003-2473-0748; Ettefagh, Mir Mohammad/0000-0002-9229-3482; lotfollahi-yaghin, mohammadali/0000-0003-2628-4083; Mojtahedi, Alireza/0000-0002-7917-434X; Hassanzadeh, Yousef/0000-0003-4272-4667; lotfollahi yaghin, Mohammad ali/0000-0002-7935-2126",,,,,Developing a robust SHM method for offshore jacket platform using model updating and fuzzy logic system,,,,,,,,APPLIED OCEAN RESEARCH,,,,33,4,,,398,411,,,,10.1016/j.apor.2011.05.001,,,,,,,Article,OCT 2011,2011,"Structural monitoring is essential for ensuring the structural safety performance during the service life. The process is of paramount importance in case of the offshore jacket-type platforms due to the underwater structural parts subjected to the marine environmental conditions. This work is an experimental investigation on a laboratory model of a jacket platform with the objective of establishing a baseline finite element (FE) model for long-term structural health monitoring for this type of structures. A robust damage diagnosis system is also developed which is less sensitive to both the measurements and the modeling uncertainties. Experimental vibration tests are conducted on a physical platform model to obtain dynamic characteristics and then, the initial FE-model of the intact structure is developed to determine them numerically. Some differences between numerically and experimentally identified characteristics emerge due to various uncertainties in the FE-model and measured vibration data. To minimize these differences, initial FE-model is updated according to the experimental results. The updated FE-model is employed to predict the changes in the dynamic characteristics under variety of damage scenarios which are imposed by reducing the stiffness at the components of the model. Fuzzy logic system (FLS) and probabilistic analysis is developed for linguistic classification of damage and global damage diagnosis. Incorporation of the FLS fault isolation technique into FE-model updating method are proposed and evaluated for two different FLS methods to develop a vigorous damage diagnosis method. The efficiency of the technique is validated by different damage scenarios foreseen on the physical model. This technique is shown to be effective for diagnosing the presence of degradation and quantify it. (C) 2011 Elsevier Ltd. All rights reserved.",,,,,,,,,50,5,0,0,1,1,53,,,0141-1187,1879-1549,,,,,,,,,,"Univ Tabriz, Dept Civil Engn, Tabriz, IranUniv Tabriz, Dept Mech Engn, Tabriz, IranLouisiana State Univ, Dept Mech Engn, Baton Rouge, LA 70803 USA",,,,2011-11-09,WOS:000295994300014,,
J,"Garcia-Garrido, V. J.; Ramos, A.; Mancho, A. M.; Coca, J.; Wiggins, S.",,,,"de Albéniz, Josep Coca Sáez/H-7067-2015; ramos, antonio juan gonzalez/R-9074-2019; Garrido, Víctor José García/S-1396-2019; Garrido, Víctor José García/K-9045-2014; Mancho, Ana Maria/K-5194-2014","de Albéniz, Josep Coca Sáez/0000-0003-0625-8240; ramos, antonio juan gonzalez/0000-0003-1374-5805; Garrido, Víctor José García/0000-0003-0557-3193; Garrido, Víctor José García/0000-0003-0557-3193; Mancho, Ana Maria/0000-0002-8385-7098; Wiggins, Stephen/0000-0002-0780-0911",,,,,A dynamical systems perspective for a real-time response to a marine oil spill,,,,,,,,MARINE POLLUTION BULLETIN,,,,112,1-2,,,201,210,,,,10.1016/j.marpolbul.2016.08.018,,,,,,,Article,NOV 15 2016,2016,"This paper discusses the combined use of tools from dynamical systems theory and remote sensing techniques and shows how they are effective instruments which may greatly contribute to the decision making protocols of the emergency services for the real-time management of oil spills. This work presents the successful interplay of these techniques for a recent situation, the sinking of the Oleg Naydenov fishing ship that took place in Spain, close to the Canary Islands, in April 2015. (C) 2016 Elsevier Ltd. All rights reserved.",,,,,,,,,30,1,0,0,6,0,30,,,0025-326X,1879-3363,,,,,,,,,,"CSIC UAM UC3M UCM, Inst Ciencias Matemat, C Nicolas Cabrera 15,Campus Cantoblanco UAM, Madrid 28049, SpainUniv Las Palmas Gran Canaria, IUSIANI, Div Robat & Oceanog Computac, Las Palmas Gran Canaria, SpainUniv Bristol, Sch Math, Bristol BS8 1TW, Avon, England",,,,2016-11-15,WOS:000386188900035,27539636,
J,"Aronsson, H.; Hansen, E. M.; Thomsen, I. K.; Liu, J.; Ogaard, A. F.; Kaenkaenen, H.; Ulen, B.",,,,"Ulen, Barbro/V-9148-2017; Hansen, Elly Møller/F-2513-2016; Thomsen, Ingrid Kaag/E-9773-2016; Liu, Jian/P-4050-2014","Liu, Jian/0000-0003-4199-1296; Kankanen, Hannu/0000-0003-0459-7978; Thomsen, Ingrid Kaag/0000-0002-5108-5847",,,,,The ability of cover crops to reduce nitrogen and phosphorus losses from arable land in southern Scandinavia and Finland,,,,,,,,JOURNAL OF SOIL AND WATER CONSERVATION,,,,71,1,,,41,55,,,,10.2489/jswc.71.1.41,,,,,,,Article,JAN-FEB 2016,2016,"This review summarizes current knowledge from the literature and experimental studies on the role of cover crops (CCs) in reducing nitrogen (N) leaching and phosphorus (P) losses to waters under the marine and humid continental climate conditions of southern Scandinavia and Finland. Field leaching studies from 11 sites indicate that undersown ryegrass (Lolium spp.) CCs are robust, with average N uptake in aboveground CC biomass of 7 to 38 kg N ha(-1) (6.2 to 34 lb N ac(-1)). Use of CCs sown at harvest (e.g., crucifers) is restricted to southern Scandinavia for climate reasons. The mean relative reduction in N leaching reported for all CCs investigated was 43%, but it ranged between 62% increase instead of a reduction after a red clover (Trifolium pratense) CC on a clay soil to a reduction of 85% to 89% with a perennial ryegrass CC on sandy soils in Denmark (36 to 51 kg ha(-1) [32 to 46 lb ac(-1)]). The data indicate that CCs do not substantially reduce total P losses by runoff and leaching. The effects of CCs on total P leaching varied between a relative increase of 86% and a decrease of 43%. Climate conditions involving freezing-thawing during winter increased the risk of losses of dissolved P from CC biomass. CCs have been implemented to varying degrees into agri-environmental programs. They are mandatory in Denmark and subsidized in Norway, Sweden, and Finland. CCs are grown on 8% of arable land in Denmark, 5% in Sweden, 1% in Finland, and 0.5% in Norway, but CC area is now increasing dramatically in Finland due to a new subsidy program. In all countries there is a need, and potential, for increased use of CCs, but there are several constraints, particularly reduced interest among farmers. There is a clear need to identify CC systems and develop implementation strategies for appropriate distribution of CCs on different soils and regions with respect to required reductions in N leaching and P losses. For this, more knowledge is required, especially about the effect of CCs on P losses (e.g., the effect of species with different partitioning between shoot and root biomass and the effects of CC systems with harvesting of biomass). There is also a need to devise balanced solutions for maintaining and increasing the frequency of CCs in crop rotations to exploit the possible benefits of CCs in reducing nutrient losses.",,,,,,,,,83,3,0,0,55,1,97,,,0022-4561,1941-3300,,,,,,,,,,"Swedish Univ Agr Sci, Dept Soil & Environm, Extens Duties, Uppsala, SwedenSwedish Univ Agr Sci, Dept Soil & Environm, Uppsala, SwedenNorwegian Inst Bioecon Res, Environm Div, As, NorwayAarhus Univ, Dept Agroecol, Tjele, DenmarkNat Resources Inst, Div Nat Resources & Bioprod, Jokioinen, FinlandPenn State Univ, Dept Plant Sci, University Pk, PA 16802 USA",,,,2016-01-01,WOS:000367460000009,,
J,"Love, Peter E. D.; Edwards, David J.",,,,"Love, Peter/D-7418-2017","Love, Peter/0000-0002-3239-1304; Edwards, David/0000-0001-9727-6000",,,,,Curbing rework in offshore projects: systemic classification of risks with dialogue and narratives,,,,,,,,STRUCTURE AND INFRASTRUCTURE ENGINEERING,,,,9,11,,,1118,1135,,,,10.1080/15732479.2012.667419,,,,,,,Article,NOV 1 2013,2013,"Rework arises in offshore projects due to errors and omissions, and this can significantly contribute to project cost and cause schedule overruns. Indeed, these additional and unnecessary costs can uncontrollably spiral to account for 25% of capital expenditure for offshore platform projects. Yet rework costs are frequently dismissed as isolated and rare instances of unfortunate circumstances and alien to normal practice. Original evidence stemming from this research indicates that cost and schedule overruns are a recurrent feature of offshore projects. Moreover, the risk of overruns are further exacerbated by increasingly complex commercial and contracting arrangements, technical challenges, changing local economic and regulatory conditions, and a shift towards projects being undertaken in peak oil frontier regions. To acquire new knowledge on the dynamics of offshore rework, the experiences of 23 oil and gas industry practitioners were captured using in-depth interviews. A risk classification matrix was subsequently developed in order to provide a frame of reference to mitigate future rework. Failing to give consideration to rework risks increases the potential for latent conditions to become embedded within organisational and project systems and processes. Consequently, the likelihood of failures, accidents or even catastrophes increases.",,,,,,,,,21,0,0,0,1,0,22,,,1573-2479,1744-8980,,,,,,,,,,"Curtin Univ, Sch Built Environm, Perth, WA 6845, AustraliaBirmingham City Univ, Birmingham City Business Sch, Birmingham, W Midlands, England",,,,2013-07-17,WOS:000320574600004,,
C,"Franks, JS; Hendon, JR; Garber, NM",,,,,,"Creswell, RL",,,,"Red snapper (Lutjanus campechanus) associated with a small artificial structure in the Mississippi sound, a northern Gulf of Mexico estuary",,,,,,,,PROCEEDINGS OF THE FIFTY-FIFTH ANNUAL GULF AND CARIBBEAN FISHERIES INSTITUTE,,,,,,,,853,864,,,,,,,,,,,Proceedings Paper,2004,2004,"During September 1994 - 1997, opportunistic sampling of red snapper (Lutjanus campechanus) at a small, artificial structure in the Mssissippi Sound estuary provided information on age, reproductive biology, diet and behavior of juvenile and adult red snapper from inshore habitat. The study represents the first detailed account of adult red snapper from a northern Gulf estuary. Red snapper (n = 302) collected from the study site ranged in size from 229 - 714 mm TL; 172 were retained for laboratory examination, and 130 were tagged and released. Age estimates for some specimens (n = 36; 326 - 713 min TL) ranged from 2 - 5 years. Histological assessment of gonads from a small sample of fish (n = 13) collected primarily during late summer and fall (near the end of the spawning season) revealed sexually mature males (n = 5; 390 - 520 mm TL) and females with regressed ovaries (n = 5; 326 - 662 nun TL) or immature ovaries (n = 2; 326 and 330 mm TL). However, ovaries from a single female collected during July (during the peak of the spawning season) contained oocytes in the final oocyte maturation (FOM) stage, an indication of imminent spawning. This finding was of great interest since red snapper are reported to spawn only in offshore waters. Snapper diet consisted of fish, crustaceans and cephalopods. Anchovies (Anchoa hepsetus and A. sp.) and hardhead catfish (Ariusfelis), were the dominant prey in the diet and occurred in 54 % of stomachs. Gulf crab (Callinectes similis), other portunid crabs, and penaeid shrimps were the primary crustaceans in the diet. Tag-recaptures (n = 32) were from the site of tag-release only and extended from 1 - 373 days-at-large. Recaptures documented growth for fish, primarily juveniles and young adults, at the study site and suggested site fidelity and overwintering for some fish. Aspects of the perennial occurrence of adult red snapper in the Mississippi Sound estuary are discussed.",,,,,55th Annual Meeting of the Gulf-and-Caribbean-Fishieries-Institute55th Annual Meeting of the Gulf-and-Caribbean-Fishieries-Institute,"NOV 11-15, 2002NOV 11-15, 2002",Gulf & Caribbean Fisheries Inst; CYTED CONACyT; ECOSUR; Govt Burmuda; Caribbean Fisheries Management Council; FL Fish & Wildlife Conservat Commiss; FL Sea Grant Program; Environm Def; Soc Conservat Reef Fish Aggregat; Nat Conservancy; Natl Ocean & Atmospher Adm; Natl Marine Fisheries ServGulf & Caribbean Fisheries Inst; CYTED CONACyT; ECOSUR; Govt Burmuda; Caribbean Fisheries Management Council; FL Fish & Wildlife Conservat Commiss; FL Sea Grant Program; Environm Def; Soc Conservat Reef Fish Aggregat; Nat Conservancy; Natl Ocean & Atmospher Adm; Natl Marine Fisheries Serv,"Xel Ha, MEXICOXel Ha, MEXICO",1,0,0,0,1,0,2,,,,,*************,,,,,,,,,"Univ So Mississippi, Coll Marine Sci, Ctr Fisheries Res & Dev, Ocean Springs, MS 39564 USA",,,,2004-01-01,WOS:000224516900073,,
J,,,,,,,,,"Gasilov,Vladimir",,"Development of high-precision numerical methods, algorithms and software for high-performance computing modeling of natural and man-made impacts on the pipeline systems operating in arctic conditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Awarded Grant,Jan 01 1800,1800,"In connection with the active development of the resources of the Arctic seas sharply extends the fundamental problem of the analysis of the technical and geophysical aspects of the placement and operation of the systems in the region, ensuring the production and transportation of hydrocarbons. For example, the complexity of oil and gas in the offshore areas of the Arctic seas associated with the risk of collisions with icebergs floating platforms. It proposed to develop a project aimed at studying the effects of ice and water in offshore and coastal transport systems, including fixed and floating platforms, piers, bottom lines, and others. The result of the project will be software for predictive modeling and assessing the reliability of technical objects, constructed in arctic regions the purpose of development of hydrocarbon deposits. The subject of the analysis can be both existing and planned facilities. The project will address the following important practical problems: 1. Analysis of possibilities for use in arctic conditions, piping made of composite materials. 2. Collision hummock (iceberg) from the seabed or underwater pipelines. 3. Effects of storm waves on the shore facilities. 4. The development of offshore gas hydrate deposits with inclusions, predicting and assessing the risks of man-made phenomena associated with the production cycles and changes in the state of engineering structures under the influence of thawing permafrost and associated gas hydrate phase transitions. Numerical modeling of the mentioned tasks will improve the understanding of the processes and thereby increase the effectiveness of safety, such as oil platforms and ultimately to optimize the process of oil production. Their solution is proposed to develop mechanics and mathematical models of ice spatial structures and their interaction with the complex structures in the Arctic, the development of numerical methods and their implementation on the high-performance computing systems. On the basis of the developed numerical methods and mathematical models of mechanics and is expected to create software for the numerical simulation of natural effects on coastal and offshore industrial objects and solving exploration in the Arctic using high-precision computational algorithms on high-performance computing systems. The developed methods will correctly describe wave processes occurring in large tracts of ice at their impact on the oil and gas transport system. The use of hierarchical meshes with a multiple time step and high-performance systems will describe the geometry, as close to real. There will also be developed parallelized algorithms for the numerical solution of dynamic spatial problems on high-performance multiprocessor computer systems. Using a grid-characteristic methods with high-order interpolation on unstructured tetrahedral and hexahedral meshes will allow to apply the most correct computational algorithms on the borders and boundaries of the contact area of integration, to take into account the physics of the problem (the propagation of discontinuities along the characteristics). Using fully closed system of equations of continuum mechanics and characteristic methods will provide all the characteristics of seismic processes (velocity field, stress field, strain), compared calculations and unique field measurements obtained from the immediate practical experiments, a detailed analysis of these problems on the basis of a series of numerical experiments to identify the areas of destruction, to use a software package for numerical experiments aimed at assessing the resources of hydrocarbons in the offshore Arctic areas. Typically, they are porous layers, saturated hydrates, water and hydrocarbon gases. The project provides for research aimed at hydrodynamic modeling, geo-mechanical and physico-chemical processes occurring during the development and study of gas hydrate deposits. This is necessary to ensure the safety of mining activities and trunsportu hydrocarbons from gas hydrate deposits. Until now, the problems of this kind generally used approximation methods that do not provide a complete picture of wave phenomena. Using fully closed system of equations of continuum mechanics and characteristic method allows to obtain the characteristics of impacts (the velocity field, the stress field, strain) and to compare the calculated synthetic and field data for subsequent solution of inverse problems.",,,,,,,,,0,0,0,0,0,0,0,,,,,,16-11-00100,,,,,,,,Keldysh Institute of Applied Mathematics of Russian Academy of Sciences,,,,2023-12-08,GRANTS:15291847,,
J,"DUnger, C; Chapman, D; Carr, RS",,,,"Chapman, Duane C/JOK-2415-2023","Chapman, Duane C/0000-0002-1086-8853",,,,,"Discharge of oilfield-produced water in Nueces Bay, Texas: A case study",,,,,,,,ENVIRONMENTAL MANAGEMENT,,,,20,1,,,143,150,,,,10.1007/PL00006697,,,,,,,Article,JAN-FEB 1996,1996,"During oil and gas production, water is often extracted from geological formations along with the hydrocarbons. These ''produced waters'' have been discharged to Nueces Bay since the turn of the century. These effluents were found to be highly toxic, and sediments In the vicinity of the discharges were also toxic. We developed a map of wells and produced-water discharge sites in the vicinity of Nueces Bay and identified numerous unplugged wells suitable for conversion to produced water disposal wells, An economic analysis of conversion to subterranean injection of produced water indicates that most of the wells currently in production could pay out the cost of conversion to injection in one to three years, The use of one injection well for two or more water-producing wells could yield greater savings, Wells that could not support the cost of injection are small producers, and their loss would not constitute a major loss of jobs or dollars to the area. This study could serve as a useful model for evaluating the economic feasibility of conversion to injection in other areas of Texas and Louisiana.",,,,,,,,,9,0,0,0,4,0,14,,,0364-152X,,,,,,,,,,,"TEXAS A&M UNIV, CTR SCI, ENVIRONM SCI PROGRAM, CORPUS CHRISTI, TX 78412 USANATL BIOL SERV, CORPUS CHRISTI, TX 78412 USA",NATL BIOL SERV,,,1996-01-01,WOS:A1996TK96300014,,
J,"Heesterman, Aart",,,,,,,,,,The pace and practicality of decarbonization,,,,,,,,CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,,,,19,2,,,295,310,,,,10.1007/s10098-016-1277-x,,,,,,,Article,2017,2017,"There is a widely believed myth that replacing the use of fossil fuels largely by renewable forms of energy is, with a possible exception of nuclear power, critically dependent on the development of appropriate new technologies. Accordingly, it is held that decarbonizing straight away is particularly difficult and expensive. There was a time when this idea had an element of reality, but this is no longer the case. Unfortunately, belief in this myth is shared by those in positions of influence. This paper serves to document that this presumed reality no longer holds, although the misconception may have been based on fact in the past. Whilst the survey of the available technology offered concentrates on electricity supply, it also documents that manufacture of synthetic fuels via hydrogen obtained by electrolysis of water and CO2 integrates smoothly with electricity grid stabilization as well as reducing the CO2 content of the atmosphere. The likely price and cost development in the energy market is also reviewed. In addition the role of CCS, in practice mainly capture from the air and industrial processes other than power generation is reviewed against the background of the cost effective generation of electricity by harvesting renewable forms of energy.",,,,,,,,,8,0,0,0,0,0,8,,,1618-954X,1618-9558,,,,,,,,,,"Univ Birmingham, Birmingham, W Midlands, England",,,,2017-03-22,WOS:000394319300002,,
J,"Cho, Peggy",,,,,,,,,,Andre Brink's An Instant in the Wind: A Post-colonial Revision of the Captivity Myth,,,,,,,,English & American Cultural Studies,영미문화,,,11,3,,,223,249,,,,,,,,,,,research-article,2011,2011,"Shipwreck narratives have been part of the seafaring explorations of West’s expansion across the globe. These narratives relate fundamentally unsettling experiences for the explorer-colonizer as well as provide layers of contesting discourses. There has long been an enduring interest in the captivity myth and the persistent metaphor of the shipwreck in the colonial imagination. Postcolonial South African writers have also found inspiration from the idea of the shipwreck. This paper examines An Instant in the Wind by Andre Brink, an imaginative revision of the legendary Eliza Fraser shipwreck and captivity which occurred off the coast of Australia in the nineteenth century. Brink transposes the Fraser shipwreck narrative to eighteenth century colonial South Africa to investigate the history of encounters between white colonials and indigenous peoples. He writes in a long tradition of castaway narratives to reveal various obstacles and conflicting oppositions that constitute contact between the races.A major dissident Afrikaner writer, Brink’s fiction focuses on the involution of myth and history in the making of the colonial imagination and its relevance to South Africa’s own history of domination and subordination. An Instant in the Wind attempts to refocalize the narrative away from the perspective of the colonizer, providing an alternative history of two individuals forming an interracial relationship based on recognition of each other’s humanity. In portraying the black African protagonist, the novel at times relies on Eurocentric oppositions and stereotypes of the African Other and on a romantic notion of individualism and interracial intimacy. The disruptive presence of conventional eurocentric discourses in the novel exposes the challenge of giving voice to the silent black in white fiction. Despite some of the pitfalls of trying to reinvent an alternate history for the Other, however, Brink’s revision of the shipwreck myth manages to enact his particular view of history and story-making and produce an indirect but scathing condemnation and commentary on the history of colonial violence on the African continent.",,,,,,,,,0,0,0,0,0,0,0,,,1598-5431,,,,,,,,,,,,,,,2011-01-01,KJD:ART001616982,,
